state,county,tract,block group,Age1,Age2
53,33,200,3006,32,181
53,33,200,3007,18,105
53,33,200,4000,7,43
53,33,200,4001,1,55
53,33,200,4002,6,211
53,33,200,4003,7,42
53,33,200,4004,13,35
53,33,200,4005,31,175
53,33,200,4006,5,16
53,33,200,4007,10,32
53,33,200,4008,5,36
53,33,200,4009,7,37
53,33,200,4010,11,36
53,33,200,4011,0,0
53,33,200,4012,3,42
53,33,200,4013,21,65
53,33,200,4014,17,80
53,33,200,5000,67,515
53,33,200,5001,4,19
53,33,200,5002,7,37
53,33,200,5003,11,33
53,33,200,5004,25,226
53,33,200,5005,11,60
53,33,200,5006,22,72
53,33,200,5007,9,126
53,33,200,5008,13,36
53,33,200,5009,3,14
53,33,200,5010,0,0
53,33,200,6000,9,26
53,33,200,6001,11,30
53,33,200,6002,7,31
53,33,200,6003,9,54
53,33,200,6004,30,74
53,33,200,6005,12,30
53,33,200,6006,12,34
53,33,200,6007,13,58
53,33,200,6008,11,54
53,33,200,6009,15,46
53,33,200,6010,8,14
53,33,200,6011,6,41
53,33,200,6012,12,32
53,33,200,6013,8,45
53,33,200,6014,5,29
53,33,200,6015,12,45
53,33,200,6016,10,42
53,33,200,6017,7,31
53,33,200,6018,8,39
53,33,200,6019,7,25
53,33,200,6020,3,23
53,33,200,6021,6,44
53,33,200,6022,7,39
53,33,200,6023,8,46
53,33,200,6024,3,39
53,33,200,6025,4,22
53,33,200,6026,2,19
53,33,200,6027,3,28
53,33,300,1000,0,0
53,33,300,1001,0,0
53,33,300,1002,0,0
53,33,300,1003,0,0
53,33,300,1004,0,0
53,33,300,1005,0,7
53,33,300,1006,0,0
53,33,300,1007,6,50
53,33,300,1008,10,41
53,33,300,1009,25,97
53,33,300,1010,11,46
53,33,300,1011,4,26
53,33,300,1012,4,23
53,33,300,1013,14,42
53,33,300,1014,2,5
53,33,300,1015,25,71
53,33,300,1016,10,37
53,33,300,1017,8,38
53,33,300,1018,7,42
53,33,300,1019,17,84
53,33,300,1020,9,53
53,33,300,1021,3,10
53,33,300,1022,12,25
53,33,300,1023,9,24
53,33,300,1024,0,0
53,33,300,1025,0,0
53,33,300,1026,26,78
53,33,300,1027,3,22
53,33,300,1028,5,20
53,33,300,1029,0,0
53,33,300,1030,4,25
53,33,300,1031,9,49
53,33,300,1032,5,23
53,33,300,1033,4,23
53,33,300,1034,1,24
53,33,300,1035,5,30
53,33,300,2000,5,41
53,33,300,2001,10,54
53,33,300,2002,3,20
53,33,300,2003,9,38
53,33,300,2004,8,45
53,33,300,2005,7,25
53,33,300,2006,18,89
53,33,300,2007,0,0
53,33,300,2008,20,84
53,33,300,2009,0,9
53,33,300,2010,0,0
53,33,300,2011,0,0
53,33,300,2012,8,19
53,33,300,2013,4,8
53,33,300,2014,15,52
53,33,300,2015,40,173
53,33,300,2016,0,0
53,33,300,2017,3,5
53,33,300,2018,19,88
53,33,300,2019,0,0
53,33,300,2020,0,15
53,33,300,2021,2,3
53,33,300,2022,0,13
53,33,300,2023,8,24
53,33,300,2024,3,21
53,33,300,2025,18,45
53,33,300,2026,7,52
53,33,300,2027,5,23
53,33,300,2028,14,35
53,33,300,2029,12,49
53,33,300,2030,6,25
53,33,300,2031,3,39
53,33,401,1000,3,8
53,33,401,1001,36,402
53,33,401,1002,11,42
53,33,401,1003,7,45
53,33,401,1004,11,90
53,33,401,1005,134,733
53,33,401,1006,70,341
53,33,401,1007,0,2
53,33,401,1008,25,264
53,33,401,1009,117,494
53,33,401,2000,4,39
53,33,401,2001,6,23
53,33,401,2002,14,49
53,33,401,2003,4,30
53,33,401,2004,12,85
53,33,401,2005,6,31
53,33,401,2006,7,32
53,33,401,2007,10,28
53,33,401,2008,9,39
53,33,401,2009,10,35
53,33,401,2010,5,20
53,33,401,2011,9,23
53,33,401,2012,9,65
53,33,401,2013,3,26
53,33,401,2014,3,12
53,33,401,2015,4,33
53,33,401,2016,81,469
53,33,401,2017,27,92
53,33,401,3000,61,1093
53,33,401,3001,0,0
53,33,401,3002,12,68
53,33,401,3003,0,0
53,33,402,1000,20,69
53,33,402,1001,2,25
53,33,402,1002,8,28
53,33,402,1003,21,170
53,33,402,1004,14,79
53,33,402,1005,5,67
53,33,402,1006,15,55
53,33,402,1007,1,18
53,33,402,1008,5,30
53,33,402,1009,9,39
53,33,402,1010,8,35
53,33,402,1011,6,39
53,33,402,1012,11,45
53,33,402,1013,18,44
53,33,402,1014,28,132
53,33,402,2000,0,9
53,33,402,2001,15,73
53,33,402,2002,24,97
53,33,402,2003,2,23
53,33,402,2004,3,20
53,33,402,2005,1,22
53,33,402,2006,7,24
53,33,402,2007,9,52
53,33,402,2008,5,20
53,33,402,2009,7,41
53,33,402,2010,8,35
53,33,402,2011,36,161
53,33,402,2012,4,44
53,33,402,2013,15,35
53,33,402,2014,13,77
53,33,402,2015,3,32
53,33,402,2016,1,6
53,33,402,3000,9,47
53,33,402,3001,2,34
53,33,402,3002,1,30
53,33,402,3003,17,149
53,33,402,3004,23,142
53,33,402,3005,7,20
53,33,402,3006,8,27
53,33,402,3007,4,34
53,33,402,3008,7,39
53,33,402,3009,4,32
53,33,402,3010,6,30
53,33,402,3011,6,23
53,33,402,3012,8,21
53,33,402,3013,23,157
53,33,402,3014,21,129
53,33,402,3015,2,13
53,33,402,3016,22,44
53,33,402,3017,2,40
53,33,402,3018,2,9
53,33,402,4000,8,35
53,33,402,4001,2,37
53,33,402,4002,6,39
53,33,402,4003,12,82
53,33,402,4004,1,22
53,33,402,4005,0,494
53,33,402,4006,9,47
53,33,402,4007,6,35
53,33,402,4008,13,46
53,33,402,4009,18,38
53,33,402,4010,6,35
53,33,402,4011,15,40
53,33,402,4012,8,35
53,33,402,4013,1,11
53,33,402,4014,6,40
53,33,402,4015,9,43
53,33,402,4016,17,41
53,33,402,4017,14,41
53,33,402,4018,8,39
53,33,402,4019,11,38
53,33,500,1000,35,164
53,33,500,1001,0,4
53,33,500,1002,0,0
53,33,500,1003,36,168
53,33,500,1004,6,31
53,33,500,1005,3,32
53,33,500,1006,8,30
53,33,500,1007,11,35
53,33,500,1008,8,16
53,33,500,1009,2,18
53,33,500,1010,0,1
53,33,500,1011,0,0
53,33,500,1012,0,0
53,33,500,1013,55,176
53,33,500,1014,6,19
53,33,500,1015,44,166
53,33,500,1016,0,2
53,33,500,1017,11,18
53,33,500,1018,8,29
53,33,500,1019,7,30
53,33,500,1020,8,34
53,33,500,2000,4,36
53,33,500,2001,8,34
53,33,500,2002,18,67
53,33,500,2003,5,33
53,33,500,2004,10,37
53,33,500,2005,4,27
53,33,500,2006,13,37
53,33,500,2007,10,42
53,33,500,2008,9,34
53,33,500,2009,5,34
53,33,500,2010,4,15
53,33,500,2011,7,17
53,33,500,2012,15,42
53,33,500,2013,10,39
53,33,500,2014,6,36
53,33,500,2015,11,31
53,33,500,2016,8,34
53,33,500,2017,13,40
53,33,500,2018,7,30
53,33,500,2019,2,35
53,33,500,3000,12,36
53,33,500,3001,11,37
53,33,500,3002,6,33
53,33,500,3003,8,34
53,33,500,3004,8,34
53,33,500,3005,5,15
53,33,500,3006,16,42
53,33,500,3007,9,28
53,33,500,3008,16,32
53,33,500,3009,14,69
53,33,500,3010,11,41
53,33,500,3011,6,43
53,33,500,3012,10,20
53,33,500,3013,18,59
53,33,500,3014,7,30
53,33,500,3015,51,229
53,33,500,3016,3,24
53,33,500,3017,0,21
53,33,500,3018,0,14
53,33,600,1000,18,63
53,33,600,1001,18,46
53,33,600,1002,5,50
53,33,600,1003,13,51
53,33,600,1004,23,90
53,33,600,1005,22,65
53,33,600,1006,4,6
53,33,600,1007,26,120
53,33,600,1008,5,40
53,33,600,1009,7,24
53,33,600,1010,5,51
53,33,600,1011,2,17
53,33,600,1012,12,73
53,33,600,1013,17,60
53,33,600,1014,11,70
53,33,600,1015,11,16
53,33,600,1016,0,0
53,33,600,1017,9,27
53,33,600,1018,0,0
53,33,600,1019,0,0
53,33,600,1020,0,0
53,33,600,1021,4,13
53,33,600,1022,3,7
53,33,600,1023,15,118
53,33,600,1024,42,124
53,33,600,2000,15,116
53,33,600,2001,6,28
53,33,600,2002,62,342
53,33,600,2003,30,88
53,33,600,2004,0,0
53,33,600,2005,19,160
53,33,600,2006,21,272
53,33,600,3000,8,49
53,33,600,3001,32,142
53,33,600,3002,8,21
53,33,600,3003,3,20
53,33,600,3004,10,26
53,33,600,3005,14,36
53,33,600,3006,0,0
53,33,600,3007,86,337
53,33,600,3008,0,30
53,33,600,3009,3,24
53,33,600,3010,2,20
53,33,600,3011,0,14
53,33,600,3012,40,113
53,33,600,3013,10,26
53,33,600,3014,0,0
53,33,600,3015,0,0
53,33,600,3016,33,255
53,33,600,3017,9,39
53,33,600,4000,36,93
53,33,600,4001,6,28
53,33,600,4002,11,81
53,33,600,4003,4,19
53,33,600,4004,14,68
53,33,600,4005,6,61
53,33,600,4006,0,0
53,33,600,4007,0,0
53,33,600,4008,0,0
53,33,600,4009,0,0
53,33,600,4010,0,0
53,33,600,4011,0,0
53,33,600,4012,12,79
53,33,600,4013,29,77
53,33,600,4014,0,0
53,33,600,4015,31,183
53,33,600,4016,9,35
53,33,600,4017,14,87
53,33,600,4018,83,168
53,33,600,4019,0,0
53,33,600,4020,0,0
53,33,600,4021,0,0
53,33,600,4022,0,0
53,33,600,4023,0,0
53,33,600,4024,0,1
53,33,600,4025,0,0
53,33,600,4026,0,0
53,33,600,4027,0,0
53,33,600,4028,0,0
53,33,600,4029,0,0
53,33,600,4030,28,281
53,33,600,5000,0,0
53,33,600,5001,0,0
53,33,600,5002,0,0
53,33,600,5003,0,0
53,33,600,5004,25,82
53,33,600,5005,0,0
53,33,600,5006,10,36
53,33,600,5007,4,15
53,33,600,5008,16,38
53,33,600,5009,15,91
53,33,600,5010,0,0
53,33,600,5011,6,6
53,33,600,5012,12,44
53,33,600,5013,6,45
53,33,600,5014,25,110
53,33,600,5015,14,62
53,33,600,5016,2,18
53,33,600,5017,8,35
53,33,600,5018,11,51
53,33,600,6000,22,95
53,33,600,6001,17,113
53,33,600,6002,50,221
53,33,600,6003,0,0
53,33,600,6004,26,231
53,33,600,6005,24,91
53,33,600,6006,11,34
53,33,600,6007,16,98
53,33,600,6008,13,69
53,33,600,6009,12,39
53,33,600,6010,6,41
53,33,600,6011,8,39
53,33,700,1000,34,180
53,33,700,1001,36,181
53,33,700,1002,7,160
53,33,700,1003,1,1
53,33,700,1004,44,278
53,33,700,1005,21,108
53,33,700,1006,14,97
53,33,700,1007,41,131
53,33,700,1008,27,113
53,33,700,1009,0,0
53,33,700,1010,0,0
53,33,700,1011,13,75
53,33,700,1012,0,0
53,33,700,2000,22,102
53,33,700,2001,6,46
53,33,700,2002,26,88
53,33,700,2003,18,107
53,33,700,2004,2,7
53,33,700,2005,2,13
53,33,700,2006,12,46
53,33,700,2007,24,121
53,33,700,2008,0,0
53,33,700,2009,0,0
53,33,700,2010,6,40
53,33,700,2011,14,53
53,33,700,2012,6,24
53,33,700,2013,1,32
53,33,700,2014,5,14
53,33,700,2015,6,24
53,33,700,2016,10,74
53,33,700,2017,13,50
53,33,700,2018,10,87
53,33,700,2019,2,14
53,33,700,3000,21,73
53,33,700,3001,11,76
53,33,700,3002,16,57
53,33,700,3003,10,43
53,33,700,3004,0,0
53,33,700,3005,17,227
53,33,700,3006,1,29
53,33,700,3007,21,109
53,33,700,3008,2,34
53,33,700,3009,5,36
53,33,700,3010,13,63
53,33,700,4000,3,30
53,33,700,4001,11,46
53,33,700,4002,14,38
53,33,700,4003,5,37
53,33,700,4004,11,34
53,33,700,4005,6,40
53,33,700,4006,8,42
53,33,700,4007,22,117
53,33,700,4008,0,0
53,33,700,4009,7,30
53,33,700,4010,13,44
53,33,700,4011,8,36
53,33,700,4012,7,44
53,33,700,4013,15,50
53,33,700,4014,6,36
53,33,700,4015,3,66
53,33,700,4016,9,35
53,33,700,4017,0,0
53,33,800,1000,0,0
53,33,800,1001,4,34
53,33,800,1002,17,35
53,33,800,1003,8,23
53,33,800,1004,23,67
53,33,800,1005,25,84
53,33,800,1006,15,55
53,33,800,1007,14,52
53,33,800,1008,11,47
53,33,800,1009,11,51
53,33,800,1010,2,12
53,33,800,1011,16,76
53,33,800,1012,15,81
53,33,800,1013,8,42
53,33,800,1014,15,99
53,33,800,1015,21,82
53,33,800,1016,8,11
53,33,800,1017,17,41
53,33,800,1018,5,41
53,33,800,2000,13,37
53,33,800,2001,7,39
53,33,800,2002,11,44
53,33,800,2003,16,67
53,33,800,2004,16,35
53,33,800,2005,2,15
53,33,800,2006,9,76
53,33,800,2007,8,23
53,33,800,2008,27,81
53,33,800,2009,13,62
53,33,800,2010,17,38
53,33,800,2011,15,41
53,33,800,2012,10,47
53,33,800,2013,8,38
53,33,800,2014,58,195
53,33,800,2015,1,13
53,33,800,2016,15,40
53,33,800,2017,5,31
53,33,800,2018,18,57
53,33,800,2019,22,86
53,33,900,1000,0,0
53,33,900,1001,18,104
53,33,900,1002,13,53
53,33,900,1003,3,30
53,33,900,1004,2,32
53,33,900,1005,13,59
53,33,900,1006,45,211
53,33,900,1007,9,30
53,33,900,1008,1,16
53,33,900,1009,0,0
53,33,900,1010,17,83
53,33,900,1011,15,44
53,33,900,1012,15,38
53,33,900,1013,10,24
53,33,900,1014,4,38
53,33,900,1015,4,45
53,33,900,1016,9,40
53,33,900,1017,1,13
53,33,900,1018,4,17
53,33,900,1019,4,16
53,33,900,2000,0,0
53,33,900,2001,21,86
53,33,900,2002,0,0
53,33,900,2003,0,0
53,33,900,2004,0,0
53,33,900,2005,10,41
53,33,900,2006,23,76
53,33,900,2007,0,0
53,33,900,2008,0,4
53,33,900,2009,8,50
53,33,900,2010,5,35
53,33,900,2011,0,0
53,33,900,2012,0,0
53,33,900,2013,0,0
53,33,900,2014,0,0
53,33,900,2015,8,30
53,33,900,2016,8,22
53,33,900,2017,3,35
53,33,900,2018,11,28
53,33,900,2019,0,0
53,33,900,2020,8,73
53,33,900,2021,0,0
53,33,900,2022,0,0
53,33,900,2023,34,135
53,33,900,2024,10,52
53,33,900,2025,10,33
53,33,900,2026,8,31
53,33,900,2027,0,0
53,33,900,2028,6,14
53,33,900,2029,0,0
53,33,900,2030,2,3
53,33,1000,1000,13,39
53,33,1000,1001,13,51
53,33,1000,1002,0,0
53,33,1000,1003,3,33
53,33,1000,1004,16,85
53,33,1000,1005,9,51
53,33,1000,1006,9,24
53,33,1000,1007,85,149
53,33,1000,1008,5,33
53,33,1000,1009,31,126
53,33,1000,1010,17,42
53,33,1000,1011,22,46
53,33,1000,2000,5,8
53,33,1000,2001,28,141
53,33,1000,2002,14,83
53,33,1000,2003,49,125
53,33,1000,2004,14,45
53,33,1000,2005,14,48
53,33,1000,2006,46,96
53,33,1000,2007,46,139
53,33,1000,2008,18,66
53,33,1000,2009,5,17
53,33,1000,2010,2,9
53,33,1000,2011,0,0
53,33,1100,1000,3,67
53,33,1100,1001,29,61
53,33,1100,1002,14,48
53,33,1100,1003,13,48
53,33,1100,1004,16,49
53,33,1100,1005,6,53
53,33,1100,1006,6,11
53,33,1100,1007,0,2
53,33,1100,1008,13,96
53,33,1100,1009,5,19
53,33,1100,1010,5,34
53,33,1100,1011,7,61
53,33,1100,1012,7,45
53,33,1100,1013,5,25
53,33,1100,1014,15,54
53,33,1100,1015,7,45
53,33,1100,1016,27,116
53,33,1100,1017,6,17
53,33,1100,1018,6,33
53,33,1100,1019,19,50
53,33,1100,1020,19,61
53,33,1100,1021,0,0
53,33,1100,2000,16,52
53,33,1100,2001,13,48
53,33,1100,2002,15,68
53,33,1100,2003,7,24
53,33,1100,2004,3,24
53,33,1100,2005,8,38
53,33,1100,2006,3,24
53,33,1100,2007,2,18
53,33,1100,2008,38,170
53,33,1100,2009,7,43
53,33,1100,2010,14,49
53,33,1100,2011,5,35
53,33,1100,2012,11,34
53,33,1100,2013,4,11
53,33,1100,2014,16,138
53,33,1100,2015,9,41
53,33,1100,2016,4,41
53,33,1100,2017,4,46
53,33,1100,2018,1,18
53,33,1100,2019,9,58
53,33,1200,1000,5,38
53,33,1200,1001,10,44
53,33,1200,1002,1,19
53,33,1200,1003,9,33
53,33,1200,1004,0,0
53,33,1200,1005,16,53
53,33,1200,1006,5,50
53,33,1200,1007,15,44
53,33,1200,1008,7,38
53,33,1200,1009,6,41
53,33,1200,1010,7,28
53,33,1200,1011,23,67
53,33,1200,1012,31,135
53,33,1200,1013,0,8
53,33,1200,1014,13,29
53,33,1200,1015,8,29
53,33,1200,1016,4,48
53,33,1200,1017,8,49
53,33,1200,1018,8,60
53,33,1200,1019,12,53
53,33,1200,1020,21,55
53,33,1200,1021,11,55
53,33,1200,1022,8,58
53,33,1200,2000,104,435
53,33,1200,2001,8,52
53,33,1200,2002,29,133
53,33,1200,2003,14,49
53,33,1200,2004,16,47
53,33,1200,2005,13,51
53,33,1200,2006,14,49
53,33,1200,2007,14,121
53,33,1200,3000,89,301
53,33,1200,3001,2,8
53,33,1200,3002,22,562
53,33,1200,3003,15,343
53,33,1200,4000,74,319
53,33,1200,4001,75,571
53,33,1200,4002,24,132
53,33,1200,4003,0,0
53,33,1200,4004,0,0
53,33,1200,4005,0,0
53,33,1200,4006,0,0
53,33,1200,4007,0,0
53,33,1200,4008,0,0
53,33,1200,4009,0,0
53,33,1200,4010,0,0
53,33,1200,4011,0,0
53,33,1200,4012,0,0
53,33,1200,4013,0,0
53,33,1200,5000,0,0
53,33,1200,5001,0,0
53,33,1200,5002,58,392
53,33,1200,5003,0,0
53,33,1200,5004,0,0
53,33,1200,5005,22,91
53,33,1200,5006,0,0
53,33,1200,5007,0,0
53,33,1200,5008,0,0
53,33,1200,5009,0,0
53,33,1200,5010,0,0
53,33,1200,5011,98,708
53,33,1200,5012,0,0
53,33,1200,5013,11,128
53,33,1200,5014,0,0
53,33,1300,1000,5,50
53,33,1300,1001,0,47
53,33,1300,1002,1,16
53,33,1300,1003,4,59
53,33,1300,1004,11,70
53,33,1300,1005,20,71
53,33,1300,1006,11,59
53,33,1300,1007,8,60
53,33,1300,1008,17,45
53,33,1300,1009,10,64
53,33,1300,1010,13,289
53,33,1300,1011,0,0
53,33,1300,1012,3,63
53,33,1300,1013,22,63
53,33,1300,1014,10,60
53,33,1300,1015,10,64
53,33,1300,1016,8,45
53,33,1300,1017,0,0
53,33,1300,1018,0,0
53,33,1300,1019,0,0
53,33,1300,1020,7,46
53,33,1300,1021,5,46
53,33,1300,1022,3,48
53,33,1300,1023,5,69
53,33,1300,1024,13,70
53,33,1300,1025,0,0
53,33,1300,2000,37,199
53,33,1300,2001,25,104
53,33,1300,2002,25,121
53,33,1300,2003,12,41
53,33,1300,2004,4,40
53,33,1300,2005,2,30
53,33,1300,2006,11,90
53,33,1300,2007,17,121
53,33,1300,2008,18,108
53,33,1300,2009,3,61
53,33,1300,2010,10,87
53,33,1300,2011,14,60
53,33,1300,2012,5,47
53,33,1300,2013,8,61
53,33,1300,3000,0,0
53,33,1300,3001,4,31
53,33,1300,3002,15,46
53,33,1300,3003,13,49
53,33,1300,3004,15,93
53,33,1300,3005,26,120
53,33,1300,3006,7,27
53,33,1300,3007,2,24
53,33,1300,3008,4,51
53,33,1300,3009,6,64
53,33,1300,3010,0,2
53,33,1300,3011,0,0
53,33,1300,3012,0,0
53,33,1300,3013,0,0
53,33,1300,3014,0,19
53,33,1300,3015,2,121
53,33,1300,3016,5,48
53,33,1300,3017,26,145
53,33,1300,3018,12,109
53,33,1300,3019,0,0
53,33,1300,3020,23,127
53,33,1300,3021,15,135
53,33,1400,1000,6,44
53,33,1400,1001,3,37
53,33,1400,1002,11,53
53,33,1400,1003,24,156
53,33,1400,1004,21,104
53,33,1400,1005,7,25
53,33,1400,1006,11,18
53,33,1400,1007,3,13
53,33,1400,1008,4,37
53,33,1400,1009,9,36
53,33,1400,1010,8,38
53,33,1400,1011,7,55
53,33,1400,1012,10,74
53,33,1400,1013,13,89
53,33,1400,1014,8,33
53,33,1400,1015,6,34
53,33,1400,1016,0,5
53,33,1400,1017,9,34
53,33,1400,2000,4,28
53,33,1400,2001,6,34
53,33,1400,2002,6,37
53,33,1400,2003,7,85
53,33,1400,2004,17,99
53,33,1400,2005,12,42
53,33,1400,2006,6,38
53,33,1400,2007,2,48
53,33,1400,2008,6,34
53,33,1400,2009,13,61
53,33,1400,2010,0,1
53,33,1400,2011,5,33
53,33,1400,2012,12,37
53,33,1400,2013,9,43
53,33,1400,2014,14,95
53,33,1400,2015,6,40
53,33,1400,2016,5,31
53,33,1400,2017,13,49
53,33,1400,2018,6,22
53,33,1400,3000,8,70
53,33,1400,3001,9,38
53,33,1400,3002,62,200
53,33,1400,3003,17,37
53,33,1400,3004,22,68
53,33,1400,3005,19,71
53,33,1400,3006,8,39
53,33,1400,3007,8,32
53,33,1400,3008,0,0
53,33,1400,3009,2,42
53,33,1400,3010,35,219
53,33,1400,3011,11,45
53,33,1400,3012,34,95
53,33,1400,3013,16,153
53,33,1400,4000,55,162
53,33,1400,4001,17,93
53,33,1400,4002,40,67
53,33,1400,4003,9,31
53,33,1400,4004,0,0
53,33,1400,4005,14,76
53,33,1400,4006,13,38
53,33,1400,4007,12,38
53,33,1400,4008,14,40
53,33,1400,4009,2,33
53,33,1400,4010,8,37
53,33,1400,4011,27,73
53,33,1400,4012,30,82
53,33,1400,4013,6,32
53,33,1400,4014,6,37
53,33,1400,4015,13,72
53,33,1400,4016,0,0
53,33,1400,4017,7,29
53,33,1400,4018,0,9
53,33,1400,4019,16,52
53,33,1400,4020,6,49
53,33,1400,4021,0,0
53,33,1500,1000,0,15
53,33,1500,1001,5,43
53,33,1500,1002,4,14
53,33,1500,1003,1,9
53,33,1500,1004,3,8
53,33,1500,1005,3,9
53,33,1500,1006,4,32
53,33,1500,1007,3,28
53,33,1500,1008,18,51
53,33,1500,1009,22,41
53,33,1500,1010,0,0
53,33,1500,1011,18,59
53,33,1500,1012,4,34
53,33,1500,1013,3,26
53,33,1500,1014,25,71
53,33,1500,1015,18,80
53,33,1500,1016,51,204
53,33,1500,1017,4,16
53,33,1500,1018,9,34
53,33,1500,1019,5,24
53,33,1500,1020,11,73
53,33,1500,1021,10,35
53,33,1500,1022,17,61
53,33,1500,2000,20,67
53,33,1500,2001,0,0
53,33,1500,2002,24,88
53,33,1500,2003,2,16
53,33,1500,2004,9,49
53,33,1500,2005,4,13
53,33,1500,2006,15,51
53,33,1500,2007,70,307
53,33,1500,2008,19,47
53,33,1500,2009,12,59
53,33,1500,2010,15,114
53,33,1500,2011,6,20
53,33,1500,2012,7,63
53,33,1500,2013,6,28
53,33,1500,2014,5,21
53,33,1500,2015,15,61
53,33,1500,2016,5,11
53,33,1500,2017,0,0
53,33,1500,2018,0,0
53,33,1600,1000,3,3
53,33,1600,1001,0,0
53,33,1600,1002,0,0
53,33,1600,1003,76,240
53,33,1600,1004,11,35
53,33,1600,1005,0,0
53,33,1600,1006,7,36
53,33,1600,1007,0,0
53,33,1600,1008,16,39
53,33,1600,1009,11,25
53,33,1600,1010,23,81
53,33,1600,1011,8,14
53,33,1600,1012,6,16
53,33,1600,1013,34,103
53,33,1600,1014,12,25
53,33,1600,1015,33,75
53,33,1600,1016,21,68
53,33,1600,1017,22,107
53,33,1600,1018,4,16
53,33,1600,1019,25,110
53,33,1600,1020,8,25
53,33,1600,1021,9,24
53,33,1600,2000,6,28
53,33,1600,2001,14,36
53,33,1600,2002,9,48
53,33,1600,2003,11,28
53,33,1600,2004,4,24
53,33,1600,2005,4,18
53,33,1600,2006,32,153
53,33,1600,2007,12,37
53,33,1600,2008,7,10
53,33,1600,2009,15,65
53,33,1600,2010,1,29
53,33,1600,2011,5,34
53,33,1600,2012,7,30
53,33,1600,2013,9,27
53,33,1600,2014,7,23
53,33,1600,2015,2,38
53,33,1600,2016,14,41
53,33,1600,2017,20,56
53,33,1600,2018,9,30
53,33,1600,2019,4,15
53,33,1600,2020,15,51
53,33,1600,2021,28,83
53,33,1600,2022,3,12
53,33,1600,2023,17,59
53,33,1600,2024,30,60
53,33,1600,3000,7,43
53,33,1600,3001,17,40
53,33,1600,3002,8,109
53,33,1600,3003,0,0
53,33,1600,3004,6,39
53,33,1600,3005,0,0
53,33,1600,3006,68,295
53,33,1600,3007,0,0
53,33,1600,3008,0,0
53,33,1600,3009,61,216
53,33,1600,3010,7,50
53,33,1600,3011,2,23
53,33,1600,3012,5,56
53,33,1600,3013,14,44
53,33,1600,3014,14,50
53,33,1600,3015,0,1
53,33,1600,3016,13,55
53,33,1600,3017,11,76
53,33,1600,3018,16,68
53,33,1701,1000,61,157
53,33,1701,1001,9,26
53,33,1701,1002,18,198
53,33,1701,1003,6,51
53,33,1701,1004,5,119
53,33,1701,1005,15,117
53,33,1701,1006,7,26
53,33,1701,1007,7,26
53,33,1701,1008,11,55
53,33,1701,1009,8,55
53,33,1701,1010,11,46
53,33,1701,1011,6,37
53,33,1701,1012,6,43
53,33,1701,1013,15,47
53,33,1701,1014,1,21
53,33,1701,1015,0,61
53,33,1701,1016,14,192
53,33,1701,1017,46,74
53,33,1701,2000,8,40
