state,county,tract,block group,Age1,Age2
53,33,25102,3010,5,8
53,33,25102,3011,18,55
53,33,25102,3012,2,9
53,33,25102,3013,23,61
53,33,25102,3014,18,21
53,33,25102,3015,11,56
53,33,25102,3016,19,41
53,33,25102,3017,8,22
53,33,25102,3018,19,37
53,33,25102,3019,30,76
53,33,25102,3020,0,0
53,33,25102,3021,16,34
53,33,25102,3022,2,21
53,33,25102,3023,5,25
53,33,25102,3024,17,26
53,33,25102,3025,64,110
53,33,25102,3026,0,0
53,33,25102,3027,27,65
53,33,25102,3028,26,44
53,33,25102,3029,27,46
53,33,25102,3030,11,19
53,33,25102,3031,35,50
53,33,25102,3032,22,45
53,33,25102,3033,0,0
53,33,25102,3034,3,9
53,33,25102,3035,13,32
53,33,25102,3036,19,45
53,33,25102,3037,17,42
53,33,25102,3038,16,40
53,33,25102,3039,16,52
53,33,25102,4000,27,66
53,33,25102,4001,4,25
53,33,25102,4002,7,12
53,33,25102,4003,8,27
53,33,25102,4004,66,142
53,33,25102,4005,11,29
53,33,25102,4006,5,29
53,33,25102,4007,25,73
53,33,25102,4008,10,40
53,33,25102,4009,3,15
53,33,25102,4010,5,24
53,33,25102,4011,7,16
53,33,25102,4012,24,124
53,33,25102,4013,58,191
53,33,25102,4014,2,38
53,33,25102,4015,2,16
53,33,25102,4016,50,210
53,33,25102,4017,0,0
53,33,25102,4018,8,15
53,33,25102,4019,0,0
53,33,25102,4020,0,0
53,33,25102,4021,4,21
53,33,25102,4022,8,4
53,33,25102,4023,15,40
53,33,25200,1000,0,0
53,33,25200,1001,0,0
53,33,25200,1002,52,214
53,33,25200,1003,6,16
53,33,25200,1004,71,166
53,33,25200,1005,88,267
53,33,25200,1006,10,19
53,33,25200,1007,3,20
53,33,25200,1008,56,171
53,33,25200,1009,15,17
53,33,25200,1010,5,30
53,33,25200,1011,12,26
53,33,25200,1012,0,0
53,33,25200,2000,0,0
53,33,25200,2001,0,0
53,33,25200,2002,0,0
53,33,25200,2003,21,64
53,33,25200,2004,5,40
53,33,25200,2005,94,239
53,33,25200,2006,0,0
53,33,25200,2007,90,243
53,33,25200,2008,36,107
53,33,25200,2009,5,24
53,33,25200,2010,27,126
53,33,25200,2011,12,36
53,33,25200,2012,5,27
53,33,25200,2013,0,0
53,33,25200,2014,0,0
53,33,25200,2015,0,0
53,33,25200,2016,0,0
53,33,25200,2017,136,569
53,33,25200,2018,0,0
53,33,25200,2019,65,224
53,33,25200,2020,32,99
53,33,25200,3000,35,116
53,33,25200,3001,11,25
53,33,25200,3002,4,13
53,33,25200,3003,55,136
53,33,25200,3004,8,21
53,33,25200,3005,21,28
53,33,25200,3006,90,214
53,33,25200,3007,23,63
53,33,25200,3008,35,84
53,33,25200,3009,0,0
53,33,25200,3010,73,187
53,33,25200,3011,14,78
53,33,25200,3012,23,31
53,33,25200,3013,3,16
53,33,25200,4000,9,35
53,33,25200,4001,68,196
53,33,25200,4002,57,338
53,33,25200,4003,0,10
53,33,25200,4004,1,3
53,33,25200,4005,0,0
53,33,25200,4006,0,0
53,33,25200,4007,58,207
53,33,25200,4008,0,33
53,33,25200,4009,59,186
53,33,25200,4010,20,40
53,33,25200,4011,7,26
53,33,25200,4012,6,30
53,33,25200,4013,10,32
53,33,25200,4014,1,7
53,33,25200,4015,9,20
53,33,25200,4016,9,15
53,33,25200,4017,8,23
53,33,25200,4018,6,8
53,33,25200,4019,0,36
53,33,25200,4020,0,0
53,33,25200,5000,5,23
53,33,25200,5001,0,0
53,33,25200,5002,0,4
53,33,25200,5003,7,18
53,33,25200,5004,0,0
53,33,25200,5005,0,0
53,33,25200,5006,0,0
53,33,25200,5007,0,0
53,33,25200,5008,0,0
53,33,25200,5009,38,159
53,33,25200,5010,4,44
53,33,25200,5011,0,0
53,33,25200,5012,4,8
53,33,25200,5013,6,37
53,33,25200,5014,0,0
53,33,25200,5015,0,2
53,33,25200,5016,0,4
53,33,25200,5017,6,19
53,33,25200,5018,2,22
53,33,25200,5019,16,67
53,33,25200,5020,0,0
53,33,25200,5021,0,0
53,33,25200,5022,0,0
53,33,25200,5023,13,24
53,33,25200,5024,9,13
53,33,25200,5025,29,76
53,33,25200,5026,6,38
53,33,25200,5027,3,29
53,33,25200,5028,11,18
53,33,25200,5029,0,0
53,33,25200,5030,26,57
53,33,25200,5031,1,17
53,33,25200,5032,12,28
53,33,25200,5033,7,21
53,33,25200,5034,20,43
53,33,25200,5035,11,14
53,33,25200,5036,26,44
53,33,25200,5037,0,0
53,33,25200,5038,5,21
53,33,25200,5039,0,10
53,33,25200,5040,21,80
53,33,25200,5041,17,54
53,33,25301,1000,4,34
53,33,25301,1001,0,0
53,33,25301,1002,20,76
53,33,25301,1003,0,5
53,33,25301,1004,2,6
53,33,25301,1005,0,0
53,33,25301,1006,0,0
53,33,25301,1007,9,42
53,33,25301,1008,0,0
53,33,25301,1009,0,0
53,33,25301,1010,0,0
53,33,25301,1011,0,0
53,33,25301,1012,0,0
53,33,25301,1013,0,0
53,33,25301,1014,0,0
53,33,25301,1015,0,0
53,33,25301,1016,2,2
53,33,25301,1017,8,49
53,33,25301,1018,0,0
53,33,25301,1019,160,945
53,33,25301,1020,27,113
53,33,25301,1021,10,28
53,33,25301,1022,5,18
53,33,25301,1023,0,12
53,33,25301,1024,22,76
53,33,25301,1025,0,0
53,33,25301,2000,0,0
53,33,25301,2001,0,0
53,33,25301,2002,5,57
53,33,25301,2003,0,0
53,33,25301,2004,0,0
53,33,25301,2005,0,0
53,33,25301,2006,2,3
53,33,25301,2007,4,4
53,33,25301,2008,0,0
53,33,25301,2009,2,12
53,33,25301,2010,0,0
53,33,25301,2011,5,59
53,33,25301,2012,10,15
53,33,25301,2013,46,132
53,33,25301,2014,22,70
53,33,25301,2015,5,20
53,33,25301,2016,9,30
53,33,25301,2017,6,64
53,33,25301,2018,2,56
53,33,25301,2019,8,51
53,33,25301,2020,16,66
53,33,25301,2021,24,72
53,33,25301,2022,17,60
53,33,25301,2023,4,58
53,33,25301,2024,20,71
53,33,25301,2025,4,30
53,33,25301,2026,7,41
53,33,25301,2027,10,66
53,33,25301,2028,17,52
53,33,25301,2029,0,0
53,33,25301,2030,9,29
53,33,25301,2031,22,78
53,33,25301,2032,15,66
53,33,25301,2033,1,22
53,33,25301,3000,0,0
53,33,25301,3001,0,0
53,33,25301,3002,0,0
53,33,25301,3003,0,0
53,33,25301,3004,0,0
53,33,25301,3005,0,0
53,33,25301,3006,0,0
53,33,25301,3007,0,0
53,33,25301,3008,0,0
53,33,25301,3009,0,0
53,33,25301,3010,0,0
53,33,25301,3011,0,0
53,33,25301,3012,0,0
53,33,25301,3013,0,0
53,33,25301,3014,0,0
53,33,25301,3015,19,360
53,33,25301,3016,0,0
53,33,25301,3017,0,0
53,33,25301,3018,0,0
53,33,25301,3019,0,0
53,33,25301,3020,0,0
53,33,25301,3021,0,0
53,33,25301,3022,0,0
53,33,25301,3023,0,0
53,33,25301,3024,0,0
53,33,25301,3025,0,0
53,33,25301,3026,0,0
53,33,25301,3027,0,0
53,33,25301,3028,10,24
53,33,25301,3029,4,21
53,33,25301,3030,0,0
53,33,25301,3031,0,0
53,33,25301,3032,0,0
53,33,25301,3033,0,0
53,33,25301,3034,0,0
53,33,25301,3035,7,22
53,33,25301,3036,7,27
53,33,25301,3037,8,27
53,33,25301,3038,14,37
53,33,25301,3039,8,28
53,33,25301,3040,20,42
53,33,25301,3041,0,0
53,33,25301,3042,0,4
53,33,25301,3043,0,0
53,33,25301,3044,2,10
53,33,25301,3045,9,13
53,33,25301,3046,9,19
53,33,25301,3047,6,29
53,33,25301,3048,9,27
53,33,25301,3049,12,36
53,33,25301,3050,3,22
53,33,25301,3051,7,35
53,33,25301,3052,7,19
53,33,25301,3053,6,30
53,33,25301,3054,16,42
53,33,25301,3055,11,28
53,33,25301,3056,9,27
53,33,25301,3057,8,39
53,33,25301,3058,12,42
53,33,25301,3059,1,22
53,33,25301,3060,11,37
53,33,25301,3061,9,26
53,33,25301,3062,3,29
53,33,25301,3063,0,16
53,33,25301,3064,8,25
53,33,25301,3065,0,6
53,33,25301,3066,0,6
53,33,25301,3067,4,23
53,33,25301,3068,2,7
53,33,25301,3069,0,2
53,33,25301,3070,0,4
53,33,25301,3071,0,0
53,33,25301,3072,0,0
53,33,25301,3073,2,7
53,33,25301,3074,1,5
53,33,25301,3075,0,4
53,33,25301,3076,0,0
53,33,25301,3077,0,0
53,33,25301,3078,0,0
53,33,25301,3079,0,0
53,33,25301,3080,6,44
53,33,25301,3081,0,0
53,33,25301,3082,9,150
53,33,25301,3083,0,0
53,33,25301,3084,0,0
53,33,25301,3085,0,0
53,33,25301,3086,0,0
53,33,25301,3087,0,0
53,33,25301,3088,0,0
53,33,25301,3089,0,0
53,33,25301,3090,0,0
53,33,25301,3091,0,24
53,33,25301,3092,0,0
53,33,25301,3093,0,0
53,33,25301,3094,0,0
53,33,25301,3095,0,0
53,33,25301,3096,0,0
53,33,25301,3097,0,0
53,33,25302,1000,0,0
53,33,25302,1001,0,0
53,33,25302,1002,0,0
53,33,25302,1003,2,64
53,33,25302,1004,18,369
53,33,25302,1005,1,4
53,33,25302,1006,0,0
53,33,25302,1007,0,0
53,33,25302,1008,6,19
53,33,25302,1009,6,24
53,33,25302,1010,2,25
53,33,25302,1011,18,43
53,33,25302,1012,7,32
53,33,25302,1013,4,34
53,33,25302,1014,9,32
53,33,25302,1015,4,38
53,33,25302,1016,4,25
53,33,25302,1017,5,30
53,33,25302,1018,7,34
53,33,25302,1019,5,16
53,33,25302,1020,7,22
53,33,25302,1021,1,10
53,33,25302,1022,1,11
53,33,25302,1023,4,21
53,33,25302,1024,0,0
53,33,25302,1025,0,0
53,33,25302,1026,16,258
53,33,25302,1027,0,0
53,33,25302,1028,6,27
53,33,25302,1029,0,0
53,33,25302,1030,0,0
53,33,25302,1031,6,67
53,33,25302,1032,4,20
53,33,25302,1033,0,165
53,33,25302,1034,5,88
53,33,25302,1035,0,0
53,33,25302,1036,0,15
53,33,25302,1037,0,0
53,33,25302,1038,0,0
53,33,25302,1039,0,0
53,33,25302,1040,0,0
53,33,25302,1041,6,45
53,33,25302,1042,0,28
53,33,25302,1043,2,18
53,33,25302,2000,0,0
53,33,25302,2001,0,0
53,33,25302,2002,0,0
53,33,25302,2003,23,197
53,33,25302,2004,12,243
53,33,25302,2005,0,0
53,33,25302,2006,0,1
53,33,25302,2007,0,0
53,33,25302,2008,0,0
53,33,25302,2009,0,0
53,33,25302,2010,17,42
53,33,25302,2011,5,25
53,33,25302,2012,0,0
53,33,25302,2013,0,0
53,33,25302,2014,0,0
53,33,25302,2015,3,14
53,33,25302,2016,7,29
53,33,25302,2017,0,0
53,33,25302,2018,0,41
53,33,25302,2019,0,0
53,33,25302,2020,0,0
53,33,25302,2021,6,111
53,33,25302,2022,0,0
53,33,25302,2023,0,0
53,33,25302,2024,0,0
53,33,25302,2025,0,0
53,33,25302,2026,0,0
53,33,25302,2027,6,7
53,33,25302,2028,0,0
53,33,25302,2029,0,2
53,33,25302,2030,0,0
53,33,25302,2031,0,0
53,33,25302,2032,50,220
53,33,25302,2033,0,0
53,33,25302,2034,0,0
53,33,25302,2035,0,0
53,33,25302,2036,3,12
53,33,25302,2037,1,32
53,33,25302,2038,3,58
53,33,25302,2039,0,5
53,33,25302,2040,0,0
53,33,25302,2041,0,0
53,33,25302,2042,8,43
53,33,25302,2043,1,6
53,33,25302,2044,0,0
53,33,25302,2045,0,0
53,33,25302,2046,0,0
53,33,25302,2047,27,133
53,33,25302,3000,0,0
53,33,25302,3001,0,0
53,33,25302,3002,0,0
53,33,25302,3003,0,83
53,33,25302,3004,0,6
53,33,25302,3005,0,0
53,33,25302,3006,0,0
53,33,25302,3007,0,0
53,33,25302,3008,3,22
53,33,25302,3009,0,0
53,33,25302,3010,0,0
53,33,25302,3011,26,48
53,33,25302,3012,8,27
53,33,25302,3013,41,97
53,33,25302,3014,4,16
53,33,25302,3015,0,0
53,33,25302,3016,3,31
53,33,25302,3017,2,17
53,33,25302,3018,7,30
53,33,25302,3019,0,1
53,33,25302,3020,25,105
53,33,25302,3021,0,0
53,33,25302,3022,11,22
53,33,25302,3023,0,0
53,33,25302,3024,10,25
53,33,25302,3025,11,39
53,33,25302,3026,6,36
53,33,25302,3027,6,30
53,33,25302,3028,4,20
53,33,25302,3029,5,14
53,33,25302,3030,5,25
53,33,25302,3031,15,26
53,33,25302,3032,0,3
53,33,25302,3033,0,0
53,33,25302,3034,1,29
53,33,25302,3035,13,37
53,33,25302,3036,19,29
53,33,25302,3037,3,38
53,33,25302,3038,2,20
53,33,25302,3039,4,22
53,33,25302,3040,9,19
53,33,25302,3041,0,1
53,33,25302,3042,0,0
53,33,25302,3043,0,0
53,33,25302,3044,0,0
53,33,25302,3045,1,23
53,33,25302,3046,0,0
53,33,25302,3047,0,0
53,33,25302,3048,0,0
53,33,25302,3049,0,0
53,33,25302,3050,0,0
53,33,25302,3051,0,0
53,33,25302,3052,0,0
53,33,25302,3053,0,0
53,33,25302,3054,0,0
53,33,25400,1000,16,97
53,33,25400,1001,0,0
53,33,25400,1002,0,0
53,33,25400,1003,25,68
53,33,25400,1004,12,56
53,33,25400,1005,21,112
53,33,25400,1006,32,46
53,33,25400,1007,0,0
53,33,25400,1008,0,0
53,33,25400,1009,2,62
53,33,25400,1010,1,39
53,33,25400,1011,2,30
53,33,25400,1012,26,84
53,33,25400,1013,34,79
53,33,25400,1014,16,56
53,33,25400,1015,6,21
53,33,25400,1016,24,34
53,33,25400,1017,7,13
53,33,25400,1018,36,113
53,33,25400,1019,17,33
53,33,25400,1020,0,0
53,33,25400,1021,0,0
53,33,25400,1022,5,30
53,33,25400,1023,0,0
53,33,25400,1024,0,0
53,33,25400,1025,13,39
53,33,25400,2000,0,0
53,33,25400,2001,12,103
53,33,25400,2002,8,28
53,33,25400,2003,117,228
53,33,25400,2004,24,48
53,33,25400,2005,21,48
53,33,25400,2006,31,79
53,33,25400,2007,0,0
53,33,25400,2008,0,12
53,33,25400,2009,8,46
53,33,25400,2010,20,127
53,33,25400,2011,48,145
53,33,25400,2012,25,33
53,33,25400,2013,0,0
53,33,25400,2014,0,0
53,33,25400,2015,52,186
53,33,25400,2016,14,47
53,33,25400,2017,13,27
53,33,25400,2018,21,67
53,33,25400,2019,9,17
53,33,25400,3000,10,44
53,33,25400,3001,11,35
53,33,25400,3002,39,145
53,33,25400,3003,0,2
53,33,25400,3004,44,106
53,33,25400,3005,12,17
53,33,25400,3006,30,120
53,33,25400,3007,3,16
53,33,25400,3008,0,0
53,33,25400,3009,28,77
53,33,25400,3010,76,192
53,33,25400,3011,0,0
53,33,25400,3012,0,0
53,33,25400,3013,9,60
53,33,25400,3014,10,62
53,33,25400,3015,12,40
53,33,25400,3016,210,933
53,33,25400,3017,0,0
53,33,25400,3018,0,0
53,33,25400,3019,52,228
53,33,25400,3020,9,26
53,33,25400,3021,20,47
53,33,25400,3022,0,0
53,33,25400,3023,0,0
53,33,25400,3024,0,0
53,33,25400,4000,58,191
53,33,25400,4001,16,44
53,33,25400,4002,16,39
53,33,25400,4003,9,51
53,33,25400,4004,8,24
53,33,25400,4005,14,33
53,33,25400,4006,9,44
53,33,25400,4007,15,24
53,33,25400,4008,17,51
53,33,25400,4009,18,45
53,33,25400,4010,11,33
53,33,25400,4011,8,31
53,33,25400,4012,7,19
53,33,25400,4013,10,53
53,33,25400,4014,5,23
53,33,25400,4015,12,27
53,33,25400,4016,19,61
53,33,25400,4017,11,33
53,33,25400,4018,26,68
53,33,25500,1000,11,40
53,33,25500,1001,15,34
53,33,25500,1002,5,20
53,33,25500,1003,210,673
53,33,25500,1004,14,53
53,33,25500,1005,127,476
53,33,25500,1006,3,24
53,33,25500,1007,0,0
53,33,25500,1008,2,15
53,33,25500,1009,12,31
53,33,25500,1010,16,34
53,33,25500,1011,2,14
53,33,25500,1012,0,0
53,33,25500,2000,60,117
53,33,25500,2001,25,163
53,33,25500,2002,8,31
53,33,25500,2003,21,58
53,33,25500,2004,45,83
53,33,25500,2005,8,22
53,33,25500,2006,6,17
53,33,25500,2007,33,111
53,33,25500,2008,5,33
53,33,25500,2009,20,65
53,33,25500,2010,9,28
53,33,25500,2011,2,26
53,33,25500,2012,48,121
53,33,25500,2013,3,12
53,33,25500,2014,36,131
53,33,25500,2015,4,20
53,33,25500,2016,6,27
53,33,25500,3000,11,63
53,33,25500,3001,30,66
53,33,25500,3002,0,0
53,33,25500,3003,3,34
53,33,25500,3004,9,62
53,33,25500,3005,26,72
53,33,25500,3006,15,45
53,33,25500,3007,15,70
53,33,25500,3008,11,30
53,33,25500,3009,18,37
53,33,25500,3010,18,94
53,33,25500,3011,16,40
53,33,25500,3012,15,59
53,33,25500,3013,19,50
53,33,25500,3014,11,39
53,33,25500,3015,32,70
53,33,25500,3016,13,31
53,33,25500,3017,34,98
53,33,25500,3018,26,88
53,33,25500,3019,14,47
53,33,25500,3020,9,42
53,33,25500,3021,9,43
53,33,25500,3022,9,23
53,33,25601,1000,0,1
53,33,25601,1001,97,236
53,33,25601,1002,9,53
53,33,25601,1003,15,24
53,33,25601,1004,0,0
53,33,25601,1005,9,34
53,33,25601,1006,0,0
53,33,25601,1007,13,66
53,33,25601,1008,10,39
53,33,25601,1009,27,53
53,33,25601,1010,9,30
53,33,25601,1011,53,121
53,33,25601,1012,17,52
53,33,25601,1013,7,53
53,33,25601,1014,9,30
53,33,25601,1015,18,48
53,33,25601,2000,88,372
53,33,25601,2001,2,15
53,33,25601,2002,0,0
53,33,25601,2003,0,0
53,33,25601,2004,66,265
53,33,25601,2005,90,642
53,33,25601,3000,0,17
53,33,25601,3001,0,0
53,33,25601,3002,68,165
53,33,25601,3003,16,34
53,33,25601,3004,23,59
53,33,25601,3005,0,0
53,33,25601,3006,12,38
53,33,25601,3007,24,57
53,33,25601,3008,0,0
53,33,25601,3009,0,0
53,33,25601,3010,0,1
53,33,25601,3011,138,431
53,33,25601,3012,9,29
53,33,25601,3013,0,0
53,33,25601,3014,16,35
53,33,25601,3015,6,22
53,33,25601,3016,13,23
53,33,25601,3017,16,23
53,33,25601,3018,15,38
53,33,25601,3019,7,11
53,33,25601,3020,3,23
53,33,25601,3021,14,30
53,33,25601,3022,33,56
53,33,25601,3023,21,31
53,33,25601,3024,3,30
53,33,25601,3025,0,0
53,33,25601,3026,10,23
53,33,25601,3027,30,79
53,33,25601,3028,24,49
53,33,25601,3029,0,0
53,33,25601,3030,0,0
53,33,25601,3031,0,0
53,33,25601,3032,38,76
53,33,25601,3033,18,64
53,33,25601,3034,38,82
53,33,25601,3035,8,21
53,33,25601,3036,0,0
53,33,25601,3037,11,16
53,33,25601,3038,15,66
53,33,25602,1000,14,38
53,33,25602,1001,0,0
53,33,25602,1002,35,56
53,33,25602,1003,7,24
53,33,25602,1004,30,60
53,33,25602,1005,18,44
53,33,25602,1006,10,16
53,33,25602,1007,16,37
53,33,25602,1008,21,82
53,33,25602,1009,0,3
53,33,25602,1010,2,6
53,33,25602,1011,20,44
53,33,25602,1012,8,10
53,33,25602,1013,15,39
53,33,25602,1014,42,138
53,33,25602,1015,3,23
53,33,25602,1016,8,20
53,33,25602,1017,0,0
53,33,25602,1018,5,12
53,33,25602,1019,7,11
53,33,25602,1020,21,92
53,33,25602,1021,34,218
53,33,25602,1022,3,20
53,33,25602,1023,9,16
53,33,25602,1024,6,12
53,33,25602,1025,3,23
53,33,25602,1026,0,1
53,33,25602,1027,1,24
53,33,25602,1028,18,56
53,33,25602,1029,23,71
53,33,25602,1030,0,0
53,33,25602,1031,10,46
53,33,25602,1032,9,55
53,33,25602,1033,6,27
53,33,25602,1034,2,16
53,33,25602,1035,0,2
53,33,25602,1036,0,0
53,33,25602,1037,0,0
53,33,25602,2000,3,22
53,33,25602,2001,94,320
53,33,25602,2002,7,17
53,33,25602,2003,0,5
53,33,25602,2004,16,37
53,33,25602,2005,6,44
53,33,25602,2006,23,83
53,33,25602,2007,18,45
53,33,25602,2008,26,50
53,33,25602,2009,11,51
53,33,25602,2010,16,87
53,33,25602,2011,11,32
53,33,25602,2012,20,78
53,33,25602,2013,1,4
53,33,25602,2014,0,2
53,33,25602,2015,0,0
53,33,25602,2016,0,0
53,33,25602,2017,0,0
53,33,25602,2018,0,0
53,33,25602,2019,0,0
53,33,25602,2020,0,0
53,33,25602,2021,0,0
53,33,25602,2022,0,0
53,33,25602,2023,3,2
53,33,25602,3000,5,17
53,33,25602,3001,71,127
53,33,25602,3002,79,134
53,33,25602,3003,0,0
53,33,25602,3004,0,0
53,33,25602,3005,19,28
53,33,25602,3006,16,44
53,33,25602,3007,6,24
53,33,25602,3008,26,48
53,33,25602,3009,9,17
53,33,25602,3010,23,50
53,33,25602,3011,11,37
53,33,25602,3012,4,6
53,33,25602,3013,54,116
53,33,25602,3014,27,68
53,33,25602,3015,84,148
53,33,25602,3016,8,38
53,33,25602,3017,24,63
53,33,25602,3018,6,17
53,33,25602,3019,2,12
53,33,25602,3020,18,55
53,33,25602,3021,22,73
53,33,25602,3022,32,53
53,33,25602,3023,24,30
53,33,25602,3024,47,81
53,33,25602,3025,26,58
53,33,25602,3026,0,9
53,33,25602,3027,3,12
53,33,25602,3028,8,51
53,33,25602,3029,9,49
53,33,25602,3030,23,126
53,33,25602,3031,13,71
53,33,25602,3032,7,47
53,33,25602,3033,14,34
53,33,25602,3034,0,0
53,33,25602,3035,0,0
53,33,25602,3036,10,20
53,33,25602,3037,19,80
53,33,25701,1000,0,0
53,33,25701,1001,1,136
53,33,25701,1002,3,95
53,33,25701,1003,0,0
53,33,25701,1004,0,0
53,33,25701,1005,0,0
53,33,25701,1006,0,0
53,33,25701,1007,0,0
53,33,25701,1008,0,0
53,33,25701,1009,0,0
53,33,25701,1010,0,0
53,33,25701,1011,0,0
53,33,25701,1012,0,0
53,33,25701,1013,0,1
53,33,25701,1014,0,0
53,33,25701,1015,23,124
53,33,25701,1016,0,2
53,33,25701,1017,0,0
53,33,25701,1018,0,0
53,33,25701,1019,0,0
53,33,25701,1020,0,0
53,33,25701,1021,0,0
53,33,25701,1022,0,0
53,33,25701,1023,30,126
53,33,25701,1024,25,89
53,33,25701,1025,0,0
53,33,25701,1026,0,0
53,33,25701,1027,19,33
53,33,25701,1028,9,24
53,33,25701,1029,19,38
53,33,25701,1030,18,162
53,33,25701,1031,10,34
53,33,25701,2000,15,52
53,33,25701,2001,0,4
53,33,25701,2002,0,0
53,33,25701,2003,0,0
53,33,25701,2004,14,57
53,33,25701,2005,4,12
53,33,25701,2006,7,82
53,33,25701,2007,4,20
53,33,25701,2008,5,44
53,33,25701,2009,5,23
53,33,25701,2010,0,1
53,33,25701,2011,8,35
53,33,25701,2012,13,47
53,33,25701,2013,2,13
53,33,25701,2014,5,21
53,33,25701,2015,0,6
53,33,25701,2016,4,12
53,33,25701,2017,1,17
53,33,25701,2018,2,4
53,33,25701,2019,0,0
53,33,25701,2020,0,0
53,33,25701,2021,0,0
53,33,25701,2022,6,76
53,33,25701,2023,19,119
53,33,25701,2024,0,0
53,33,25701,2025,0,0
53,33,25701,2026,23,106
53,33,25701,2027,0,0
53,33,25701,2028,31,92
53,33,25701,2029,27,90
53,33,25701,3000,0,0
53,33,25701,3001,376,791
53,33,25701,4000,13,65
53,33,25701,4001,48,244
53,33,25701,4002,1,7
53,33,25701,4003,10,22
53,33,25701,4004,85,342
53,33,25701,4005,0,0
53,33,25701,4006,0,0
53,33,25701,4007,0,0
53,33,25701,5000,0,0
53,33,25701,5001,0,0
53,33,25701,5002,6,31
53,33,25701,5003,65,166
53,33,25701,5004,0,0
53,33,25701,5005,48,184
53,33,25701,5006,27,131
53,33,25701,5007,0,0
53,33,25701,5008,46,275
53,33,25701,5009,0,0
53,33,25701,5010,0,0
53,33,25701,5011,7,187
53,33,25701,5012,17,72
53,33,25701,5013,25,105
53,33,25702,1000,16,89
53,33,25702,1001,0,7
53,33,25702,1002,8,59
53,33,25702,1003,4,27
53,33,25702,1004,5,27
53,33,25702,1005,14,39
53,33,25702,1006,16,32
53,33,25702,1007,3,43
53,33,25702,1008,2,13
53,33,25702,1009,2,24
53,33,25702,1010,8,35
53,33,25702,1011,4,4
53,33,25702,1012,4,27
53,33,25702,1013,0,0
53,33,25702,1014,0,0
53,33,25702,1015,10,24
53,33,25702,1016,0,0
53,33,25702,1017,0,0
53,33,25702,1018,0,0
53,33,25702,1019,92,332
53,33,25702,1020,0,0
53,33,25702,1021,43,128
53,33,25702,1022,0,0
53,33,25702,1023,18,54
53,33,25702,1024,0,0
53,33,25702,1025,0,0
53,33,25702,1026,1,3
53,33,25702,1027,2,25
53,33,25702,1028,2,25
53,33,25702,2000,7,45
53,33,25702,2001,6,6
53,33,25702,2002,40,154
53,33,25702,2003,0,0
53,33,25702,2004,0,0
53,33,25702,2005,0,0
53,33,25702,2006,0,0
53,33,25702,2007,31,139
53,33,25702,2008,7,19
53,33,25702,2009,0,0
53,33,25702,2010,20,50
53,33,25702,2011,12,48
53,33,25702,2012,10,62
53,33,25702,2013,28,121
53,33,25702,2014,0,0
53,33,25702,2015,0,0
53,33,25702,2016,0,0
53,33,25702,2017,4,19
53,33,25702,2018,0,0
53,33,25702,2019,20,47
53,33,25702,2020,15,50
53,33,25702,2021,0,0
53,33,25702,2022,0,0
53,33,25702,2023,0,0
53,33,25702,2024,0,0
53,33,25702,3000,0,0
53,33,25702,3001,14,35
53,33,25702,3002,66,248
53,33,25702,3003,0,0
53,33,25702,3004,47,92
53,33,25702,3005,8,33
53,33,25702,3006,8,46
53,33,25702,3007,17,49
53,33,25702,3008,0,0
53,33,25702,3009,0,0
53,33,25702,3010,13,33
53,33,25702,3011,6,19
53,33,25702,3012,26,58
53,33,25702,3013,37,100
53,33,25702,3014,29,82
53,33,25702,3015,13,30
53,33,25702,3016,9,42
53,33,25702,3017,0,0
53,33,25702,3018,0,0
53,33,25702,3019,19,68
53,33,25803,1000,4,29
53,33,25803,1001,18,66
53,33,25803,1002,23,106
53,33,25803,1003,33,101
53,33,25803,1004,13,45
53,33,25803,1005,15,58
53,33,25803,1006,27,72
53,33,25803,1007,14,57
53,33,25803,1008,16,53
53,33,25803,1009,30,54
53,33,25803,1010,33,75
53,33,25803,1011,16,31
53,33,25803,1012,14,55
53,33,25803,1013,18,72
53,33,25803,1014,21,72
53,33,25803,1015,25,68
53,33,25803,1016,8,22
53,33,25803,1017,31,77
53,33,25803,1018,10,26
53,33,25803,2000,21,72
53,33,25803,2001,8,33
53,33,25803,2002,14,55
53,33,25803,2003,43,105
53,33,25803,2004,31,56
53,33,25803,2005,7,23
53,33,25803,2006,35,75
53,33,25803,2007,8,34
53,33,25803,2008,0,0
53,33,25803,2009,0,0
53,33,25803,2010,0,0
53,33,25803,2011,99,147
53,33,25803,2012,8,41
53,33,25803,2013,31,196
53,33,25803,2014,99,178
53,33,25803,2015,2,30
53,33,25803,2016,0,0
53,33,25803,2017,0,8
53,33,25803,3000,324,482
53,33,25803,3001,4,23
53,33,25803,3002,142,300
53,33,25803,3003,79,200
53,33,25803,3004,0,0
53,33,25803,3005,0,0
53,33,25803,3006,0,0
53,33,25803,3007,24,115
53,33,25803,3008,0,1
53,33,25804,1000,12,35
53,33,25804,1001,14,16
53,33,25804,1002,24,83
53,33,25804,1003,16,28
53,33,25804,1004,1,4
53,33,25804,1005,19,62
53,33,25804,1006,13,20
53,33,25804,1007,12,39
53,33,25804,1008,22,56
53,33,25804,1009,11,51
53,33,25804,1010,8,42
53,33,25804,1011,6,18
53,33,25804,1012,9,26
53,33,25804,1013,18,33
53,33,25804,1014,31,70
53,33,25804,1015,45,103
53,33,25804,1016,3,7
53,33,25804,1017,39,108
