county,tract,bg,state,pumano,stateabb,countyname
int,int,int,int,int,text,text
33,31800,3069,53,2009,WA,King
33,32006,1005,53,2009,WA,King
33,32006,2047,53,2009,WA,King
33,32005,2009,53,2009,WA,King
33,31706,4002,53,2009,WA,King
33,31706,4004,53,2009,WA,King
33,32002,2015,53,2009,WA,King
33,32002,1031,53,2009,WA,King
33,31703,1014,53,2006,WA,King
33,31705,3010,53,2009,WA,King
33,30100,4003,53,2007,WA,King
33,30201,3017,53,2007,WA,King
33,30700,3002,53,2008,WA,King
33,30310,4004,53,2007,WA,King
33,31000,1029,53,2008,WA,King
33,29902,3016,53,2008,WA,King
33,30902,2012,53,2008,WA,King
33,30501,1013,53,2008,WA,King
33,30003,2006,53,2007,WA,King
33,30005,2019,53,2007,WA,King
33,30202,3007,53,2007,WA,King
33,30313,1005,53,2007,WA,King
33,30006,2007,53,2007,WA,King
33,30006,2006,53,2007,WA,King
33,30313,2002,53,2007,WA,King
33,30313,1016,53,2007,WA,King
33,30902,1010,53,2008,WA,King
33,30003,4000,53,2007,WA,King
33,30404,1002,53,2008,WA,King
33,30902,1017,53,2008,WA,King
33,30801,1043,53,2008,WA,King
33,30401,3032,53,2008,WA,King
33,32318,1018,53,2003,WA,King
33,24902,1018,53,1900,WA,King
33,24901,3010,53,1900,WA,King
33,32317,2000,53,2003,WA,King
33,24903,1006,53,1900,WA,King
33,24701,1031,53,1900,WA,King
33,25500,2008,53,2004,WA,King
33,21700,3002,53,1003,WA,King
33,32323,3002,53,2002,WA,King
33,32320,2018,53,2001,WA,King
33,32317,2009,53,2003,WA,King
33,25005,1023,53,2003,WA,King
33,32307,4002,53,2009,WA,King
33,24100,1001,53,2002,WA,King
33,24200,2008,53,2002,WA,King
33,24200,2015,53,2002,WA,King
33,21802,1008,53,2001,WA,King
33,22400,2022,53,2002,WA,King
33,22006,2004,53,2002,WA,King
33,22400,6022,53,2002,WA,King
33,22400,6021,53,2002,WA,King
33,22803,3006,53,2002,WA,King
33,24200,2031,53,2002,WA,King
33,24200,2030,53,2002,WA,King
33,24200,1000,53,2002,WA,King
33,21906,2008,53,2001,WA,King
33,32320,2001,53,2001,WA,King
33,32315,3030,53,2009,WA,King
33,32316,1004,53,2003,WA,King
33,24902,2004,53,1900,WA,King
33,24901,1006,53,1900,WA,King
33,23404,1000,53,2003,WA,King
33,31907,4003,53,2004,WA,King
33,26002,4012,53,2004,WA,King
33,25701,5006,53,2004,WA,King
33,25601,1015,53,2004,WA,King
33,23801,2020,53,1900,WA,King
33,23500,1007,53,1900,WA,King
33,23500,2013,53,1900,WA,King
33,24601,1012,53,2003,WA,King
33,22606,2011,53,2002,WA,King
33,22606,1007,53,2002,WA,King
33,32309,1002,53,2002,WA,King
33,32309,1062,53,2002,WA,King
33,32309,1022,53,2002,WA,King
33,23803,2006,53,1900,WA,King
33,24000,4013,53,1900,WA,King
33,22400,5027,53,2002,WA,King
33,22400,6065,53,2002,WA,King
33,32317,5016,53,2003,WA,King
33,23604,2021,53,1900,WA,King
33,24901,3013,53,1900,WA,King
33,24800,2039,53,2003,WA,King
33,25302,1012,53,2004,WA,King
33,25301,3036,53,2004,WA,King
33,25302,1017,53,2004,WA,King
33,25301,3054,53,2004,WA,King
33,25602,3029,53,2004,WA,King
33,31908,3002,53,2004,WA,King
33,25602,1027,53,2004,WA,King
33,31907,2007,53,2004,WA,King
33,31903,2027,53,2004,WA,King
33,31908,1014,53,2004,WA,King
33,31908,1006,53,2004,WA,King
33,31907,2002,53,2004,WA,King
33,31907,4015,53,2004,WA,King
33,23700,3041,53,1900,WA,King
33,22802,3010,53,2002,WA,King
33,32319,3010,53,2001,WA,King
33,23000,4005,53,1900,WA,King
33,23603,3006,53,1900,WA,King
33,23900,3052,53,1900,WA,King
33,22201,4014,53,2002,WA,King
33,23404,2020,53,2003,WA,King
33,23000,2005,53,1900,WA,King
33,32316,4000,53,2003,WA,King
33,25602,1012,53,2004,WA,King
33,32327,1017,53,2009,WA,King
33,32329,2007,53,2009,WA,King
33,25006,2019,53,2003,WA,King
33,25006,3005,53,2003,WA,King
33,24902,2010,53,2003,WA,King
33,23604,2017,53,1900,WA,King
33,31400,1056,53,2008,WA,King
33,31202,4007,53,2008,WA,King
33,31202,4006,53,2008,WA,King
33,31502,1194,53,2009,WA,King
33,31601,1001,53,2008,WA,King
33,31603,2009,53,2008,WA,King
33,31202,4016,53,2008,WA,King
33,31501,3019,53,2009,WA,King
33,31302,2008,53,2008,WA,King
33,31400,4018,53,2008,WA,King
33,31301,1040,53,2008,WA,King
33,31202,5041,53,2008,WA,King
33,31502,1148,53,2009,WA,King
33,31502,1155,53,2009,WA,King
33,31204,1021,53,2008,WA,King
33,31603,3060,53,2008,WA,King
33,31202,5007,53,2008,WA,King
33,31202,2012,53,2008,WA,King
33,31202,5011,53,2008,WA,King
33,31502,2036,53,2009,WA,King
33,32203,4005,53,2003,WA,King
33,32203,4015,53,2003,WA,King
33,27600,2009,53,2005,WA,King
33,27900,6001,53,2005,WA,King
33,28000,3011,53,2005,WA,King
33,29601,4009,53,2006,WA,King
33,29602,3009,53,2008,WA,King
33,28600,1004,53,2005,WA,King
33,9701,3017,53,1805,WA,King
33,3200,6037,53,1801,WA,King
33,5302,3054,53,1802,WA,King
33,3300,3010,53,1801,WA,King
33,1500,1010,53,1801,WA,King
33,4700,2042,53,1801,WA,King
33,600,4019,53,1801,WA,King
33,4200,3025,53,1802,WA,King
33,28801,3003,53,2005,WA,King
33,11002,1016,53,1805,WA,King
33,3000,1008,53,1801,WA,King
33,5802,3061,53,1803,WA,King
33,10600,4007,53,1805,WA,King
33,1702,3004,53,1801,WA,King
33,5802,2022,53,1803,WA,King
33,7900,5006,53,1804,WA,King
33,8100,3009,53,1803,WA,King
33,10500,5016,53,1805,WA,King
33,10600,6005,53,1805,WA,King
33,10500,4006,53,1805,WA,King
33,10600,4015,53,1805,WA,King
33,10600,4009,53,1805,WA,King
33,10600,3018,53,1805,WA,King
33,11600,1006,53,1805,WA,King
33,11800,1020,53,1804,WA,King
33,11800,5009,53,1804,WA,King
33,11800,6007,53,1804,WA,King
33,11800,5008,53,1804,WA,King
33,20100,3000,53,2001,WA,King
33,4100,1006,53,1802,WA,King
33,4100,1014,53,1802,WA,King
33,4100,1004,53,1802,WA,King
33,4100,1009,53,1802,WA,King
33,4100,2032,53,1802,WA,King
33,10200,2029,53,1804,WA,King
33,11102,1004,53,1804,WA,King
33,26001,2019,53,2004,WA,King
33,26001,5008,53,2004,WA,King
33,26001,5013,53,2004,WA,King
33,26100,3003,53,2004,WA,King
33,26100,4010,53,2004,WA,King
33,26100,5008,53,2004,WA,King
33,26200,1166,53,2005,WA,King
33,27300,2008,53,2005,WA,King
33,28200,1012,53,2005,WA,King
33,28200,1007,53,2005,WA,King
33,28200,1020,53,2005,WA,King
33,28403,2005,53,2005,WA,King
33,29801,2007,53,2006,WA,King
33,29801,3009,53,2006,WA,King
33,5801,3014,53,1803,WA,King
33,5801,2011,53,1803,WA,King
33,5802,1011,53,1803,WA,King
33,5802,3011,53,1803,WA,King
33,5801,1007,53,1803,WA,King
33,5802,3004,53,1803,WA,King
33,5802,3027,53,1803,WA,King
33,5600,5028,53,1803,WA,King
33,5600,5032,53,1803,WA,King
33,5600,5033,53,1803,WA,King
33,29700,4022,53,2008,WA,King
33,3200,4015,53,1801,WA,King
33,21500,1010,53,2001,WA,King
33,2500,2005,53,1802,WA,King
33,29003,2003,53,2007,WA,King
33,20200,2001,53,2001,WA,King
33,20200,1008,53,2001,WA,King
33,26700,2006,53,2005,WA,King
33,21400,2016,53,2001,WA,King
33,4301,3001,53,1802,WA,King
33,4800,3005,53,1801,WA,King
33,4800,3006,53,1801,WA,King
33,4800,3033,53,1801,WA,King
33,4800,2017,53,1801,WA,King
33,4800,2020,53,1801,WA,King
33,4800,3052,53,1801,WA,King
33,100,5003,53,1802,WA,King
33,700,1009,53,1802,WA,King
33,700,1010,53,1802,WA,King
33,700,1008,53,1802,WA,King
33,21500,3026,53,2001,WA,King
33,4900,5000,53,1801,WA,King
33,5000,1030,53,1801,WA,King
33,5000,1028,53,1801,WA,King
33,4900,2002,53,1801,WA,King
33,5900,4017,53,1803,WA,King
33,5900,4013,53,1803,WA,King
33,5900,4021,53,1803,WA,King
33,5900,4004,53,1803,WA,King
33,5900,4005,53,1803,WA,King
33,5900,4006,53,1803,WA,King
33,6700,3010,53,1803,WA,King
33,7000,3001,53,1803,WA,King
33,6700,4004,53,1803,WA,King
33,6700,4016,53,1803,WA,King
33,6700,4017,53,1803,WA,King
33,6700,4014,53,1803,WA,King
33,6700,3003,53,1803,WA,King
33,7200,1015,53,1803,WA,King
33,8001,1003,53,1803,WA,King
33,8001,4005,53,1803,WA,King
33,8001,1000,53,1803,WA,King
33,6700,2031,53,1803,WA,King
33,7200,1014,53,1803,WA,King
33,7600,2005,53,1804,WA,King
33,7600,1002,53,1804,WA,King
33,6400,3018,53,1804,WA,King
33,7900,5002,53,1804,WA,King
33,7900,4005,53,1804,WA,King
33,6200,3015,53,1804,WA,King
33,6200,1058,53,1804,WA,King
33,6200,1061,53,1804,WA,King
33,6200,3018,53,1804,WA,King
33,6400,1019,53,1804,WA,King
33,6400,1020,53,1804,WA,King
33,7900,1000,53,1804,WA,King
33,3600,3018,53,1801,WA,King
33,3600,3015,53,1801,WA,King
33,4600,2011,53,1801,WA,King
33,4600,2017,53,1801,WA,King
33,4600,2014,53,1801,WA,King
33,4600,3008,53,1801,WA,King
33,2700,1010,53,1801,WA,King
33,3600,2013,53,1801,WA,King
33,3600,2012,53,1801,WA,King
33,2700,1015,53,1801,WA,King
33,2600,4005,53,1801,WA,King
33,3600,2009,53,1801,WA,King
33,2700,1023,53,1801,WA,King
33,28802,2047,53,2005,WA,King
33,8100,1046,53,1803,WA,King
33,5302,3020,53,1802,WA,King
33,29307,3011,53,2006,WA,King
33,28402,4020,53,2005,WA,King
33,4700,2050,53,1801,WA,King
33,8100,2016,53,1803,WA,King
33,9500,1020,53,1804,WA,King
33,28300,1002,53,2005,WA,King
33,29503,4003,53,2006,WA,King
33,10701,2000,53,1805,WA,King
33,29700,5014,53,2006,WA,King
33,26200,2006,53,2005,WA,King
33,29307,1001,53,2004,WA,King
33,10200,1012,53,1804,WA,King
33,10701,1007,53,1805,WA,King
33,9100,1001,53,1803,WA,King
33,6500,3014,53,1803,WA,King
33,3300,2000,53,1801,WA,King
33,2200,1019,53,1802,WA,King
33,29503,5006,53,2006,WA,King
33,402,1006,53,1801,WA,King
33,28200,1009,53,2005,WA,King
33,26600,2004,53,1805,WA,King
33,32800,1021,53,2009,WA,King
33,32800,3253,53,2009,WA,King
33,32702,1001,53,2009,WA,King
33,32704,2011,53,2009,WA,King
33,32704,2078,53,2009,WA,King
33,32704,4035,53,2009,WA,King
33,32704,4008,53,2009,WA,King
33,32704,4016,53,2009,WA,King
33,32704,2042,53,2009,WA,King
33,32704,3035,53,2009,WA,King
33,32704,1038,53,2009,WA,King
33,32704,2024,53,2009,WA,King
33,32800,3079,53,2009,WA,King
33,32401,1007,53,2009,WA,King
33,32800,3375,53,2009,WA,King
33,32702,5244,53,2009,WA,King
33,32702,5040,53,2009,WA,King
33,32702,5251,53,2009,WA,King
33,32702,2046,53,2009,WA,King
33,32702,1024,53,2009,WA,King
33,32401,2009,53,2009,WA,King
33,32800,1092,53,2009,WA,King
33,32702,2074,53,2009,WA,King
33,32500,1040,53,2009,WA,King
33,32704,2070,53,2009,WA,King
33,32602,2015,53,2009,WA,King
33,32800,3154,53,2009,WA,King
33,32800,3103,53,2009,WA,King
33,32800,3265,53,2009,WA,King
33,32800,2142,53,2009,WA,King
33,32800,2005,53,2009,WA,King
33,32002,1036,53,2009,WA,King
33,31706,2000,53,2006,WA,King
33,32006,2038,53,2009,WA,King
33,32003,2000,53,2009,WA,King
33,32005,1043,53,2009,WA,King
33,32003,1029,53,2009,WA,King
33,31800,3064,53,2009,WA,King
33,31800,3051,53,2009,WA,King
33,32005,1014,53,2009,WA,King
33,31704,3019,53,2006,WA,King
33,32003,4013,53,2009,WA,King
33,32003,4098,53,2009,WA,King
33,31705,3017,53,2009,WA,King
33,31703,2011,53,2006,WA,King
33,30305,2009,53,2007,WA,King
33,30311,1002,53,2007,WA,King
33,30003,4016,53,2007,WA,King
33,30003,4015,53,2007,WA,King
33,30100,5005,53,2007,WA,King
33,30100,6007,53,2007,WA,King
33,30100,5009,53,2007,WA,King
33,30201,2000,53,2007,WA,King
33,30201,1016,53,2007,WA,King
33,30311,3012,53,2007,WA,King
33,30201,1011,53,2007,WA,King
33,30201,3016,53,2007,WA,King
33,30201,3010,53,2007,WA,King
33,30308,3002,53,2007,WA,King
33,30100,1014,53,2007,WA,King
33,30100,1011,53,2007,WA,King
33,30201,1010,53,2007,WA,King
33,30100,4014,53,2007,WA,King
33,30309,2005,53,2007,WA,King
33,30309,1006,53,2007,WA,King
33,30202,5001,53,2007,WA,King
33,32321,3050,53,2002,WA,King
33,23804,3013,53,1900,WA,King
33,25601,3006,53,2004,WA,King
33,25602,3001,53,2004,WA,King
33,25602,3023,53,2004,WA,King
33,22702,1006,53,2002,WA,King
33,24901,4007,53,1900,WA,King
33,22605,1016,53,2002,WA,King
33,22605,1031,53,2002,WA,King
33,25006,2023,53,2003,WA,King
33,23601,1002,53,1900,WA,King
33,21802,2003,53,2001,WA,King
33,22300,1028,53,2002,WA,King
33,31907,4021,53,2004,WA,King
33,31903,3006,53,2004,WA,King
33,25804,3015,53,2004,WA,King
33,21906,1002,53,2001,WA,King
33,21600,3018,53,2001,WA,King
33,21600,3003,53,2001,WA,King
33,21700,1003,53,2001,WA,King
33,22101,1010,53,2001,WA,King
33,22102,4000,53,2001,WA,King
33,22202,3005,53,2002,WA,King
33,22202,3011,53,2002,WA,King
33,22003,5003,53,2002,WA,King
33,21802,2047,53,2001,WA,King
33,21906,1016,53,2001,WA,King
33,22500,4016,53,2002,WA,King
33,32325,2006,53,2002,WA,King
33,24702,1010,53,2004,WA,King
33,22702,2002,53,2002,WA,King
33,25003,4015,53,2003,WA,King
33,32316,3011,53,2003,WA,King
33,23700,2009,53,1900,WA,King
33,22604,3001,53,2002,WA,King
33,22604,3009,53,2002,WA,King
33,22701,1004,53,2002,WA,King
33,23700,3012,53,1900,WA,King
33,24000,1005,53,1900,WA,King
33,22702,3007,53,2002,WA,King
33,22703,2023,53,2002,WA,King
33,22702,3015,53,2002,WA,King
33,24903,1001,53,1900,WA,King
33,25003,3000,53,1900,WA,King
33,23404,1021,53,2003,WA,King
33,23404,1003,53,2003,WA,King
33,32313,1005,53,2002,WA,King
33,32311,3016,53,2009,WA,King
33,32311,3018,53,2009,WA,King
33,25302,3018,53,2004,WA,King
33,25302,3023,53,2004,WA,King
33,22300,1014,53,2002,WA,King
33,22300,1036,53,2002,WA,King
33,25601,3038,53,2004,WA,King
33,26002,3029,53,2004,WA,King
33,25701,1020,53,2004,WA,King
33,25701,2020,53,2004,WA,King
33,25804,3000,53,2004,WA,King
33,22300,1020,53,2002,WA,King
33,22202,4003,53,2002,WA,King
33,21903,1047,53,2002,WA,King
33,31904,1025,53,2009,WA,King
33,32324,4007,53,2002,WA,King
33,22902,2001,53,2002,WA,King
33,32325,2000,53,2002,WA,King
33,32326,2013,53,2009,WA,King
33,24100,4001,53,2002,WA,King
33,24000,4029,53,1900,WA,King
33,22801,3014,53,1900,WA,King
33,31903,2023,53,2004,WA,King
33,31302,2028,53,2008,WA,King
33,31202,1026,53,2008,WA,King
33,31502,1096,53,2009,WA,King
33,31204,3032,53,2008,WA,King
33,31603,1028,53,2008,WA,King
33,31603,2055,53,2008,WA,King
33,31502,1230,53,2009,WA,King
33,31603,3015,53,2008,WA,King
33,31501,2083,53,2009,WA,King
33,32102,2081,53,2003,WA,King
33,32102,2074,53,2003,WA,King
33,32215,2037,53,2003,WA,King
33,32215,1008,53,2003,WA,King
33,32210,3069,53,2003,WA,King
33,32102,1018,53,2003,WA,King
33,32203,3006,53,1900,WA,King
33,7100,2001,53,1803,WA,King
33,100,1016,53,1802,WA,King
33,900,2014,53,1802,WA,King
33,29102,1018,53,2006,WA,King
33,29802,3001,53,2006,WA,King
33,28600,3007,53,2005,WA,King
33,500,3010,53,1801,WA,King
33,6100,1006,53,1803,WA,King
33,7401,3000,53,1803,WA,King
33,5801,4059,53,1803,WA,King
33,29602,3025,53,2008,WA,King
33,11002,2031,53,1805,WA,King
33,11002,2036,53,1805,WA,King
33,29203,1040,53,2006,WA,King
33,7800,2013,53,1804,WA,King
33,7000,6001,53,1803,WA,King
33,11600,6017,53,1805,WA,King
33,29004,1004,53,2007,WA,King
33,7200,1084,53,1803,WA,King
33,8700,3009,53,1804,WA,King
33,8700,3008,53,1804,WA,King
33,8700,2003,53,1804,WA,King
33,8700,1024,53,1804,WA,King
33,8700,2009,53,1804,WA,King
33,8700,2010,53,1804,WA,King
33,9000,2015,53,1803,WA,King
33,9000,2013,53,1804,WA,King
33,9000,2027,53,1804,WA,King
33,9400,5007,53,1805,WA,King
33,9400,4002,53,1805,WA,King
33,9000,2000,53,1804,WA,King
33,9400,2001,53,1804,WA,King
33,9000,1007,53,1804,WA,King
33,1702,4013,53,1801,WA,King
33,1702,2001,53,1801,WA,King
33,1702,3009,53,1801,WA,King
33,1702,2010,53,1801,WA,King
33,1702,4011,53,1801,WA,King
33,1400,3012,53,1801,WA,King
33,1702,1003,53,1801,WA,King
33,1702,1005,53,1801,WA,King
33,1702,1013,53,1801,WA,King
33,1701,2015,53,1801,WA,King
33,1400,1001,53,1801,WA,King
33,402,3001,53,1801,WA,King
33,1701,3002,53,1801,WA,King
33,1400,2000,53,1801,WA,King
33,1701,3001,53,1801,WA,King
33,1300,2007,53,1801,WA,King
33,1300,2008,53,1801,WA,King
33,1701,3004,53,1801,WA,King
33,29502,1011,53,2006,WA,King
33,29801,5002,53,2006,WA,King
33,27400,1014,53,2005,WA,King
33,29802,3010,53,2006,WA,King
33,28700,4031,53,2005,WA,King
33,29206,1082,53,2006,WA,King
33,21000,2002,53,2001,WA,King
33,28500,1016,53,2005,WA,King
33,1200,5006,53,1802,WA,King
33,4900,3001,53,1801,WA,King
33,29700,3048,53,2006,WA,King
33,10900,2108,53,1805,WA,King
33,29203,1033,53,2006,WA,King
33,29206,1083,53,2006,WA,King
33,9400,2029,53,1805,WA,King
33,28300,3057,53,2005,WA,King
33,5302,3013,53,1802,WA,King
33,29303,5005,53,2004,WA,King
33,600,4022,53,1801,WA,King
33,4302,2007,53,1802,WA,King
33,28402,4038,53,2005,WA,King
33,3600,4005,53,1801,WA,King
33,9300,2074,53,1805,WA,King
33,32401,2038,53,2009,WA,King
33,32602,1050,53,2009,WA,King
33,32401,1040,53,2009,WA,King
33,32602,3004,53,2009,WA,King
33,32401,3053,53,2009,WA,King
33,32401,1011,53,2009,WA,King
33,32401,1023,53,2009,WA,King
33,32602,3009,53,2009,WA,King
33,32601,2102,53,2009,WA,King
33,32500,1029,53,2009,WA,King
33,32800,3160,53,2009,WA,King
33,32800,3162,53,2009,WA,King
33,32800,2140,53,2009,WA,King
33,32602,3031,53,2009,WA,King
33,32800,3306,53,2009,WA,King
33,32800,3181,53,2009,WA,King
33,32800,2145,53,2009,WA,King
33,32704,1005,53,2009,WA,King
33,32702,2012,53,2009,WA,King
33,32704,3054,53,2009,WA,King
33,32704,2057,53,2009,WA,King
33,32800,3276,53,2009,WA,King
33,32800,3267,53,2009,WA,King
33,32401,1096,53,2009,WA,King
33,32702,1038,53,2009,WA,King
33,32703,2026,53,2009,WA,King
33,32704,2017,53,2009,WA,King
33,32704,4011,53,2009,WA,King
33,32500,2091,53,2009,WA,King
33,32800,2135,53,2009,WA,King
33,32500,4079,53,2009,WA,King
33,32800,2087,53,2009,WA,King
33,30201,2001,53,2007,WA,King
33,30314,3001,53,2007,WA,King
33,30100,3000,53,2007,WA,King
33,30503,1003,53,2008,WA,King
33,30503,2021,53,2008,WA,King
33,30503,1010,53,2008,WA,King
33,30600,4007,53,2008,WA,King
33,30504,1000,53,2008,WA,King
33,30504,1004,53,2008,WA,King
33,30504,2009,53,2008,WA,King
33,30600,4020,53,2008,WA,King
33,30802,1008,53,2008,WA,King
33,30902,1020,53,2008,WA,King
33,30401,1004,53,2008,WA,King
33,30306,4004,53,2007,WA,King
33,30310,3026,53,2007,WA,King
33,30401,1025,53,2008,WA,King
33,30305,2003,53,2007,WA,King
33,22001,2023,53,2001,WA,King
33,32317,5012,53,2003,WA,King
33,22803,3008,53,2002,WA,King
33,24902,2019,53,1900,WA,King
33,24200,2053,53,2002,WA,King
33,24200,2048,53,1900,WA,King
33,24601,1016,53,2003,WA,King
33,24602,3018,53,2003,WA,King
33,22606,3025,53,2002,WA,King
33,21700,2015,53,2001,WA,King
33,21700,2020,53,2001,WA,King
33,21802,1011,53,2001,WA,King
33,21802,1021,53,2001,WA,King
33,22803,2004,53,2002,WA,King
33,32325,3006,53,2002,WA,King
33,25102,3011,53,2004,WA,King
33,22005,1018,53,2002,WA,King
33,22202,4009,53,2002,WA,King
33,25702,2003,53,2004,WA,King
33,22001,3005,53,2001,WA,King
33,25006,3014,53,2003,WA,King
33,31903,5006,53,2004,WA,King
33,31903,2019,53,2004,WA,King
33,32309,2016,53,2002,WA,King
33,22606,4000,53,2002,WA,King
33,32326,2026,53,2009,WA,King
33,24100,3002,53,2002,WA,King
33,21905,1015,53,2001,WA,King
33,22400,4010,53,2002,WA,King
33,25301,3031,53,2004,WA,King
33,23700,2007,53,1900,WA,King
33,23700,2018,53,1900,WA,King
33,23700,1013,53,1900,WA,King
33,23601,3028,53,1900,WA,King
33,24300,5006,53,2003,WA,King
33,24300,1033,53,2003,WA,King
33,24300,5012,53,2003,WA,King
33,24300,5025,53,2003,WA,King
33,24300,1040,53,2003,WA,King
33,22801,4009,53,1900,WA,King
33,22001,2031,53,2001,WA,King
33,22803,3019,53,2002,WA,King
33,22702,2009,53,2002,WA,King
33,32326,2044,53,2009,WA,King
33,23401,3019,53,1900,WA,King
33,25701,1007,53,2004,WA,King
33,21905,3013,53,2001,WA,King
33,24200,2016,53,2002,WA,King
33,23401,2026,53,1900,WA,King
33,24800,3004,53,1900,WA,King
33,23900,4008,53,1900,WA,King
33,23700,3022,53,1900,WA,King
33,32329,2005,53,2009,WA,King
33,32329,2020,53,2009,WA,King
33,31907,4010,53,2004,WA,King
33,23601,3006,53,1900,WA,King
33,23601,3014,53,1900,WA,King
33,22101,1000,53,2001,WA,King
33,25301,1000,53,2004,WA,King
33,25500,2013,53,2004,WA,King
33,31501,2025,53,2008,WA,King
33,31202,2008,53,2008,WA,King
33,31501,2019,53,2009,WA,King
33,31501,2073,53,2009,WA,King
33,31502,1095,53,2009,WA,King
33,31502,1019,53,2009,WA,King
33,31603,2056,53,2008,WA,King
33,31302,2022,53,2008,WA,King
33,31603,4003,53,2008,WA,King
33,31205,3016,53,2008,WA,King
33,31601,2008,53,2008,WA,King
33,32203,2003,53,2003,WA,King
33,32210,2070,53,2003,WA,King
33,32208,3028,53,2003,WA,King
33,32104,1009,53,2003,WA,King
33,32210,3010,53,2003,WA,King
33,32212,4000,53,2003,WA,King
33,32103,1020,53,2003,WA,King
33,32214,1005,53,2003,WA,King
33,32214,1009,53,2003,WA,King
33,32207,3005,53,2003,WA,King
33,32102,3008,53,2003,WA,King
33,32210,3001,53,2003,WA,King
33,32210,3034,53,2003,WA,King
33,9900,2001,53,1805,WA,King
33,10401,1004,53,1805,WA,King
33,11700,4008,53,1804,WA,King
33,20700,1001,53,2001,WA,King
33,21100,2001,53,2001,WA,King
33,29403,1009,53,2006,WA,King
33,29004,1032,53,2006,WA,King
33,26400,2001,53,2005,WA,King
33,4200,3003,53,1802,WA,King
33,4100,5007,53,1802,WA,King
33,11001,3018,53,1805,WA,King
33,11001,3015,53,1805,WA,King
33,29304,4004,53,2004,WA,King
33,11700,2028,53,1805,WA,King
33,28901,2011,53,2007,WA,King
33,28902,1008,53,2007,WA,King
33,26400,1040,53,2005,WA,King
33,29203,1030,53,2006,WA,King
33,29304,2007,53,2004,WA,King
33,29403,1020,53,2006,WA,King
33,29503,5003,53,2006,WA,King
33,26200,1086,53,2005,WA,King
33,26001,2010,53,2004,WA,King
33,26001,3004,53,2004,WA,King
33,26001,2011,53,2004,WA,King
33,26001,2013,53,2004,WA,King
33,26700,3004,53,2005,WA,King
33,29601,1006,53,2006,WA,King
33,28600,4005,53,2005,WA,King
33,10600,2013,53,1805,WA,King
33,10500,1012,53,1805,WA,King
33,11600,5001,53,1805,WA,King
33,11600,3012,53,1805,WA,King
33,11600,3003,53,1805,WA,King
33,11600,1013,53,1805,WA,King
33,11600,1011,53,1805,WA,King
33,11600,2011,53,1805,WA,King
33,11600,1012,53,1805,WA,King
33,11600,2013,53,1805,WA,King
33,11600,4013,53,1805,WA,King
33,12000,3002,53,1805,WA,King
33,11900,1024,53,1804,WA,King
33,11600,3008,53,1805,WA,King
33,26001,4019,53,2004,WA,King
33,20300,2001,53,2001,WA,King
33,20900,3001,53,2001,WA,King
33,20900,3000,53,2001,WA,King
33,20900,3024,53,2001,WA,King
33,20900,2002,53,2001,WA,King
33,3500,3024,53,1801,WA,King
33,401,1008,53,1801,WA,King
33,4900,5006,53,1801,WA,King
33,28801,3007,53,2005,WA,King
33,28902,5005,53,2007,WA,King
33,28802,3005,53,2007,WA,King
33,28801,1018,53,2005,WA,King
33,28402,1000,53,2005,WA,King
33,28402,2007,53,2005,WA,King
33,28402,3007,53,2005,WA,King
33,28402,3011,53,2005,WA,King
33,28403,3009,53,2005,WA,King
33,28403,1006,53,2005,WA,King
33,28300,2008,53,2005,WA,King
33,29802,2007,53,2006,WA,King
33,29802,1008,53,2006,WA,King
33,5900,3005,53,1803,WA,King
33,5900,3003,53,1803,WA,King
33,5900,3007,53,1803,WA,King
33,6000,4004,53,1803,WA,King
33,6000,4005,53,1803,WA,King
33,4301,1008,53,1802,WA,King
33,4200,5019,53,1802,WA,King
33,800,1012,53,1802,WA,King
33,900,1007,53,1802,WA,King
33,2200,1010,53,1802,WA,King
33,2200,2001,53,1802,WA,King
33,2200,2006,53,1802,WA,King
33,2200,4017,53,1802,WA,King
33,2200,3009,53,1802,WA,King
33,900,1017,53,1802,WA,King
33,900,1018,53,1802,WA,King
33,11300,2013,53,1805,WA,King
33,11300,2015,53,1805,WA,King
33,7700,4006,53,1804,WA,King
33,7700,3003,53,1804,WA,King
33,8800,2016,53,1804,WA,King
33,8800,3000,53,1804,WA,King
33,9000,1006,53,1804,WA,King
33,8900,4004,53,1804,WA,King
33,8900,2005,53,1804,WA,King
33,8900,2026,53,1804,WA,King
33,9500,2003,53,1804,WA,King
33,8900,2027,53,1804,WA,King
33,9500,1023,53,1804,WA,King
33,9400,1006,53,1805,WA,King
33,9400,4007,53,1805,WA,King
33,9400,4008,53,1805,WA,King
33,9900,1006,53,1805,WA,King
33,9900,1010,53,1805,WA,King
33,9900,1016,53,1805,WA,King
33,9900,1018,53,1805,WA,King
33,9900,3005,53,1805,WA,King
33,9900,4036,53,1805,WA,King
33,9900,2019,53,1805,WA,King
33,9900,3000,53,1805,WA,King
33,9900,4091,53,1805,WA,King
33,9900,4093,53,1805,WA,King
33,10702,1004,53,1805,WA,King
33,10702,1001,53,1805,WA,King
33,10701,1015,53,1805,WA,King
33,10702,3001,53,1805,WA,King
33,7200,1023,53,1803,WA,King
33,3600,2011,53,1801,WA,King
33,3600,1013,53,1801,WA,King
33,2000,1022,53,1802,WA,King
33,2600,1008,53,1802,WA,King
33,2100,3009,53,1802,WA,King
33,2500,1006,53,1802,WA,King
33,2500,1011,53,1802,WA,King
33,2600,2006,53,1802,WA,King
