state,PUMANO,HHID,serialno,PNUM,AgeGrp
53,1001,24855,24855,4,2
53,1001,24855,24855,5,2
53,1001,24855,24855,6,2
53,1001,24855,24855,7,2
53,1001,330793,330793,1,2
53,1001,330793,330793,2,2
53,1001,330793,330793,3,1
53,1001,330793,330793,4,1
53,1001,409975,409975,1,2
53,1001,220560,220560,1,2
53,1001,220560,220560,2,2
53,1001,584187,584187,1,2
53,1001,180779,180779,1,2
53,1001,180779,180779,2,1
53,1001,180779,180779,3,2
53,1001,333305,333305,1,2
53,1001,333305,333305,2,2
53,1001,333305,333305,3,2
53,1001,112320,112320,1,2
53,1001,127866,127866,1,2
53,1001,127866,127866,2,1
53,1001,127866,127866,3,2
53,1001,127866,127866,4,1
53,1001,127866,127866,5,1
53,1001,127866,127866,6,2
53,1001,127866,127866,7,2
53,1001,328888,328888,1,2
53,1001,328888,328888,2,2
53,1001,451878,451878,1,2
53,1001,179783,179783,1,2
53,1001,179783,179783,2,2
53,1001,581369,581369,1,2
53,1001,581369,581369,2,2
53,1001,581369,581369,3,1
53,1001,581369,581369,4,1
53,1001,407838,407838,1,2
53,1001,407838,407838,2,2
53,1001,407838,407838,3,1
53,1001,407838,407838,4,1
53,1001,555561,555561,1,2
53,1001,555561,555561,2,1
53,1001,172856,172856,1,2
53,1001,172856,172856,2,2
53,1001,172856,172856,3,1
53,1001,495077,495077,1,2
53,1001,495077,495077,2,2
53,1001,495077,495077,3,2
53,1001,495077,495077,4,1
53,1001,495077,495077,5,1
53,1001,495077,495077,6,1
53,1001,379588,379588,1,2
53,1001,452649,452649,1,2
53,1001,171964,171964,1,2
53,1001,509202,509202,1,2
53,1001,16786,16786,1,2
53,1001,16786,16786,2,2
53,1001,584852,584852,1,2
53,1001,584852,584852,2,1
53,1001,584852,584852,3,1
53,1001,540118,540118,1,2
53,1001,540118,540118,2,2
53,1001,540118,540118,3,1
53,1001,540118,540118,4,1
53,1001,16836,16836,1,2
53,1001,16836,16836,2,2
53,1001,284347,284347,1,2
53,1001,47880,47880,1,2
53,1001,80570,80570,1,2
53,1001,80570,80570,2,2
53,1001,484284,484284,1,2
53,1001,484284,484284,2,2
53,1001,484284,484284,3,1
53,1001,563361,563361,1,2
53,1001,563361,563361,2,2
53,1001,563361,563361,3,1
53,1001,563361,563361,4,1
53,1001,88636,88636,1,2
53,1001,88636,88636,2,2
53,1001,88636,88636,3,1
53,1001,114444,114444,1,2
53,1001,114444,114444,2,2
53,1001,114444,114444,3,1
53,1001,114444,114444,4,1
53,1001,564170,564170,1,2
53,1001,555280,555280,1,2
53,1001,555280,555280,2,2
53,1001,554263,554263,1,2
53,1001,554263,554263,2,2
53,1001,554263,554263,3,1
53,1001,554263,554263,4,1
53,1001,552366,552366,1,2
53,1001,552366,552366,2,1
53,1001,552366,552366,3,1
53,1001,552366,552366,4,1
53,1001,323164,323164,1,2
53,1001,323164,323164,2,2
53,1001,542509,542509,1,2
53,1001,542509,542509,2,2
53,1001,319241,319241,1,2
53,1001,319241,319241,2,2
53,1001,319241,319241,3,2
53,1001,319241,319241,4,1
53,1001,57811,57811,1,2
53,1001,57811,57811,2,2
53,1001,212651,212651,1,2
53,1001,212651,212651,2,2
53,1001,212651,212651,3,2
53,1001,64705,64705,1,2
53,1001,532248,532248,1,2
53,1001,532248,532248,2,2
53,1001,532248,532248,3,1
53,1001,532248,532248,4,1
53,1001,532248,532248,5,1
53,1001,532248,532248,6,1
53,1001,532248,532248,7,2
53,1001,187088,187088,1,2
53,1001,316408,316408,1,2
53,1001,316408,316408,2,2
53,1001,316408,316408,3,1
53,1001,316408,316408,4,1
53,1001,289511,289511,1,2
53,1001,470363,470363,1,2
53,1001,129921,129921,1,2
53,1001,129921,129921,2,2
53,1001,320297,320297,1,2
53,1001,401424,401424,1,2
53,1001,401424,401424,2,2
53,1001,401424,401424,3,1
53,1001,401424,401424,4,1
53,1001,133265,133265,1,2
53,1001,14978,14978,1,2
53,1001,14978,14978,2,2
53,1001,128039,128039,1,2
53,1001,128039,128039,2,1
53,1001,128039,128039,3,2
53,1001,128039,128039,4,1
53,1001,273828,273828,1,2
53,1001,273828,273828,2,2
53,1001,409289,409289,1,2
53,1001,168967,168967,1,2
53,1001,206867,206867,1,2
53,1001,206867,206867,2,2
53,1001,206867,206867,3,1
53,1001,176159,176159,1,2
53,1001,176159,176159,2,2
53,1001,331598,331598,1,2
53,1001,199902,199902,1,2
53,1001,265793,265793,1,2
53,1001,265793,265793,2,2
53,1001,491750,491750,1,2
53,1001,491750,491750,2,1
53,1001,491750,491750,3,1
53,1001,485788,485788,1,2
53,1001,185713,185713,1,2
53,1001,197407,197407,1,2
53,1001,197407,197407,2,2
53,1001,197407,197407,3,2
53,1001,197407,197407,4,2
53,1001,197407,197407,5,2
53,1001,44898,44898,1,2
53,1001,133021,133021,1,2
53,1001,133021,133021,2,2
53,1001,133021,133021,3,1
53,1001,5248,5248,1,2
53,1001,5248,5248,2,2
53,1001,5248,5248,3,2
53,1001,5248,5248,4,2
53,1001,207317,207317,1,2
53,1001,207317,207317,2,1
53,1001,207317,207317,3,1
53,1001,175998,175998,1,2
53,1001,175998,175998,2,2
53,1001,416566,416566,1,2
53,1001,416566,416566,2,2
53,1001,331767,331767,1,2
53,1001,331767,331767,2,2
53,1001,331767,331767,3,1
53,1001,331767,331767,4,1
53,1001,91814,91814,1,2
53,1001,91814,91814,2,2
53,1001,91814,91814,3,1
53,1001,91814,91814,4,1
53,1001,91814,91814,5,1
53,1001,91814,91814,6,1
53,1001,91814,91814,7,1
53,1001,91814,91814,8,1
53,1001,91814,91814,9,1
53,1001,91814,91814,10,2
53,1001,416812,416812,1,2
53,1001,416812,416812,2,2
53,1001,403255,403255,1,2
53,1001,403255,403255,2,2
53,1001,403255,403255,3,1
53,1001,107569,107569,1,2
53,1001,107569,107569,2,2
53,1001,473196,473196,1,2
53,1001,309754,309754,1,2
53,1001,309754,309754,2,2
53,1001,309754,309754,3,1
53,1001,365047,365047,1,2
53,1001,602626,602626,1,2
53,1001,602626,602626,2,2
53,1001,602626,602626,3,2
53,1001,235685,235685,1,2
53,1001,235685,235685,2,2
53,1001,235685,235685,3,2
53,1001,364308,364308,1,2
53,1001,73579,73579,1,2
53,1001,365705,365705,1,2
53,1001,529107,529107,1,2
53,1001,305436,305436,1,2
53,1001,305436,305436,2,2
53,1001,305436,305436,3,2
53,1001,305436,305436,4,2
53,1001,308750,308750,1,2
53,1001,308750,308750,2,2
53,1001,308750,308750,3,1
53,1001,308750,308750,4,1
53,1001,308750,308750,5,1
53,1001,73243,73243,1,2
53,1001,73243,73243,2,2
53,1001,38319,38319,1,2
53,1001,38319,38319,2,2
53,1001,153208,153208,1,2
53,1001,239327,239327,1,2
53,1001,239327,239327,2,2
53,1001,102934,102934,1,2
53,1001,441629,441629,1,2
53,1001,146668,146668,1,2
53,1001,146668,146668,2,2
53,1001,146668,146668,3,2
53,1001,146668,146668,4,2
53,1001,146668,146668,5,1
53,1001,230894,230894,1,2
53,1001,230894,230894,2,2
53,1001,366578,366578,1,2
53,1001,227701,227701,1,2
53,1001,227701,227701,2,2
53,1001,227701,227701,3,2
53,1001,519142,519142,1,2
53,1001,519142,519142,2,2
53,1001,519142,519142,3,1
53,1001,569425,569425,1,2
53,1001,569425,569425,2,2
53,1001,569425,569425,3,2
53,1001,572721,572721,1,2
53,1001,572721,572721,2,2
53,1001,572721,572721,3,1
53,1001,572721,572721,4,1
53,1001,572721,572721,5,2
53,1001,572721,572721,6,2
53,1001,243272,243272,1,2
53,1001,56006,56006,1,2
53,1001,455567,455567,1,2
53,1001,119410,119410,1,2
53,1001,119410,119410,2,2
53,1001,119410,119410,3,1
53,1001,252276,252276,1,2
53,1001,297318,297318,1,2
53,1001,297318,297318,2,2
53,1001,297318,297318,3,1
53,1001,297318,297318,4,1
53,1001,297318,297318,5,1
53,1001,228737,228737,1,2
53,1001,228737,228737,2,2
53,1001,228737,228737,3,1
53,1001,228737,228737,4,1
53,1001,519120,519120,1,2
53,1001,346046,346046,1,2
53,1001,508230,508230,1,2
53,1001,508230,508230,2,2
53,1001,508230,508230,3,2
53,1001,97404,97404,1,2
53,1001,97404,97404,2,2
53,1001,97404,97404,3,1
53,1001,35707,35707,1,2
53,1001,35707,35707,2,2
53,1001,35707,35707,3,2
53,1001,242030,242030,1,2
53,1001,365942,365942,1,2
53,1001,365942,365942,2,2
53,1001,365942,365942,3,1
53,1001,365942,365942,4,1
53,1001,117209,117209,1,2
53,1001,117209,117209,2,1
53,1001,457555,457555,1,2
53,1001,361036,361036,1,2
53,1001,361036,361036,2,2
53,1001,361036,361036,3,1
53,1001,361036,361036,4,1
53,1001,257055,257055,1,2
53,1001,7748,7748,1,2
53,1001,7748,7748,2,2
53,1001,7748,7748,3,2
53,1001,570653,570653,1,2
53,1001,570653,570653,2,2
53,1001,570653,570653,3,1
53,1001,574597,574597,1,2
53,1001,434239,434239,1,2
53,1001,460259,460259,1,2
53,1001,460259,460259,2,2
53,1001,460259,460259,3,2
53,1001,602198,602198,1,2
53,1001,602198,602198,2,2
53,1001,343252,343252,1,2
53,1001,236894,236894,1,2
53,1001,298351,298351,1,2
53,1001,298351,298351,2,2
53,1001,298351,298351,3,2
53,1001,298351,298351,4,2
53,1001,298351,298351,5,1
53,1001,298351,298351,6,1
53,1001,298351,298351,7,1
53,1001,298351,298351,8,2
53,1001,298351,298351,9,2
53,1001,357538,357538,1,2
53,1001,357538,357538,2,1
53,1001,357538,357538,3,1
53,1001,357538,357538,4,1
53,1001,357538,357538,5,2
53,1001,548939,548939,1,2
53,1001,548939,548939,2,2
53,1001,548939,548939,3,1
53,1001,548939,548939,4,2
53,1001,235024,235024,1,2
53,1001,235024,235024,2,1
53,1001,235024,235024,3,1
53,1001,433615,433615,1,2
53,1001,433615,433615,2,2
53,1001,433615,433615,3,1
53,1001,433615,433615,4,1
53,1001,433515,433515,1,2
53,1001,433515,433515,2,2
53,1001,546300,546300,1,2
53,1001,358199,358199,1,2
53,1001,358199,358199,2,2
53,1001,358199,358199,3,1
53,1001,358199,358199,4,1
53,1001,358199,358199,5,1
53,1001,358199,358199,6,2
53,1001,358199,358199,7,2
53,1001,306254,306254,1,2
53,1001,306254,306254,2,2
53,1001,306254,306254,3,1
53,1001,606761,606761,1,2
53,1001,436747,436747,1,2
53,1001,436747,436747,2,1
53,1001,436747,436747,3,1
53,1001,95180,95180,1,2
53,1001,95180,95180,2,2
53,1001,342864,342864,1,2
53,1001,72423,72423,1,2
53,1001,147432,147432,1,2
53,1001,147432,147432,2,1
53,1001,147432,147432,3,1
53,1001,468042,468042,1,2
53,1001,468042,468042,2,2
53,1001,546458,546458,1,2
53,1001,546458,546458,2,2
53,1001,546458,546458,3,1
53,1001,546458,546458,4,1
53,1001,435473,435473,1,2
53,1001,435473,435473,2,2
53,1001,591664,591664,1,2
53,1001,528746,528746,1,2
53,1001,528746,528746,2,2
53,1001,528746,528746,3,1
53,1001,148880,148880,1,2
53,1001,458334,458334,1,2
53,1001,458334,458334,2,2
53,1001,458334,458334,3,2
53,1001,458334,458334,4,2
53,1001,458334,458334,5,1
53,1001,39389,39389,1,2
53,1001,39389,39389,2,2
53,1001,39389,39389,3,1
53,1001,510801,510801,1,2
53,1001,510801,510801,2,2
53,1001,510801,510801,3,1
53,1001,99495,99495,1,2
53,1001,99495,99495,2,2
53,1001,99495,99495,3,1
53,1001,99495,99495,4,1
53,1001,361200,361200,1,2
53,1001,361200,361200,2,2
53,1001,361200,361200,3,1
53,1001,361200,361200,4,2
53,1001,148719,148719,1,2
53,1001,148719,148719,2,2
53,1001,148719,148719,3,2
53,1001,148719,148719,4,2
53,1001,148719,148719,5,2
53,1001,148719,148719,6,2
53,1001,67555,67555,1,2
53,1001,238888,238888,1,2
53,1001,238888,238888,2,2
53,1001,238888,238888,3,1
53,1001,601884,601884,1,2
53,1001,610264,610264,1,2
53,1001,505083,505083,1,2
53,1001,505083,505083,2,1
53,1001,505083,505083,3,1
53,1001,455028,455028,1,2
53,1001,438057,438057,1,2
53,1001,438057,438057,2,2
53,1001,547539,547539,1,2
53,1001,547539,547539,2,1
53,1001,547539,547539,3,1
53,1001,547539,547539,4,1
53,1001,547539,547539,5,1
53,1001,547539,547539,6,1
53,1001,547539,547539,7,2
53,1001,3732,3732,1,2
53,1001,3732,3732,2,2
53,1001,3732,3732,3,1
53,1001,3732,3732,4,1
53,1001,369490,369490,1,2
53,1001,369490,369490,2,2
53,1001,482800,482800,1,2
53,1001,482800,482800,2,2
53,1001,482800,482800,3,2
53,1001,482800,482800,4,2
53,1001,482800,482800,5,2
53,1001,482800,482800,6,2
53,1001,246095,246095,1,2
53,1001,246095,246095,2,2
53,1001,454760,454760,1,2
53,1001,454760,454760,2,2
53,1001,454760,454760,3,1
53,1001,454760,454760,4,1
53,1001,440408,440408,1,2
53,1001,440408,440408,2,2
53,1001,440408,440408,3,1
53,1001,440408,440408,4,1
53,1001,123470,123470,1,2
53,1001,123470,123470,2,2
53,1001,461334,461334,1,2
53,1001,461334,461334,2,1
53,1001,461334,461334,3,1
53,1001,368477,368477,1,2
53,1001,368477,368477,2,2
53,1001,68929,68929,1,2
53,1001,68929,68929,2,2
53,1001,68929,68929,3,2
53,1001,68929,68929,4,2
53,1001,68929,68929,5,2
53,1001,68929,68929,6,2
53,1001,68929,68929,7,1
53,1001,302896,302896,1,2
53,1001,302896,302896,2,2
53,1001,347802,347802,1,2
53,1001,438545,438545,1,2
53,1001,438545,438545,2,2
53,1001,349835,349835,1,2
53,1001,490947,490947,1,2
53,1001,247555,247555,1,2
53,1001,53259,53259,1,2
53,1001,53259,53259,2,2
53,1001,483133,483133,1,2
53,1001,247363,247363,1,2
53,1001,247363,247363,2,2
53,1001,247363,247363,3,1
53,1001,526638,526638,1,2
53,1001,526638,526638,2,2
53,1001,526638,526638,3,1
53,1001,526638,526638,4,1
53,1001,94179,94179,1,2
53,1001,94179,94179,2,2
53,1001,94179,94179,3,1
53,1001,227507,227507,1,2
53,1001,227507,227507,2,2
53,1001,2750,2750,1,2
53,1001,517491,517491,1,2
53,1001,571883,571883,1,2
53,1001,260899,260899,1,2
53,1001,260899,260899,2,2
53,1001,260899,260899,3,2
53,1001,251933,251933,1,2
53,1001,1219306,1219306,1,2
53,1001,1219306,1219306,2,2
53,1001,1219306,1219306,3,2
53,1001,1195362,1195362,1,2
53,1001,743215,743215,1,2
53,1001,743215,743215,2,2
53,1001,826489,826489,1,2
53,1001,826489,826489,2,2
53,1001,826489,826489,3,1
53,1001,1167577,1167577,1,2
53,1001,1167577,1167577,2,2
53,1001,1167577,1167577,3,1
53,1001,1218173,1218173,1,2
53,1001,1045287,1045287,1,2
53,1001,1045287,1045287,2,1
53,1001,952910,952910,1,2
53,1001,952910,952910,2,2
53,1001,952910,952910,3,2
53,1001,952910,952910,4,1
53,1001,952910,952910,5,1
53,1001,952910,952910,6,2
53,1001,1043667,1043667,1,2
53,1001,766897,766897,1,2
53,1001,766897,766897,2,2
53,1001,766897,766897,3,2
53,1001,678551,678551,1,2
53,1001,678551,678551,2,2
53,1001,678551,678551,3,1
53,1001,678551,678551,4,1
53,1001,678551,678551,5,1
53,1001,678551,678551,6,2
53,1001,678551,678551,7,2
53,1001,678551,678551,8,2
53,1001,1015735,1015735,1,2
53,1001,952589,952589,1,2
53,1001,1194594,1194594,1,2
53,1001,1194594,1194594,2,2
53,1001,654249,654249,1,2
53,1001,654249,654249,2,2
53,1001,1014298,1014298,1,2
53,1001,1014298,1014298,2,2
53,1001,1014298,1014298,3,1
53,1001,1014298,1014298,4,1
53,1001,862809,862809,1,2
53,1001,862809,862809,2,2
53,1001,1099284,1099284,1,2
53,1001,1099284,1099284,2,2
53,1001,1099284,1099284,3,2
53,1001,925795,925795,1,2
53,1001,925795,925795,2,1
53,1001,925795,925795,3,2
53,1001,925693,925693,1,2
53,1001,925693,925693,2,2
53,1001,826774,826774,1,2
53,1001,763443,763443,1,2
53,1001,763443,763443,2,2
53,1001,1218486,1218486,1,2
53,1001,1218486,1218486,2,2
53,1001,948002,948002,1,2
53,1001,948002,948002,2,2
53,1001,948002,948002,3,1
53,1001,864908,864908,1,2
53,1001,762703,762703,1,2
53,1001,655295,655295,1,2
53,1001,655295,655295,2,2
53,1001,653152,653152,1,2
53,1001,653152,653152,2,2
53,1001,1194323,1194323,1,2
53,1001,1194323,1194323,2,2
53,1001,1194323,1194323,3,2
53,1001,690990,690990,1,2
53,1001,690990,690990,2,1
53,1001,690990,690990,3,1
53,1001,904514,904514,1,2
53,1001,904514,904514,2,2
53,1001,1010958,1010958,1,2
53,1001,1010958,1010958,2,1
53,1001,1010958,1010958,3,1
53,1001,1031909,1031909,1,2
53,1001,1031909,1031909,2,1
53,1001,771514,771514,1,2
53,1001,1104168,1104168,1,2
53,1001,1203131,1203131,1,2
53,1001,1203131,1203131,2,2
53,1001,1224667,1224667,1,2
53,1001,1224667,1224667,2,2
53,1001,1224667,1224667,3,2
53,1001,1224667,1224667,4,2
53,1001,1135520,1135520,1,2
53,1001,1135520,1135520,2,2
53,1001,819570,819570,1,2
53,1001,819570,819570,2,2
53,1001,819570,819570,3,1
53,1001,678150,678150,1,2
53,1001,1223494,1223494,1,2
53,1001,1223494,1223494,2,2
53,1001,1223494,1223494,3,1
53,1001,1105007,1105007,1,2
53,1001,960380,960380,1,2
53,1001,960380,960380,2,2
53,1001,1069215,1069215,1,2
53,1001,1069215,1069215,2,2
53,1001,1069215,1069215,3,2
53,1001,1069215,1069215,4,2
53,1001,1069215,1069215,5,1
53,1001,1069215,1069215,6,2
