state,PUMANO,HHID,serialno,PNUM,AgeGrp
53,1403,625087,625087,4,2
53,1403,991159,991159,1,2
53,1403,991159,991159,2,2
53,1403,640936,640936,1,2
53,1403,640936,640936,2,1
53,1403,640936,640936,3,2
53,1403,972804,972804,1,2
53,1403,972804,972804,2,1
53,1403,972804,972804,3,1
53,1403,1018425,1018425,1,2
53,1403,1219397,1219397,1,2
53,1403,1024219,1024219,1,2
53,1403,1024219,1024219,2,1
53,1403,1234491,1234491,1,2
53,1403,1234491,1234491,2,2
53,1403,1008217,1008217,1,2
53,1403,1008217,1008217,2,2
53,1403,1036516,1036516,1,2
53,1403,624441,624441,1,2
53,1403,624441,624441,2,2
53,1403,1006811,1006811,1,2
53,1403,641009,641009,1,2
53,1403,641009,641009,2,1
53,1403,641009,641009,3,1
53,1403,909148,909148,1,2
53,1403,909148,909148,2,2
53,1403,945326,945326,1,2
53,1403,945326,945326,2,2
53,1403,945326,945326,3,2
53,1403,945813,945813,1,2
53,1403,945813,945813,2,2
53,1403,965624,965624,1,2
53,1403,965624,965624,2,2
53,1403,639652,639652,1,2
53,1403,639652,639652,2,2
53,1403,1005875,1005875,1,2
53,1403,1216655,1216655,1,2
53,1403,1036036,1036036,1,2
53,1403,905995,905995,1,2
53,1403,905995,905995,2,2
53,1403,1028765,1028765,1,2
53,1403,963124,963124,1,2
53,1403,963124,963124,2,2
53,1403,1226129,1226129,1,2
53,1403,1226129,1226129,2,2
53,1403,637853,637853,1,2
53,1403,637853,637853,2,2
53,1403,637853,637853,3,1
53,1403,637853,637853,4,1
53,1403,637853,637853,5,1
53,1403,947640,947640,1,2
53,1403,620142,620142,1,2
53,1403,620142,620142,2,1
53,1403,620142,620142,3,1
53,1403,653740,653740,1,2
53,1403,653740,653740,2,2
53,1403,653740,653740,3,1
53,1403,914455,914455,1,2
53,1403,914455,914455,2,2
53,1403,921588,921588,1,2
53,1403,921588,921588,2,2
53,1403,921588,921588,3,2
53,1403,1241362,1241362,1,2
53,1403,1216873,1216873,1,2
53,1403,1216873,1216873,2,2
53,1403,1019974,1019974,1,2
53,1403,971744,971744,1,2
53,1403,942858,942858,1,2
53,1403,927794,927794,1,2
53,1403,927794,927794,2,1
53,1403,927794,927794,3,1
53,1403,927794,927794,4,2
53,1403,963453,963453,1,2
53,1403,963453,963453,2,2
53,1403,947077,947077,1,2
53,1403,974417,974417,1,2
53,1403,1010227,1010227,1,2
53,1403,1010159,1010159,1,2
53,1403,1010159,1010159,2,1
53,1403,1033004,1033004,1,2
53,1403,1039471,1039471,1,2
53,1403,1039471,1039471,2,2
53,1403,936777,936777,1,2
53,1403,910064,910064,1,2
53,1403,910064,910064,2,2
53,1403,910064,910064,3,1
53,1403,975146,975146,1,2
53,1403,975146,975146,2,2
53,1403,1015994,1015994,1,2
53,1403,1015994,1015994,2,2
53,1403,988192,988192,1,2
53,1403,1226620,1226620,1,2
53,1403,1226620,1226620,2,2
53,1403,1226620,1226620,3,1
53,1403,1226620,1226620,4,1
53,1701,1287949,1287949,1,2
53,1701,1287949,1287949,2,2
53,1701,1277015,1277015,1,2
53,1701,1277015,1277015,2,2
53,1701,1357519,1357519,1,2
53,1701,1357519,1357519,2,2
53,1701,1357519,1357519,3,1
53,1701,1357519,1357519,4,1
53,1701,1357519,1357519,5,1
53,1701,1357519,1357519,6,2
53,1701,1356586,1356586,1,2
53,1701,1380775,1380775,1,2
53,1701,1380775,1380775,2,2
53,1701,1396578,1396578,1,2
53,1701,1253774,1253774,1,2
53,1701,1253774,1253774,2,2
53,1701,1253774,1253774,3,1
53,1701,1245759,1245759,1,2
53,1701,1245759,1245759,2,1
53,1701,1245759,1245759,3,1
53,1701,1355346,1355346,1,2
53,1701,1355346,1355346,2,2
53,1701,1355346,1355346,3,1
53,1701,1328402,1328402,1,2
53,1701,1328402,1328402,2,2
53,1701,1328402,1328402,3,2
53,1701,1328402,1328402,4,2
53,1701,1342350,1342350,1,2
53,1701,1375303,1375303,1,2
53,1701,1375303,1375303,2,2
53,1701,1375294,1375294,1,2
53,1701,1375294,1375294,2,1
53,1701,1328846,1328846,1,2
53,1701,1328846,1328846,2,2
53,1701,1353020,1353020,1,2
53,1701,1353020,1353020,2,2
53,1701,1275747,1275747,1,2
53,1701,1275747,1275747,2,2
53,1701,1275747,1275747,3,2
53,1701,1275747,1275747,4,1
53,1701,1275747,1275747,5,1
53,1701,1405525,1405525,1,2
53,1701,1405525,1405525,2,2
53,1701,1405525,1405525,3,2
53,1701,1302645,1302645,1,2
53,1701,1383595,1383595,1,2
53,1701,1322610,1322610,1,2
53,1701,1322610,1322610,2,2
53,1701,1371109,1371109,1,2
53,1701,1371109,1371109,2,2
53,1701,1267949,1267949,1,2
53,1701,1267949,1267949,2,2
53,1701,1412721,1412721,1,2
53,1701,1412721,1412721,2,2
53,1701,1412721,1412721,3,1
53,1701,1322081,1322081,1,2
53,1701,1322081,1322081,2,2
53,1701,1322081,1322081,3,1
53,1701,1383995,1383995,1,2
53,1701,1383995,1383995,2,2
53,1701,1383995,1383995,3,1
53,1701,1383995,1383995,4,1
53,1701,1249259,1249259,1,2
53,1701,1249259,1249259,2,2
53,1701,1410957,1410957,1,2
53,1701,1410957,1410957,2,2
53,1701,1366893,1366893,1,2
53,1701,1366893,1366893,2,2
53,1701,1366893,1366893,3,1
53,1701,1247254,1247254,1,2
53,1701,1247254,1247254,2,2
53,1701,1365361,1365361,1,2
53,1701,1365361,1365361,2,2
53,1701,1249803,1249803,1,2
53,1701,1249803,1249803,2,2
53,1701,1412091,1412091,1,2
53,1701,1412091,1412091,2,2
53,1701,1412091,1412091,3,1
53,1701,1412091,1412091,4,1
53,1701,1363892,1363892,1,2
53,1701,1284824,1284824,1,2
53,1701,1284824,1284824,2,2
53,1701,1321278,1321278,1,2
53,1701,1325081,1325081,1,2
53,1701,1325081,1325081,2,2
53,1701,1325081,1325081,3,2
53,1701,1325081,1325081,4,1
53,1701,1325081,1325081,5,1
53,1701,1297865,1297865,1,2
53,1701,1297865,1297865,2,2
53,1701,1362988,1362988,1,2
53,1701,1272697,1272697,1,2
53,1701,1272697,1272697,2,2
53,1701,1250936,1250936,1,2
53,1701,1392520,1392520,1,2
53,1701,1392520,1392520,2,2
53,1701,1299510,1299510,1,2
53,1701,1299510,1299510,2,2
53,1701,1299510,1299510,3,2
53,1701,1277661,1277661,1,2
53,1701,1277661,1277661,2,2
53,1701,1360641,1360641,1,2
53,1701,1402203,1402203,1,2
53,1701,1402203,1402203,2,2
53,1701,1281841,1281841,1,2
53,1701,1281841,1281841,2,2
53,1701,1319890,1319890,1,2
53,1701,1293089,1293089,1,2
53,1701,1332255,1332255,1,2
53,1701,1332255,1332255,2,2
53,1701,1332255,1332255,3,2
53,1701,1380193,1380193,1,2
53,1701,1380193,1380193,2,2
53,1701,1380193,1380193,3,2
53,1701,1378698,1378698,1,2
53,1701,1378698,1378698,2,2
53,1701,1258747,1258747,1,2
53,1701,1258747,1258747,2,2
53,1701,1348462,1348462,1,2
53,1701,1244858,1244858,1,2
53,1701,1244858,1244858,2,2
53,1701,1374677,1374677,1,2
53,1701,1374677,1374677,2,2
53,1701,1332242,1332242,1,2
53,1701,1332242,1332242,2,2
53,1701,1332242,1332242,3,1
53,1701,1332242,1332242,4,1
53,1701,1332242,1332242,5,1
53,1701,1244087,1244087,1,2
53,1701,1308545,1308545,1,2
53,1701,1308545,1308545,2,2
53,1701,1308545,1308545,3,2
53,1701,1308545,1308545,4,2
53,1701,1308545,1308545,5,2
53,1701,601770,601770,1,2
53,1701,601770,601770,2,2
53,1701,601770,601770,3,1
53,1701,601770,601770,4,1
53,1701,388554,388554,1,2
53,1701,388554,388554,2,2
53,1701,388554,388554,3,1
53,1701,388554,388554,4,2
53,1701,201104,201104,1,2
53,1701,201104,201104,2,2
53,1701,10905,10905,1,2
53,1701,10905,10905,2,2
53,1701,571246,571246,1,2
53,1701,571246,571246,2,2
53,1701,571246,571246,3,1
53,1701,571246,571246,4,1
53,1701,513762,513762,1,2
53,1701,513762,513762,2,2
53,1701,513762,513762,3,2
53,1701,388649,388649,1,2
53,1701,202439,202439,1,2
53,1701,118250,118250,1,2
53,1701,431374,431374,1,2
53,1701,431374,431374,2,2
53,1701,591681,591681,1,2
53,1701,591681,591681,2,2
53,1701,591681,591681,3,1
53,1701,591681,591681,4,1
53,1701,251562,251562,1,2
53,1701,251562,251562,2,2
53,1701,99363,99363,1,2
53,1701,296872,296872,1,2
53,1701,296872,296872,2,2
53,1701,82497,82497,1,2
53,1701,82497,82497,2,2
53,1701,46666,46666,1,2
53,1701,46666,46666,2,2
53,1701,278252,278252,1,2
53,1701,581533,581533,1,2
53,1701,581533,581533,2,2
53,1701,325096,325096,1,2
53,1701,325096,325096,2,2
53,1701,325096,325096,3,1
53,1701,325096,325096,4,1
53,1701,518514,518514,1,2
53,1701,518514,518514,2,2
53,1701,207439,207439,1,2
53,1701,69147,69147,1,2
53,1701,69147,69147,2,2
53,1701,55034,55034,1,2
53,1701,55034,55034,2,2
53,1701,609202,609202,1,2
53,1701,609202,609202,2,2
53,1701,609202,609202,3,1
53,1701,579439,579439,1,2
53,1701,579439,579439,2,2
53,1701,579439,579439,3,1
53,1701,579439,579439,4,1
53,1701,281292,281292,1,2
53,1701,281292,281292,2,2
53,1701,281292,281292,3,2
53,1701,281292,281292,4,2
53,1701,281292,281292,5,2
53,1701,522084,522084,1,2
53,1701,522084,522084,2,2
53,1701,47254,47254,1,2
53,1701,47254,47254,2,2
53,1701,47254,47254,3,1
53,1701,47254,47254,4,1
53,1701,281567,281567,1,2
53,1701,281567,281567,2,2
53,1701,149081,149081,1,2
53,1701,149081,149081,2,1
53,1701,149081,149081,3,1
53,1701,149081,149081,4,2
53,1701,559960,559960,1,2
53,1701,559960,559960,2,1
53,1701,559960,559960,3,1
53,1701,298623,298623,1,2
53,1701,298623,298623,2,2
53,1701,80371,80371,1,2
53,1701,80371,80371,2,2
53,1701,80371,80371,3,1
53,1701,512262,512262,1,2
53,1701,323646,323646,1,2
53,1701,323646,323646,2,2
53,1701,51938,51938,1,2
53,1701,281740,281740,1,2
53,1701,281740,281740,2,2
53,1701,281740,281740,3,2
53,1701,213162,213162,1,2
53,1701,213162,213162,2,2
53,1701,463350,463350,1,2
53,1701,463350,463350,2,2
53,1701,463350,463350,3,1
53,1701,463350,463350,4,1
53,1701,463350,463350,5,1
53,1701,508933,508933,1,2
53,1701,508933,508933,2,2
53,1701,112755,112755,1,2
53,1701,112755,112755,2,2
53,1701,112755,112755,3,1
53,1701,112755,112755,4,1
53,1701,242368,242368,1,2
53,1701,242368,242368,2,2
53,1701,435358,435358,1,2
53,1701,435358,435358,2,2
53,1701,435358,435358,3,1
53,1701,435358,435358,4,1
53,1701,435358,435358,5,1
53,1701,139982,139982,1,2
53,1701,139982,139982,2,2
53,1701,244267,244267,1,2
53,1701,244267,244267,2,2
53,1701,324373,324373,1,2
53,1701,324373,324373,2,2
53,1701,388218,388218,1,2
53,1701,388218,388218,2,2
53,1701,388218,388218,3,1
53,1701,388218,388218,4,1
53,1701,203573,203573,1,2
53,1701,2389,2389,1,2
53,1701,2389,2389,2,2
53,1701,2389,2389,3,1
53,1701,2389,2389,4,1
53,1701,2389,2389,5,1
53,1701,386852,386852,1,2
53,1701,386852,386852,2,2
53,1701,440775,440775,1,2
53,1701,440775,440775,2,2
53,1701,440775,440775,3,1
53,1701,440775,440775,4,1
53,1701,440775,440775,5,1
53,1701,440775,440775,6,1
53,1701,205588,205588,1,2
53,1701,386197,386197,1,2
53,1701,386197,386197,2,2
53,1701,386197,386197,3,1
53,1701,386197,386197,4,1
53,1701,24989,24989,1,2
53,1701,24989,24989,2,2
53,1701,519405,519405,1,2
53,1701,519405,519405,2,2
53,1701,519405,519405,3,2
53,1701,519405,519405,4,1
53,1701,519405,519405,5,1
53,1701,519405,519405,6,1
53,1701,519405,519405,7,1
53,1701,560234,560234,1,2
53,1701,560234,560234,2,2
53,1701,560234,560234,3,1
53,1701,462065,462065,1,2
53,1701,462065,462065,2,2
53,1701,25008,25008,1,2
53,1701,25008,25008,2,2
53,1701,138512,138512,1,2
53,1701,138512,138512,2,2
53,1701,138512,138512,3,1
53,1701,138512,138512,4,1
53,1701,349639,349639,1,2
53,1701,349639,349639,2,1
53,1701,591993,591993,1,2
53,1701,207222,207222,1,2
53,1701,207222,207222,2,2
53,1701,560372,560372,1,2
53,1701,247786,247786,1,2
53,1701,247786,247786,2,2
53,1701,537111,537111,1,2
53,1701,537111,537111,2,2
53,1701,607545,607545,1,2
53,1701,607545,607545,2,2
53,1701,607545,607545,3,1
53,1701,607545,607545,4,2
53,1701,115410,115410,2,2
53,1701,115410,115410,1,2
53,1701,297553,297553,1,2
53,1701,297553,297553,2,2
53,1701,324261,324261,1,2
53,1701,579602,579602,1,2
53,1701,579602,579602,2,2
53,1701,579602,579602,3,2
53,1701,579602,579602,4,1
53,1701,579602,579602,5,1
53,1701,579602,579602,6,2
53,1701,579602,579602,7,2
53,1701,303169,303169,1,2
53,1701,303169,303169,2,2
53,1701,303169,303169,3,1
53,1701,303169,303169,4,1
53,1701,128023,128023,1,2
53,1701,128023,128023,2,2
53,1701,128023,128023,3,1
53,1701,128023,128023,4,1
53,1701,507847,507847,1,2
53,1701,507847,507847,2,1
53,1701,507847,507847,3,2
53,1701,447780,447780,1,2
53,1701,447780,447780,2,2
53,1701,447780,447780,3,1
53,1701,42817,42817,1,2
53,1701,42817,42817,2,2
53,1701,42817,42817,3,1
53,1701,42817,42817,4,1
53,1701,173225,173225,1,2
53,1701,45156,45156,1,2
53,1701,45156,45156,2,2
53,1701,45156,45156,3,2
53,1701,423847,423847,1,2
53,1701,423847,423847,2,2
53,1701,100749,100749,1,2
53,1701,100749,100749,2,2
53,1701,100749,100749,3,2
53,1701,129350,129350,1,2
53,1701,412680,412680,1,2
53,1701,506046,506046,1,2
53,1701,506046,506046,2,2
53,1701,506046,506046,3,2
53,1701,64533,64533,1,2
53,1701,64533,64533,2,2
53,1701,176667,176667,1,2
53,1701,176667,176667,2,2
53,1701,257306,257306,1,2
53,1701,257306,257306,2,1
53,1701,257306,257306,3,1
53,1701,257306,257306,4,1
53,1701,318522,318522,1,2
53,1701,318522,318522,2,2
53,1701,318522,318522,3,1
53,1701,171478,171478,1,2
53,1701,62173,62173,1,2
53,1701,62173,62173,2,2
53,1701,17593,17593,1,2
53,1701,450333,450333,1,2
53,1701,450333,450333,2,2
53,1701,450333,450333,3,2
53,1701,450333,450333,4,2
53,1701,450333,450333,5,1
53,1701,450333,450333,6,1
53,1701,327364,327364,1,2
53,1701,274549,274549,1,2
53,1701,274549,274549,2,2
53,1701,274549,274549,3,1
53,1701,495866,495866,1,2
53,1701,495866,495866,2,2
53,1701,495866,495866,3,1
53,1701,495866,495866,4,1
53,1701,535215,535215,1,2
53,1701,535215,535215,2,2
53,1701,535215,535215,3,1
53,1701,535215,535215,4,1
53,1701,535215,535215,5,2
53,1701,180349,180349,1,2
53,1701,180349,180349,2,2
53,1701,180349,180349,3,1
53,1701,180349,180349,4,1
53,1701,327264,327264,1,2
53,1701,327264,327264,2,1
53,1701,327264,327264,3,2
53,1701,88792,88792,1,2
53,1701,535521,535521,1,2
53,1701,515731,515731,1,2
53,1701,515731,515731,2,2
53,1701,181513,181513,1,2
53,1701,181513,181513,2,2
53,1701,181513,181513,3,1
53,1701,181513,181513,4,1
53,1701,181513,181513,5,1
53,1701,128894,128894,1,2
53,1701,128894,128894,2,2
53,1701,6329,6329,1,2
53,1701,6329,6329,2,2
53,1701,6329,6329,3,2
53,1701,133152,133152,1,2
53,1701,133152,133152,2,2
53,1701,133152,133152,3,1
53,1701,133152,133152,4,1
53,1701,100048,100048,1,2
53,1701,57931,57931,1,2
53,1701,57931,57931,2,2
53,1701,57931,57931,3,1
53,1701,57931,57931,4,1
53,1701,93015,93015,1,2
53,1701,100094,100094,1,2
53,1701,610796,610796,1,2
53,1701,610796,610796,2,1
53,1701,92663,92663,1,2
53,1701,92663,92663,2,2
53,1701,92663,92663,3,1
53,1701,531470,531470,1,2
53,1701,531470,531470,2,2
53,1701,531470,531470,3,1
53,1701,531470,531470,4,2
53,1701,480494,480494,1,2
53,1701,480494,480494,2,2
53,1701,93110,93110,1,2
53,1701,132222,132222,1,2
53,1701,505845,505845,1,2
53,1701,505845,505845,2,2
53,1701,269991,269991,1,2
53,1701,568262,568262,1,2
53,1701,568262,568262,2,2
53,1701,63799,63799,1,2
53,1701,535886,535886,1,2
53,1701,91691,91691,1,2
53,1701,91691,91691,2,2
53,1701,268299,268299,1,2
53,1701,268299,268299,2,2
53,1701,268299,268299,3,1
53,1701,268299,268299,4,2
53,1701,447480,447480,1,2
53,1701,447480,447480,2,2
53,1701,206244,206244,1,2
53,1701,206244,206244,2,2
53,1701,555819,555819,1,2
53,1701,555819,555819,2,2
53,1701,555819,555819,3,2
53,1701,510444,510444,1,2
53,1701,567973,567973,1,2
53,1701,289864,289864,1,2
53,1701,289864,289864,2,2
53,1701,63792,63792,1,2
53,1701,63792,63792,2,2
53,1701,63792,63792,3,1
53,1701,63792,63792,4,1
53,1701,63792,63792,5,1
53,1701,422741,422741,1,2
53,1701,422741,422741,2,2
53,1701,92173,92173,1,2
53,1701,92173,92173,2,2
53,1701,92173,92173,3,2
53,1701,92173,92173,4,1
53,1701,169349,169349,1,2
53,1701,169349,169349,2,1
53,1701,169349,169349,3,2
53,1701,415812,415812,1,2
53,1701,415812,415812,2,2
53,1701,416525,416525,1,2
53,1701,416525,416525,2,2
53,1701,7667,7667,1,2
53,1701,7667,7667,2,2
53,1701,7667,7667,3,1
53,1701,406970,406970,1,2
53,1701,406970,406970,2,1
53,1701,342428,342428,1,2
53,1701,342428,342428,2,2
53,1701,342428,342428,3,2
53,1701,342428,342428,4,2
53,1701,342428,342428,5,2
53,1701,342428,342428,6,2
53,1701,191142,191142,1,2
53,1701,191142,191142,2,1
53,1701,191142,191142,3,1
53,1701,397728,397728,1,2
53,1701,397728,397728,2,1
53,1701,397728,397728,3,1
53,1701,397728,397728,4,1
53,1701,397728,397728,5,1
53,1701,397728,397728,6,1
53,1701,427901,427901,1,2
53,1701,427901,427901,2,2
53,1701,427901,427901,3,2
53,1701,427901,427901,4,1
53,1701,311086,311086,1,2
53,1701,311086,311086,2,2
53,1701,121965,121965,1,2
53,1701,121965,121965,2,2
53,1701,276451,276451,1,2
53,1701,276451,276451,2,2
53,1701,276451,276451,3,1
53,1701,276451,276451,4,1
53,1701,343495,343495,1,2
53,1701,343495,343495,2,2
53,1701,443095,443095,1,2
53,1701,443095,443095,2,2
53,1701,443095,443095,3,2
53,1701,443095,443095,4,1
53,1701,443095,443095,5,1
53,1701,255531,255531,1,2
53,1701,255531,255531,2,2
53,1701,255531,255531,3,1
53,1701,344087,344087,1,2
53,1701,344087,344087,2,2
53,1701,344087,344087,3,1
53,1701,518739,518739,1,2
53,1701,518739,518739,2,2
53,1701,398691,398691,1,2
53,1701,398691,398691,2,2
53,1701,120421,120421,1,2
53,1701,482372,482372,1,2
53,1701,309677,309677,1,2
53,1701,309677,309677,2,2
53,1701,309677,309677,3,1
53,1701,309677,309677,4,1
53,1701,581885,581885,1,2
53,1701,119504,119504,1,2
53,1701,119504,119504,2,2
53,1701,119504,119504,3,1
53,1701,119504,119504,4,2
53,1701,253676,253676,1,2
53,1701,253676,253676,2,2
53,1701,253676,253676,3,1
53,1701,253676,253676,4,1
53,1701,85483,85483,1,2
53,1701,85483,85483,2,2
53,1701,85483,85483,3,1
53,1701,85483,85483,4,1
53,1701,85483,85483,5,1
53,1701,85483,85483,6,1
53,1701,51035,51035,1,2
53,1701,39207,39207,1,2
53,1701,39207,39207,2,2
53,1701,39207,39207,3,1
53,1701,501267,501267,1,2
53,1701,501267,501267,2,1
53,1701,501267,501267,3,2
53,1701,394072,394072,1,2
53,1701,106202,106202,1,2
53,1701,106202,106202,2,2
53,1701,106202,106202,3,1
53,1701,106202,106202,4,1
53,1701,120996,120996,1,2
53,1701,310737,310737,1,2
53,1701,310737,310737,2,2
53,1701,583498,583498,1,2
53,1701,583498,583498,2,1
53,1701,583498,583498,3,2
53,1701,392904,392904,1,2
53,1701,474795,474795,1,2
53,1701,474795,474795,2,2
53,1701,474795,474795,3,1
53,1701,560432,560432,1,2
53,1701,560432,560432,2,2
53,1701,338122,338122,1,2
53,1701,338122,338122,2,2
53,1701,338122,338122,3,1
53,1701,338122,338122,4,1
53,1701,135438,135438,1,2
53,1701,135438,135438,2,2
53,1701,405273,405273,1,2
53,1701,405273,405273,2,2
53,1701,405273,405273,3,1
53,1701,261811,261811,1,2
53,1701,261811,261811,2,2
53,1701,40684,40684,1,2
53,1701,40684,40684,2,2
53,1701,101809,101809,1,2
53,1701,101809,101809,2,2
53,1701,404347,404347,1,2
53,1701,404347,404347,2,2
53,1701,404347,404347,3,1
53,1701,135670,135670,1,2
53,1701,135670,135670,2,2
53,1701,404133,404133,1,2
53,1701,102004,102004,1,2
53,1701,102004,102004,2,2
53,1701,88033,88033,1,2
53,1701,88033,88033,2,2
53,1701,88033,88033,3,2
53,1701,88033,88033,4,1
53,1701,594697,594697,1,2
53,1701,583336,583336,1,2
53,1701,583336,583336,2,2
53,1701,293470,293470,1,2
53,1701,258436,258436,1,2
53,1701,258436,258436,2,2
53,1701,258436,258436,3,2
53,1701,258436,258436,4,1
53,1701,11319,11319,1,2
53,1701,11319,11319,2,2
53,1701,86932,86932,1,2
53,1701,86932,86932,2,2
53,1701,602726,602726,1,2
53,1701,602726,602726,2,2
53,1701,602726,602726,3,1
53,1701,602726,602726,4,1
53,1701,341607,341607,1,2
53,1701,40142,40142,1,2
53,1701,40142,40142,2,2
53,1701,40142,40142,3,2
53,1701,341424,341424,1,2
53,1701,341424,341424,2,2
53,1701,341424,341424,3,1
53,1701,618041,618041,1,2
53,1701,618041,618041,2,2
53,1701,618041,618041,3,2
53,1701,284422,284422,1,2
53,1701,284422,284422,2,2
53,1701,284422,284422,3,1
53,1701,284422,284422,4,1
53,1701,284422,284422,5,1
53,1701,518907,518907,1,2
53,1701,518907,518907,2,2
53,1701,518907,518907,3,1
53,1701,518907,518907,4,1
53,1701,518907,518907,5,1
53,1701,518907,518907,6,1
53,1701,518907,518907,7,1
53,1701,401333,401333,1,2
53,1701,11339,11339,1,2
53,1701,11339,11339,2,2
53,1701,11339,11339,3,2
53,1701,11339,11339,4,2
53,1701,11339,11339,5,2
53,1701,11339,11339,6,1
53,1701,260315,260315,1,2
53,1701,260315,260315,2,2
53,1701,260315,260315,3,1
53,1701,260315,260315,4,1
53,1701,182038,182038,1,2
53,1701,182038,182038,2,2
53,1701,102196,102196,1,2
53,1701,102196,102196,2,2
53,1701,34188,34188,1,2
53,1701,34188,34188,2,2
53,1701,34188,34188,3,1
53,1701,34188,34188,4,1
53,1701,508654,508654,1,2
53,1701,508654,508654,2,2
53,1701,508654,508654,3,2
53,1701,367245,367245,1,2
53,1701,367245,367245,2,2
53,1701,574299,574299,1,2
53,1701,574299,574299,2,2
53,1701,574299,574299,3,1
53,1701,574299,574299,4,1
53,1701,147105,147105,1,2
53,1701,147105,147105,2,2
53,1701,147105,147105,3,1
53,1701,147105,147105,4,1
53,1701,147105,147105,5,1
53,1701,147105,147105,6,1
53,1701,147105,147105,7,2
53,1701,30435,30435,1,2
53,1701,30435,30435,2,2
53,1701,107189,107189,1,2
53,1701,107189,107189,2,2
53,1701,283625,283625,1,2
53,1701,283625,283625,2,2
53,1701,283625,283625,3,1
53,1701,283625,283625,4,1
53,1701,520816,520816,1,2
53,1701,520816,520816,2,2
53,1701,520816,520816,3,2
53,1701,471964,471964,1,2
53,1701,603246,603246,1,2
53,1701,71743,71743,1,2
53,1701,71743,71743,2,2
53,1701,71743,71743,3,2
53,1701,239765,239765,1,2
53,1701,239765,239765,2,2
53,1701,239765,239765,3,1
53,1701,239765,239765,4,1
53,1701,60088,60088,1,2
53,1701,60088,60088,2,2
53,1701,354535,354535,1,2
53,1701,468750,468750,1,2
53,1701,468750,468750,2,1
53,1701,468750,468750,3,2
53,1701,238333,238333,1,2
53,1701,365606,365606,1,2
53,1701,365606,365606,2,2
53,1701,365606,365606,3,2
53,1701,70719,70719,1,2
53,1701,70719,70719,2,2
53,1701,70719,70719,3,1
53,1701,70719,70719,4,1
53,1701,70719,70719,5,1
53,1701,70719,70719,6,1
53,1701,593628,593628,1,2
53,1701,466803,466803,1,2
53,1701,466803,466803,2,2
53,1701,466803,466803,3,2
53,1701,321390,321390,1,2
53,1701,321390,321390,2,2
53,1701,321390,321390,3,1
53,1701,321390,321390,4,1
53,1701,321390,321390,5,1
53,1701,613207,613207,1,2
53,1701,613207,613207,2,2
53,1701,613207,613207,3,1
53,1701,613207,613207,4,1
53,1701,613207,613207,5,1
53,1701,224843,224843,1,2
53,1701,224843,224843,2,2
53,1701,357339,357339,1,2
53,1701,357339,357339,2,2
53,1701,357339,357339,3,1
53,1701,357580,357580,1,2
53,1701,357580,357580,2,2
53,1701,357580,357580,3,1
53,1701,357580,357580,4,1
53,1701,357580,357580,5,1
53,1701,471506,471506,1,2
53,1701,97384,97384,1,2
53,1701,97384,97384,2,2
53,1701,97384,97384,3,2
53,1701,97384,97384,4,2
53,1701,97384,97384,5,1
53,1701,97384,97384,6,2
53,1701,526561,526561,1,2
53,1701,301671,301671,1,2
53,1701,301671,301671,2,2
53,1701,301671,301671,3,1
53,1701,301671,301671,4,1
53,1701,144299,144299,1,2
53,1701,144299,144299,2,2
53,1701,8257,8257,1,2
53,1701,8257,8257,2,2
53,1701,600255,600255,1,2
53,1701,600255,600255,2,1
53,1701,600255,600255,3,1
53,1701,600255,600255,4,1
53,1701,439908,439908,1,2
53,1701,439908,439908,2,2
53,1701,490794,490794,1,2
53,1701,490794,490794,2,2
53,1701,490794,490794,3,2
53,1701,374909,374909,1,2
53,1701,374909,374909,2,2
53,1701,143192,143192,1,2
53,1701,599,599,3,1
53,1701,599,599,4,2
53,1701,599,599,5,2
53,1701,599,599,1,2
53,1701,599,599,2,2
53,1701,365307,365307,1,2
53,1701,365307,365307,2,2
53,1701,365307,365307,3,2
53,1701,365307,365307,4,1
53,1701,365307,365307,5,1
53,1701,365307,365307,6,1
53,1701,483354,483354,1,2
53,1701,483354,483354,2,2
53,1701,483354,483354,3,1
53,1701,141955,141955,1,2
53,1701,371704,371704,1,2
53,1701,371704,371704,2,2
53,1701,28820,28820,1,2
53,1701,28820,28820,2,2
53,1701,28820,28820,3,2
53,1701,28820,28820,4,1
53,1701,233987,233987,1,2
53,1701,72460,72460,1,2
53,1701,72460,72460,2,2
53,1701,465810,465810,1,2
53,1701,465810,465810,2,2
53,1701,146443,146443,1,2
53,1701,146443,146443,2,2
53,1701,35207,35207,1,2
53,1701,35207,35207,2,2
53,1701,600706,600706,1,2
53,1701,31435,31435,1,2
53,1701,220549,220549,1,2
53,1701,220549,220549,2,1
53,1701,220549,220549,3,1
53,1701,232793,232793,1,2
53,1701,232793,232793,2,1
53,1701,361950,361950,1,2
53,1701,361950,361950,2,2
53,1701,303958,303958,1,2
53,1701,303958,303958,2,2
53,1701,303958,303958,3,2
53,1701,303958,303958,4,2
53,1701,303958,303958,5,1
53,1701,1209256,1209256,1,2
53,1701,1209256,1209256,2,2
53,1701,1054438,1054438,1,2
53,1701,1024506,1024506,1,2
53,1701,1024506,1024506,2,2
53,1701,1024506,1024506,3,2
53,1701,1024506,1024506,4,1
53,1701,707790,707790,1,2
53,1701,707790,707790,2,1
53,1701,707790,707790,3,1
53,1701,707790,707790,4,1
53,1701,979767,979767,1,2
53,1701,979767,979767,2,2
53,1701,717637,717637,1,2
53,1701,1183774,1183774,1,2
