state,PUMANO,HHID,serialno,HHSz
53,1701,101809,101809,2
53,1701,406970,406970,2
53,1701,102004,102004,2
53,1701,405273,405273,3
53,1701,17593,17593,1
53,1701,324261,324261,1
53,1701,416525,416525,2
53,1701,412680,412680,1
53,1701,327364,327364,1
53,1701,325096,325096,4
53,1701,423847,423847,2
53,1701,435358,435358,5
53,1701,508933,508933,2
53,1701,257306,257306,4
53,1701,11319,11319,2
53,1701,388649,388649,1
53,1701,133152,133152,4
53,1701,520816,520816,3
53,1701,146443,146443,2
53,1701,357339,357339,3
53,1701,357580,357580,5
53,1701,422741,422741,2
53,1701,107189,107189,2
53,1701,427901,427901,4
53,1701,519405,519405,7
53,1701,238333,238333,1
53,1701,85483,85483,6
53,1701,11339,11339,6
53,1701,88033,88033,4
53,1701,6329,6329,3
53,1701,268299,268299,4
53,1701,120996,120996,1
53,1701,401333,401333,1
53,1701,100094,100094,1
53,1701,2389,2389,5
53,1701,97384,97384,6
53,1701,247786,247786,2
53,1701,253676,253676,4
53,1701,7667,7667,3
53,1701,233987,233987,1
53,1701,508654,508654,3
53,1701,515731,515731,2
53,1701,102196,102196,2
53,1701,106202,106202,4
53,1701,115410,115410,2
53,1701,392904,392904,1
53,1701,323646,323646,2
53,1701,100749,100749,3
53,1701,147105,147105,7
53,1701,120421,120421,1
53,1701,176667,176667,2
53,1701,483354,483354,3
53,1701,191142,191142,3
53,1701,495866,495866,4
53,1701,203573,203573,1
53,1701,129350,129350,1
53,1701,57931,57931,4
53,1701,281567,281567,2
53,1701,31435,31435,1
53,1701,281740,281740,3
53,1701,310737,310737,2
53,1701,51035,51035,1
53,1701,63799,63799,1
53,1701,213162,213162,2
53,1701,297553,297553,2
53,1701,128894,128894,2
53,1701,28820,28820,4
53,1701,311086,311086,2
53,1701,465810,465810,2
53,1701,42817,42817,4
53,1701,47254,47254,4
53,1701,220549,220549,3
53,1701,202439,202439,1
53,1701,46666,46666,2
53,1701,63792,63792,5
53,1701,471964,471964,1
53,1701,60088,60088,2
53,1701,206244,206244,2
53,1701,25008,25008,2
53,1701,301671,301671,4
53,1701,289864,289864,2
53,1701,205588,205588,1
53,1701,39207,39207,3
53,1701,24989,24989,2
53,1701,40142,40142,3
53,1701,30435,30435,2
53,1701,281292,281292,5
53,1701,482372,482372,1
53,1701,207439,207439,1
53,1701,480494,480494,2
53,1701,309677,309677,4
53,1701,599,599,5
53,1701,62173,62173,2
53,1701,40684,40684,2
53,1701,522084,522084,2
53,1701,466803,466803,3
53,1701,207222,207222,2
53,1701,278252,278252,1
53,1701,296872,296872,2
53,1701,471506,471506,1
53,1701,128023,128023,4
53,1701,64533,64533,2
53,1701,303958,303958,5
53,1701,35207,35207,2
53,1701,284422,284422,5
53,1701,463350,463350,5
53,1701,283625,283625,4
53,1701,474795,474795,3
53,1701,462065,462065,2
53,1701,468750,468750,3
53,1701,51938,51938,1
53,1701,298623,298623,2
53,1701,55034,55034,2
53,1701,293470,293470,1
53,1701,45156,45156,3
53,1701,450333,450333,6
53,1701,244267,244267,2
53,1701,201104,201104,2
53,1701,274549,274549,3
53,1701,374909,374909,2
53,1701,303169,303169,4
53,1701,276451,276451,4
53,1701,490794,490794,3
53,1701,447780,447780,3
53,1701,560372,560372,1
53,1701,910385,910385,4
53,1701,668853,668853,1
53,1701,927945,927945,2
53,1701,692953,692953,1
53,1701,895750,895750,5
53,1701,703190,703190,3
53,1701,909758,909758,2
53,1701,560234,560234,3
53,1701,535886,535886,1
53,1701,1050270,1050270,2
53,1701,609202,609202,3
53,1701,751444,751444,4
53,1701,786944,786944,2
53,1701,560432,560432,2
53,1701,777698,777698,1
53,1701,681461,681461,5
53,1701,926451,926451,1
53,1701,1050066,1050066,2
53,1701,683602,683602,2
53,1701,1017265,1017265,2
53,1701,811988,811988,3
53,1701,904251,904251,5
53,1701,537111,537111,2
53,1701,618041,618041,3
53,1701,691363,691363,1
53,1701,894926,894926,3
53,1701,1018044,1018044,6
53,1701,866732,866732,4
53,1701,744265,744265,3
53,1701,613207,613207,5
53,1701,949487,949487,2
53,1701,1024506,1024506,4
53,1701,684036,684036,3
53,1701,812917,812917,1
53,1701,591681,591681,4
53,1701,893109,893109,5
53,1701,970314,970314,1
53,1701,831052,831052,5
53,1701,1004931,1004931,1
53,1701,986183,986183,2
53,1701,970789,970789,2
53,1701,706150,706150,6
53,1701,920056,920056,3
53,1701,637518,637518,2
53,1701,974971,974971,6
53,1701,707790,707790,4
53,1701,1032286,1032286,2
53,1701,811598,811598,3
53,1701,859172,859172,1
53,1701,978010,978010,1
53,1701,827753,827753,3
53,1701,756802,756802,7
53,1701,919201,919201,1
53,1701,918308,918308,5
53,1701,707047,707047,4
53,1701,811693,811693,4
53,1701,849593,849593,3
53,1701,813692,813692,3
53,1701,1005765,1005765,5
53,1701,1021596,1021596,5
53,1701,607545,607545,4
53,1701,854764,854764,4
53,1701,758407,758407,3
53,1701,853944,853944,1
53,1701,591993,591993,1
53,1701,559960,559960,3
53,1701,690856,690856,2
53,1701,621269,621269,2
53,1701,799850,799850,2
53,1701,899136,899136,2
53,1701,976486,976486,4
53,1701,859521,859521,2
53,1701,748773,748773,4
53,1701,899291,899291,5
53,1701,745308,745308,3
53,1701,593628,593628,1
53,1701,696302,696302,2
53,1701,620879,620879,2
53,1701,950780,950780,2
53,1701,686364,686364,1
53,1701,777466,777466,1
53,1701,555819,555819,3
53,1701,908342,908342,1
53,1701,1038275,1038275,2
53,1701,831437,831437,2
53,1701,610796,610796,2
53,1701,915820,915820,2
53,1701,830836,830836,3
53,1701,931111,931111,2
53,1701,874783,874783,3
53,1701,629975,629975,3
53,1701,958941,958941,2
53,1701,719490,719490,3
53,1701,983562,983562,2
53,1701,946785,946785,2
53,1701,601770,601770,4
53,1701,727680,727680,1
53,1701,984258,984258,2
53,1701,718714,718714,1
53,1701,1042659,1042659,2
53,1701,869484,869484,3
53,1701,723463,723463,2
53,1701,929648,929648,3
53,1701,717690,717690,1
53,1701,819257,819257,4
53,1701,864330,864330,2
53,1701,583336,583336,2
53,1701,956026,956026,2
53,1701,743035,743035,1
53,1701,718410,718410,1
53,1701,717637,717637,1
53,1701,827715,827715,2
53,1701,979767,979767,2
53,1701,930402,930402,2
53,1701,579439,579439,4
53,1701,940605,940605,2
53,1701,658807,658807,1
53,1701,649846,649846,1
53,1701,600706,600706,1
53,1701,722308,722308,2
53,1701,874895,874895,1
53,1701,654828,654828,1
53,1701,567973,567973,1
53,1701,581885,581885,1
53,1701,568262,568262,2
53,1701,531470,531470,4
53,1701,876715,876715,2
53,1701,734178,734178,2
53,1701,763183,763183,2
53,1701,602726,602726,4
53,1701,741260,741260,4
53,1701,741624,741624,3
53,1701,603246,603246,1
53,1701,829338,829338,2
53,1701,581533,581533,2
53,1701,650722,650722,6
53,1701,940056,940056,2
53,1701,649903,649903,2
53,1701,1004163,1004163,3
53,1701,1045247,1045247,3
53,1701,1001472,1001472,1
53,1701,725173,725173,2
53,1701,958611,958611,4
53,1701,649701,649701,1
53,1701,655838,655838,2
53,1701,594697,594697,1
53,1701,655693,655693,4
53,1701,1001432,1001432,2
53,1701,784959,784959,2
53,1701,771632,771632,1
53,1701,1013908,1013908,3
53,1701,526561,526561,1
53,1701,1041395,1041395,2
53,1701,662323,662323,2
53,1701,769950,769950,3
53,1701,979303,979303,2
53,1701,837133,837133,3
53,1701,644422,644422,1
53,1701,860899,860899,2
53,1701,928571,928571,1
53,1701,643447,643447,2
53,1701,730145,730145,1
53,1701,954963,954963,2
53,1701,583498,583498,3
53,1701,579602,579602,7
53,1701,942925,942925,2
53,1701,765695,765695,5
53,1701,821013,821013,1
53,1701,944077,944077,3
53,1701,730780,730780,2
53,1701,571246,571246,4
53,1701,843647,843647,1
53,1701,999152,999152,5
53,1701,535215,535215,5
53,1701,1004475,1004475,4
53,1701,693744,693744,3
53,1701,1028391,1028391,1
53,1701,642001,642001,2
53,1701,784718,784718,1
53,1701,641929,641929,2
53,1701,1002409,1002409,2
53,1701,600255,600255,4
53,1701,783177,783177,3
53,1701,1007369,1007369,5
53,1701,574299,574299,4
53,1701,535521,535521,1
53,1702,1064394,1064394,2
53,1702,1335938,1335938,2
53,1702,1369281,1369281,2
53,1702,1168051,1168051,3
53,1702,1363763,1363763,4
53,1702,1404497,1404497,2
53,1702,1202118,1202118,2
53,1702,1361298,1361298,4
53,1702,1246916,1246916,1
53,1702,1285856,1285856,7
53,1702,1096551,1096551,3
53,1702,1110150,1110150,1
53,1702,1214060,1214060,1
53,1702,1336729,1336729,1
53,1702,1097553,1097553,2
53,1702,1364730,1364730,3
53,1702,1282617,1282617,1
53,1702,1146993,1146993,1
53,1702,1098923,1098923,6
53,1702,1204821,1204821,1
53,1702,1320070,1320070,6
53,1702,1119726,1119726,1
53,1702,1169083,1169083,2
53,1702,1198303,1198303,1
53,1702,1411744,1411744,4
53,1702,1064934,1064934,1
53,1702,1404455,1404455,1
53,1702,1200887,1200887,2
53,1702,1365073,1365073,2
53,1702,1319717,1319717,2
53,1702,1205094,1205094,2
53,1702,1166030,1166030,1
53,1702,1166088,1166088,1
53,1702,1279214,1279214,4
53,1702,1328879,1328879,1
53,1702,1368071,1368071,2
53,1702,1221505,1221505,2
53,1702,1317053,1317053,1
53,1702,1094539,1094539,2
53,1702,1094961,1094961,2
53,1702,1263712,1263712,1
53,1702,1191625,1191625,2
53,1702,1212030,1212030,2
53,1702,1103357,1103357,1
53,1702,1117801,1117801,2
53,1702,1139227,1139227,2
53,1702,1325963,1325963,2
53,1702,1085226,1085226,1
53,1702,1114170,1114170,5
53,1702,1413632,1413632,4
53,1702,1086346,1086346,4
53,1702,1237882,1237882,4
53,1702,1100458,1100458,2
53,1702,1312417,1312417,2
53,1702,1314925,1314925,3
53,1702,1086522,1086522,3
53,1702,1409995,1409995,2
53,1702,1082644,1082644,1
53,1702,1407781,1407781,3
53,1702,1157450,1157450,3
53,1702,1384805,1384805,2
53,1702,1342032,1342032,1
53,1702,1408979,1408979,1
53,1702,1190379,1190379,1
53,1702,1209773,1209773,2
53,1702,1102270,1102270,3
53,1702,1190503,1190503,4
53,1702,1132447,1132447,3
53,1702,1114035,1114035,1
53,1702,1077754,1077754,1
53,1702,1356213,1356213,4
53,1702,1104314,1104314,2
53,1702,1191495,1191495,2
53,1702,1309921,1309921,3
53,1702,1181811,1181811,1
53,1702,1156835,1156835,2
53,1702,1386058,1386058,1
53,1702,1152870,1152870,2
53,1702,1075199,1075199,2
53,1702,1101791,1101791,2
53,1702,1309457,1309457,1
53,1702,1267186,1267186,2
53,1702,1191348,1191348,1
53,1702,1406534,1406534,2
53,1702,1334201,1334201,3
53,1702,1306717,1306717,4
53,1702,1324188,1324188,2
53,1702,1099953,1099953,2
53,1702,1335085,1335085,2
53,1702,1371395,1371395,4
53,1702,1292791,1292791,2
53,1702,1384114,1384114,2
53,1702,1210959,1210959,1
53,1702,1307211,1307211,2
53,1702,1212780,1212780,1
53,1702,1224069,1224069,1
53,1702,1088969,1088969,1
53,1702,1341176,1341176,2
53,1702,1089856,1089856,4
53,1702,1370549,1370549,2
53,1702,1145464,1145464,2
53,1702,1250879,1250879,2
53,1702,1311712,1311712,6
53,1702,1261185,1261185,2
53,1702,1351953,1351953,4
53,1702,1369672,1369672,3
53,1702,1359645,1359645,4
53,1702,1400847,1400847,1
53,1702,1188004,1188004,2
53,1702,1323069,1323069,2
53,1702,1177920,1177920,4
53,1702,1272427,1272427,2
53,1702,1343756,1343756,3
53,1702,1333573,1333573,1
53,1702,1133195,1133195,1
53,1702,1371842,1371842,3
53,1702,1138257,1138257,1
53,1702,1390671,1390671,2
53,1702,1293187,1293187,3
53,1702,1293714,1293714,4
53,1702,1177434,1177434,6
53,1702,369923,369923,3
53,1702,75526,75526,2
53,1702,299265,299265,5
53,1702,365622,365622,1
53,1702,306965,306965,2
53,1702,408654,408654,3
53,1702,414357,414357,3
53,1702,417318,417318,2
53,1702,191096,191096,4
53,1702,340847,340847,2
53,1702,294205,294205,2
53,1702,414304,414304,3
53,1702,323815,323815,1
53,1702,82691,82691,4
53,1702,74731,74731,3
53,1702,94536,94536,6
53,1702,504084,504084,2
53,1702,481376,481376,7
53,1702,513203,513203,1
53,1702,259953,259953,2
53,1702,176533,176533,2
53,1702,480968,480968,2
53,1702,257995,257995,1
53,1702,290585,290585,2
53,1702,702,702,1
53,1702,427827,427827,4
53,1702,406719,406719,1
53,1702,303605,303605,6
53,1702,351374,351374,4
53,1702,219911,219911,2
53,1702,117161,117161,2
53,1702,205133,205133,2
53,1702,175703,175703,3
53,1702,45467,45467,1
53,1702,227472,227472,4
53,1702,191178,191178,1
53,1702,98204,98204,2
53,1702,258790,258790,2
53,1702,191792,191792,1
53,1702,430778,430778,2
53,1702,256494,256494,4
53,1702,220671,220671,2
53,1702,493359,493359,1
53,1702,234959,234959,5
53,1702,353754,353754,3
53,1702,11654,11654,4
53,1702,328458,328458,2
53,1702,431862,431862,4
53,1702,327971,327971,2
53,1702,461446,461446,1
53,1702,10740,10740,4
53,1702,155604,155604,1
53,1702,192578,192578,5
53,1702,431996,431996,1
53,1702,502860,502860,4
53,1702,431987,431987,1
53,1702,521038,521038,2
53,1702,137128,137128,2
53,1702,201895,201895,3
53,1702,413410,413410,2
53,1702,366297,366297,2
53,1702,279391,279391,2
53,1702,369933,369933,4
53,1702,458980,458980,2
53,1702,41785,41785,3
53,1702,41957,41957,4
53,1702,160179,160179,2
53,1702,171775,171775,1
53,1702,48134,48134,5
53,1702,408967,408967,2
53,1702,235793,235793,2
53,1702,341750,341750,1
53,1702,201931,201931,4
53,1702,462629,462629,3
53,1702,504507,504507,1
53,1702,346098,346098,1
53,1702,459608,459608,2
53,1702,326155,326155,2
53,1702,342231,342231,1
53,1702,28583,28583,1
53,1702,301153,301153,2
53,1702,282076,282076,2
53,1702,238834,238834,1
53,1702,182126,182126,1
53,1702,261270,261270,3
53,1702,505438,505438,2
53,1702,22946,22946,1
53,1702,238790,238790,2
53,1702,422514,422514,1
53,1702,392332,392332,1
53,1702,224369,224369,2
53,1702,285131,285131,2
53,1702,22387,22387,2
53,1702,310669,310669,1
53,1702,337386,337386,3
53,1702,334826,334826,5
53,1702,32572,32572,1
53,1702,520349,520349,2
53,1702,108175,108175,1
53,1702,261762,261762,1
53,1702,222571,222571,4
53,1702,484371,484371,7
53,1702,61243,61243,5
53,1702,212282,212282,1
53,1702,254097,254097,2
53,1702,146223,146223,2
53,1702,516486,516486,4
53,1702,114884,114884,2
53,1702,186620,186620,6
53,1702,505505,505505,2
53,1702,299638,299638,2
53,1702,313154,313154,4
53,1702,312997,312997,1
53,1702,250881,250881,2
53,1702,363016,363016,2
53,1702,372401,372401,1
53,1702,196711,196711,1
53,1702,140973,140973,1
53,1702,283693,283693,2
53,1702,393277,393277,2
53,1702,362620,362620,2
53,1702,312333,312333,5
53,1702,35296,35296,3
53,1702,34718,34718,3
53,1702,110281,110281,1
53,1702,141531,141531,3
53,1702,210208,210208,2
53,1702,141967,141967,1
53,1702,35099,35099,2
53,1702,35136,35136,1
53,1702,487913,487913,5
53,1702,121673,121673,3
53,1702,111310,111310,4
53,1702,27842,27842,2
53,1702,35221,35221,2
53,1702,444492,444492,3
53,1702,217878,217878,1
53,1702,32223,32223,3
53,1702,276927,276927,2
53,1702,377815,377815,2
53,1702,71566,71566,5
53,1702,147797,147797,1
53,1702,482918,482918,2
53,1702,20717,20717,2
53,1702,364923,364923,1
53,1702,249839,249839,2
53,1702,301530,301530,2
53,1702,439892,439892,4
53,1702,221976,221976,1
53,1702,272090,272090,2
53,1702,147510,147510,1
53,1702,145615,145615,2
53,1702,272362,272362,2
53,1702,482768,482768,2
53,1702,62195,62195,2
53,1702,498646,498646,2
53,1702,91625,91625,1
53,1702,455059,455059,2
53,1702,73247,73247,2
53,1702,402821,402821,1
53,1702,24462,24462,2
53,1702,72739,72739,2
53,1702,75165,75165,2
53,1702,438713,438713,1
53,1702,249857,249857,2
53,1702,161725,161725,1
53,1702,238072,238072,1
53,1702,471497,471497,1
53,1702,308576,308576,2
53,1702,148878,148878,3
53,1702,275010,275010,4
53,1702,391739,391739,4
53,1702,379452,379452,2
53,1702,334171,334171,4
53,1702,71657,71657,2
53,1702,70758,70758,2
53,1702,371110,371110,2
53,1702,338083,338083,2
53,1702,91935,91935,2
53,1702,19407,19407,1
53,1702,104273,104273,2
53,1702,20951,20951,1
53,1702,178310,178310,2
53,1702,179871,179871,3
53,1702,376093,376093,2
53,1702,287514,287514,4
53,1702,525840,525840,2
53,1702,763401,763401,2
53,1702,683703,683703,4
53,1702,578435,578435,1
53,1702,755380,755380,2
53,1702,856819,856819,3
53,1702,877250,877250,4
53,1702,902332,902332,1
53,1702,526820,526820,7
53,1702,1001315,1001315,3
53,1702,876023,876023,1
53,1702,693900,693900,2
53,1702,590266,590266,3
53,1702,877338,877338,4
53,1702,725708,725708,3
53,1702,1024083,1024083,2
53,1702,547248,547248,2
53,1702,683806,683806,1
53,1702,1035024,1035024,3
53,1702,574304,574304,2
53,1702,775404,775404,1
53,1702,950113,950113,5
53,1702,529270,529270,4
53,1702,791581,791581,3
53,1702,782759,782759,2
53,1702,526345,526345,1
53,1702,763041,763041,2
53,1702,814199,814199,1
53,1702,953448,953448,1
53,1702,848344,848344,2
53,1702,1005488,1005488,2
53,1702,617843,617843,4
53,1702,599766,599766,2
53,1702,1045071,1045071,5
53,1702,982502,982502,1
53,1702,844224,844224,2
53,1702,529443,529443,4
53,1702,994353,994353,4
53,1702,894875,894875,2
53,1702,777076,777076,2
53,1702,550462,550462,2
53,1702,600232,600232,2
53,1702,855303,855303,2
53,1702,975200,975200,5
53,1702,600966,600966,4
53,1702,614240,614240,2
53,1702,907321,907321,2
53,1702,837570,837570,3
53,1702,765224,765224,2
53,1702,765139,765139,2
53,1702,874048,874048,1
53,1702,701090,701090,1
53,1702,970924,970924,1
53,1702,1051149,1051149,2
53,1702,591523,591523,2
53,1702,809121,809121,1
53,1702,829004,829004,1
53,1702,527733,527733,3
53,1702,800988,800988,3
53,1702,864568,864568,2
53,1702,873811,873811,2
53,1702,906833,906833,2
53,1702,689750,689750,3
53,1702,729216,729216,4
53,1702,906637,906637,2
53,1702,550688,550688,1
53,1702,897285,897285,1
53,1702,792040,792040,3
53,1702,629863,629863,1
53,1702,975643,975643,3
53,1702,896196,896196,1
53,1702,789944,789944,2
53,1702,553200,553200,2
53,1702,580263,580263,3
53,1702,969962,969962,1
53,1702,595769,595769,2
53,1702,1002699,1002699,4
53,1702,588892,588892,2
53,1702,1023877,1023877,2
53,1702,874771,874771,1
53,1702,597193,597193,2
53,1702,954490,954490,1
53,1702,700472,700472,4
53,1702,613575,613575,4
53,1702,642077,642077,3
53,1702,613576,613576,2
53,1702,1010343,1010343,2
53,1702,975532,975532,1
53,1702,630207,630207,1
53,1702,699971,699971,2
53,1702,874296,874296,2
53,1702,635546,635546,2
53,1702,812217,812217,2
53,1702,905282,905282,4
53,1702,540496,540496,3
53,1702,619163,619163,1
53,1702,1019264,1019264,5
53,1702,1019697,1019697,4
53,1702,996335,996335,2
53,1702,659236,659236,3
53,1702,988307,988307,1
53,1702,804692,804692,2
53,1702,980362,980362,1
53,1702,814642,814642,1
53,1702,757592,757592,3
53,1702,889331,889331,1
53,1702,625379,625379,4
53,1702,849323,849323,5
53,1702,859515,859515,2
53,1702,966156,966156,2
53,1702,815186,815186,1
53,1702,607497,607497,3
53,1702,720138,720138,3
53,1702,594484,594484,1
53,1702,949317,949317,1
53,1702,707400,707400,1
53,1702,675557,675557,4
53,1702,947651,947651,4
53,1702,627264,627264,1
53,1702,578525,578525,2
53,1702,674108,674108,1
53,1702,840690,840690,1
53,1702,664182,664182,3
53,1702,1016586,1016586,1
53,1702,584040,584040,2
53,1702,773035,773035,6
53,1702,575503,575503,1
53,1702,884998,884998,2
53,1702,624470,624470,2
53,1702,561754,561754,1
53,1702,662942,662942,2
53,1702,744563,744563,4
53,1702,712194,712194,1
53,1702,811058,811058,2
53,1702,634107,634107,4
53,1702,959261,959261,2
53,1702,639635,639635,2
53,1702,583424,583424,1
53,1702,979362,979362,3
53,1702,817358,817358,1
53,1702,924371,924371,4
53,1702,1016043,1016043,2
53,1702,795405,795405,2
53,1702,887291,887291,2
53,1702,845686,845686,4
53,1702,827444,827444,1
53,1702,761655,761655,2
53,1702,743494,743494,1
53,1702,951793,951793,2
53,1702,985342,985342,4
53,1702,892671,892671,2
53,1702,917913,917913,2
53,1702,878251,878251,7
53,1702,893013,893013,4
53,1702,634984,634984,1
53,1702,840970,840970,1
53,1702,762320,762320,2
53,1702,677273,677273,2
53,1702,556380,556380,2
53,1702,850801,850801,1
53,1702,555787,555787,1
53,1702,789364,789364,2
53,1702,794524,794524,1
53,1702,592386,592386,3
53,1702,705744,705744,1
53,1702,592841,592841,4
53,1702,704510,704510,1
53,1702,627612,627612,1
53,1702,958248,958248,3
53,1702,831189,831189,2
53,1702,655373,655373,3
53,1803,1115953,1115953,2
53,1803,1319074,1319074,1
53,1803,1116536,1116536,1
53,1803,1341504,1341504,2
53,1803,1150366,1150366,1
53,1803,1323287,1323287,1
53,1803,1326129,1326129,3
53,1803,1299383,1299383,2
53,1803,1349026,1349026,1
53,1803,1322186,1322186,1
53,1803,1149363,1149363,2
53,1803,1319315,1319315,2
53,1803,1115000,1115000,2
53,1803,1328900,1328900,1
53,1803,1314301,1314301,2
53,1803,1308871,1308871,1
53,1803,1127750,1127750,2
53,1803,1338222,1338222,2
53,1803,1122469,1122469,1
53,1803,1352328,1352328,1
53,1803,1300367,1300367,1
53,1803,1343161,1343161,1
53,1803,1133537,1133537,1
53,1803,1105504,1105504,2
53,1803,1118440,1118440,2
53,1803,1316470,1316470,4
53,1803,1345701,1345701,2
53,1803,1338682,1338682,1
53,1803,1127606,1127606,3
53,1803,1325557,1325557,1
53,1803,1135557,1135557,1
53,1803,1335932,1335932,1
53,1803,1321951,1321951,1
53,1803,1107114,1107114,1
53,1803,1115818,1115818,1
53,1803,1145638,1145638,2
53,1803,1346923,1346923,1
53,1803,1306554,1306554,2
53,1803,1105913,1105913,1
53,1803,1117503,1117503,2
53,1803,1152679,1152679,2
53,1803,1129890,1129890,1
53,1803,1143550,1143550,1
53,1803,1340425,1340425,2
53,1803,1348490,1348490,1
53,1803,1190130,1190130,3
53,1803,1072592,1072592,1
53,1803,1262171,1262171,1
53,1803,1078675,1078675,1
53,1803,1259895,1259895,3
53,1803,1383727,1383727,1
53,1803,1188161,1188161,1
53,1803,1188991,1188991,2
53,1803,1380466,1380466,1
53,1803,1076096,1076096,4
53,1803,1266047,1266047,2
53,1803,1190276,1190276,1
53,1803,1075137,1075137,1
53,1803,1074885,1074885,1
53,1803,1255178,1255178,1
53,1803,1388441,1388441,1
53,1803,1389189,1389189,1
53,1803,1165633,1165633,1
53,1803,1076334,1076334,2
53,1803,1275303,1275303,1
53,1803,1166396,1166396,1
53,1803,1286122,1286122,1
53,1803,1167669,1167669,2
53,1803,1284349,1284349,1
53,1803,1280989,1280989,3
53,1803,1170676,1170676,1
53,1803,1170694,1170694,1
53,1803,1185459,1185459,2
53,1803,1091270,1091270,1
53,1803,1194407,1194407,4
53,1803,1089528,1089528,1
53,1803,1089370,1089370,2
53,1803,1273601,1273601,1
53,1803,1088125,1088125,2
53,1803,1087445,1087445,1
53,1803,1376858,1376858,2
53,1803,1083870,1083870,4
53,1803,1093113,1093113,2
53,1803,1216100,1216100,2
53,1803,1390404,1390404,1
53,1803,1403784,1403784,1
53,1803,1404608,1404608,3
53,1803,1233546,1233546,1
53,1803,1215200,1215200,1
53,1803,1405306,1405306,2
53,1803,1057423,1057423,3
53,1803,1401745,1401745,2
53,1803,1057383,1057383,1
53,1803,1209621,1209621,1
53,1803,1216671,1216671,2
53,1803,1220548,1220548,1
53,1803,1226482,1226482,1
53,1803,1226395,1226395,3
53,1803,1225481,1225481,1
53,1803,1412996,1412996,2
53,1803,1223276,1223276,1
53,1803,1057389,1057389,1
53,1803,1396683,1396683,2
53,1803,1071399,1071399,2
53,1803,1197873,1197873,1
53,1803,1199054,1199054,1
53,1803,1199511,1199511,1
53,1803,1201103,1201103,4
53,1803,1395180,1395180,1
53,1803,1201511,1201511,1
53,1803,1236496,1236496,1
53,1803,1245536,1245536,2
53,1803,1189647,1189647,1
53,1803,1203836,1203836,1
53,1803,1397302,1397302,6
53,1803,1242007,1242007,2
53,1803,1241626,1241626,2
53,1803,1062372,1062372,1
53,1803,1400850,1400850,1
53,1803,1209425,1209425,1
53,1803,1066705,1066705,2
53,1803,1159136,1159136,2
53,1803,1356269,1356269,2
53,1803,1159427,1159427,2
53,1803,1289039,1289039,2
53,1803,1289853,1289853,2
53,1803,1154226,1154226,1
53,1803,1360037,1360037,1
53,1803,1292621,1292621,1
53,1803,1154812,1154812,1
53,1803,1296577,1296577,1
53,1803,1099466,1099466,2
53,1803,1289781,1289781,1
53,1803,1292726,1292726,1
53,1803,1294515,1294515,1
53,1803,1099484,1099484,1
53,1803,147560,147560,2
53,1803,31033,31033,1
53,1803,282590,282590,2
53,1803,39297,39297,2
53,1803,65542,65542,2
53,1803,127103,127103,1
53,1803,104867,104867,1
53,1803,284345,284345,1
53,1803,269894,269894,2
53,1803,438746,438746,1
53,1803,207144,207144,1
53,1803,321457,321457,2
53,1803,321037,321037,2
53,1803,487400,487400,1
53,1803,499067,499067,1
53,1803,401035,401035,1
53,1803,449127,449127,1
53,1803,34636,34636,1
53,1803,243211,243211,1
53,1803,188400,188400,1
53,1803,484969,484969,1
53,1803,391629,391629,2
53,1803,444327,444327,1
53,1803,399818,399818,2
53,1803,316620,316620,1
53,1803,180199,180199,1
53,1803,444011,444011,2
53,1803,68961,68961,1
53,1803,377686,377686,2
53,1803,69022,69022,1
53,1803,142535,142535,1
53,1803,186133,186133,2
53,1803,311677,311677,1
53,1803,128464,128464,2
53,1803,64048,64048,2
53,1803,443217,443217,1
53,1803,37694,37694,1
53,1803,212345,212345,3
53,1803,318389,318389,2
53,1803,483961,483961,1
53,1803,484257,484257,1
53,1803,69838,69838,1
53,1803,224555,224555,2
53,1803,70091,70091,2
53,1803,242747,242747,1
53,1803,309915,309915,3
53,1803,24244,24244,1
53,1803,364931,364931,1
53,1803,445034,445034,2
53,1803,283758,283758,2
53,1803,362118,362118,1
53,1803,283923,283923,1
53,1803,207290,207290,1
53,1803,33718,33718,4
53,1803,3744,3744,1
53,1803,23291,23291,1
53,1803,72112,72112,1
53,1803,222929,222929,1
53,1803,517853,517853,1
53,1803,179867,179867,1
53,1803,68403,68403,2
53,1803,440908,440908,1
53,1803,237942,237942,2
53,1803,253079,253079,1
53,1803,21187,21187,1
53,1803,451258,451258,2
53,1803,311778,311778,1
53,1803,498344,498344,1
53,1803,47615,47615,2
53,1803,425679,425679,2
53,1803,124810,124810,3
53,1803,27257,27257,2
53,1803,93959,93959,1
53,1803,46804,46804,2
53,1803,258523,258523,2
53,1803,158252,158252,2
53,1803,157614,157614,1
53,1803,415509,415509,1
53,1803,258217,258217,2
53,1803,262654,262654,1
53,1803,15452,15452,6
53,1803,474242,474242,1
53,1803,15369,15369,2
53,1803,519891,519891,3
53,1803,48092,48092,2
53,1803,257347,257347,3
53,1803,386867,386867,3
53,1803,124224,124224,2
53,1803,81341,81341,3
53,1803,81488,81488,1
53,1803,95992,95992,1
53,1803,228274,228274,1
53,1803,413685,413685,2
53,1803,264441,264441,2
53,1803,329044,329044,2
53,1803,330600,330600,1
53,1803,54840,54840,2
53,1803,472956,472956,1
53,1803,29005,29005,2
53,1803,82534,82534,5
53,1803,11252,11252,1
53,1803,45863,45863,1
53,1803,428038,428038,1
53,1803,295058,295058,1
53,1803,330277,330277,1
