state,PUMANO,HHID,serialno,HHSz
53,1001,1055566,1055566,2
53,1001,1316121,1316121,2
53,1001,1055137,1055137,1
53,1001,1210645,1210645,1
53,1001,1067896,1067896,5
53,1001,1099284,1099284,3
53,1001,1060235,1060235,1
53,1001,1219306,1219306,3
53,1001,1205466,1205466,2
53,1001,1277411,1277411,1
53,1001,1412481,1412481,1
53,1001,1366700,1366700,1
53,1001,1157245,1157245,2
53,1001,1391276,1391276,4
53,1001,1086743,1086743,4
53,1001,1137310,1137310,2
53,1001,1362034,1362034,3
53,1001,1120101,1120101,1
53,1001,1375033,1375033,5
53,1001,1111265,1111265,1
53,1001,1320361,1320361,3
53,1001,1051920,1051920,4
53,1001,1386603,1386603,1
53,1001,1105007,1105007,1
53,1001,1284440,1284440,4
53,1001,1117418,1117418,1
53,1001,1407236,1407236,1
53,1001,1304915,1304915,2
53,1001,1187907,1187907,2
53,1001,1215622,1215622,2
53,1001,1270160,1270160,1
53,1001,1265153,1265153,1
53,1001,1109191,1109191,2
53,1001,1145302,1145302,1
53,1001,1083412,1083412,4
53,1001,1352246,1352246,4
53,1001,1341794,1341794,1
53,1001,1107370,1107370,4
53,1001,1218486,1218486,2
53,1001,1332229,1332229,3
53,1001,1069215,1069215,7
53,1001,1187409,1187409,3
53,1001,1233497,1233497,4
53,1001,1200661,1200661,1
53,1001,1134965,1134965,2
53,1001,1407997,1407997,4
53,1001,1167577,1167577,3
53,1001,1378244,1378244,4
53,1001,1405840,1405840,1
53,1001,1106016,1106016,1
53,1001,1250846,1250846,1
53,1001,1304017,1304017,2
53,1001,1053565,1053565,2
53,1001,1346973,1346973,1
53,1001,1233971,1233971,2
53,1001,1377902,1377902,2
53,1001,1135520,1135520,2
53,1001,1396129,1396129,4
53,1001,1349289,1349289,1
53,1001,1283022,1283022,2
53,1001,1231266,1231266,2
53,1001,1332351,1332351,1
53,1001,1187503,1187503,2
53,1001,1133751,1133751,1
53,1001,1145775,1145775,2
53,1001,1352761,1352761,1
53,1001,1107878,1107878,1
53,1001,1200190,1200190,2
53,1001,1108017,1108017,1
53,1001,1180656,1180656,2
53,1001,1378678,1378678,1
53,1001,1308492,1308492,4
53,1001,1168539,1168539,1
53,1001,490947,490947,1
53,1001,28826,28826,4
53,1001,242030,242030,1
53,1001,320297,320297,1
53,1001,517491,517491,1
53,1001,64705,64705,1
53,1001,95180,95180,2
53,1001,207317,207317,3
53,1001,88636,88636,3
53,1001,309754,309754,3
53,1001,409975,409975,1
53,1001,179783,179783,2
53,1001,358199,358199,7
53,1001,357538,357538,5
53,1001,94179,94179,3
53,1001,286822,286822,1
53,1001,305436,305436,4
53,1001,227701,227701,3
53,1001,220560,220560,2
53,1001,491750,491750,3
53,1001,7748,7748,3
53,1001,86295,86295,3
53,1001,47880,47880,1
53,1001,424230,424230,4
53,1001,349835,349835,1
53,1001,451878,451878,1
53,1001,153208,153208,1
53,1001,222944,222944,5
53,1001,395280,395280,4
53,1001,284347,284347,1
53,1001,39389,39389,3
53,1001,480460,480460,2
53,1001,187088,187088,1
53,1001,191890,191890,1
53,1001,228737,228737,4
53,1001,270768,270768,1
53,1001,264370,264370,2
53,1001,67555,67555,1
53,1001,102,102,4
53,1001,97404,97404,3
53,1001,28661,28661,3
53,1001,397158,397158,3
53,1001,777,777,3
53,1001,185713,185713,1
53,1001,148719,148719,6
53,1001,99495,99495,4
53,1001,346046,346046,1
53,1001,247363,247363,3
53,1001,246095,246095,2
53,1001,394011,394011,1
53,1001,519120,519120,1
53,1001,519142,519142,3
53,1001,3732,3732,4
53,1001,2750,2750,1
53,1001,189230,189230,4
53,1001,306254,306254,3
53,1001,289511,289511,1
53,1001,407838,407838,4
53,1001,418732,418732,1
53,1001,454760,454760,4
53,1001,190628,190628,1
53,1001,403255,403255,3
53,1001,417967,417967,3
53,1001,477627,477627,1
53,1001,316408,316408,4
53,1001,148880,148880,1
53,1001,35707,35707,3
53,1001,91814,91814,7
53,1001,486211,486211,1
53,1001,485788,485788,1
53,1001,102934,102934,1
53,1001,92208,92208,2
53,1001,416812,416812,2
53,1001,347802,347802,1
53,1001,409289,409289,1
53,1001,224041,224041,4
53,1001,107569,107569,2
53,1001,227507,227507,2
53,1001,243272,243272,1
53,1001,5248,5248,4
53,1001,416566,416566,2
53,1001,482800,482800,6
53,1001,399202,399202,2
53,1001,146668,146668,5
53,1001,399407,399407,4
53,1001,265793,265793,2
53,1001,220682,220682,4
53,1001,401424,401424,4
53,1001,483133,483133,1
53,1001,290659,290659,5
53,1001,44898,44898,1
53,1001,400300,400300,1
53,1001,273828,273828,2
53,1001,455567,455567,1
53,1001,206867,206867,3
53,1001,199902,199902,1
53,1001,319241,319241,4
53,1001,147432,147432,3
53,1001,308750,308750,5
53,1001,452649,452649,1
53,1001,484284,484284,3
53,1001,247555,247555,1
53,1001,455028,455028,1
53,1001,38319,38319,2
53,1001,434239,434239,1
53,1001,505083,505083,3
53,1001,297318,297318,5
53,1001,16836,16836,2
53,1001,366578,366578,1
53,1001,16786,16786,2
53,1001,330793,330793,4
53,1001,57811,57811,2
53,1001,379588,379588,1
53,1001,361036,361036,4
53,1001,168967,168967,1
53,1001,168769,168769,1
53,1001,331598,331598,1
53,1001,440408,440408,4
53,1001,331767,331767,4
53,1001,510801,510801,3
53,1001,365047,365047,1
53,1001,238888,238888,3
53,1001,251933,251933,1
53,1001,123470,123470,2
53,1001,58357,58357,4
53,1001,53259,53259,2
53,1001,216489,216489,3
53,1001,17731,17731,4
53,1001,197407,197407,5
53,1001,112320,112320,1
53,1001,441629,441629,1
53,1001,14978,14978,2
53,1001,365705,365705,1
53,1001,180779,180779,3
53,1001,252276,252276,1
53,1001,292660,292660,1
53,1001,365942,365942,4
53,1001,239327,239327,2
53,1001,433515,433515,2
53,1001,278632,278632,4
53,1001,370031,370031,2
53,1001,257055,257055,1
53,1001,134823,134823,2
53,1001,73243,73243,2
53,1001,337267,337267,4
53,1001,212651,212651,3
53,1001,508230,508230,3
53,1001,369490,369490,2
53,1001,438057,438057,2
53,1001,235685,235685,3
53,1001,56748,56748,2
53,1001,236894,236894,1
53,1001,438545,438545,2
53,1001,133021,133021,3
53,1001,509202,509202,1
53,1001,133265,133265,1
53,1001,73579,73579,1
53,1001,509652,509652,1
53,1001,72423,72423,1
53,1001,435473,435473,2
53,1001,127866,127866,7
53,1001,235024,235024,3
53,1001,460259,460259,3
53,1001,128039,128039,4
53,1001,368477,368477,2
53,1001,56006,56006,1
53,1001,333305,333305,3
53,1001,433615,433615,4
53,1001,167976,167976,1
53,1001,375406,375406,2
53,1001,167957,167957,1
53,1001,129730,129730,5
53,1001,129921,129921,2
53,1001,436747,436747,3
53,1001,167682,167682,2
53,1001,14649,14649,3
53,1001,457555,457555,1
53,1001,343252,343252,1
53,1001,68929,68929,7
53,1001,386545,386545,7
53,1001,119410,119410,3
53,1001,325408,325408,7
53,1001,172856,172856,3
53,1001,230894,230894,2
53,1001,470363,470363,1
53,1001,85273,85273,3
53,1001,176159,176159,2
53,1001,171964,171964,1
53,1001,114444,114444,4
53,1001,473196,473196,1
53,1001,302896,302896,2
53,1001,458334,458334,5
53,1001,175998,175998,2
53,1001,24855,24855,7
53,1001,117209,117209,2
53,1001,495077,495077,6
53,1001,342864,342864,1
53,1001,276748,276748,3
53,1001,194192,194192,1
53,1001,261900,261900,1
53,1001,260899,260899,3
53,1001,113094,113094,5
53,1001,461334,461334,3
53,1001,468042,468042,2
53,1001,298351,298351,7
53,1001,323164,323164,2
53,1001,364308,364308,1
53,1001,80570,80570,2
53,1001,500130,500130,2
53,1001,361200,361200,4
53,1001,328888,328888,2
53,1001,663032,663032,4
53,1001,883766,883766,7
53,1001,870660,870660,1
53,1001,784163,784163,1
53,1001,960380,960380,2
53,1001,716314,716314,4
53,1001,867015,867015,1
53,1001,996983,996983,1
53,1001,934926,934926,1
53,1001,737268,737268,1
53,1001,614455,614455,2
53,1001,737354,737354,3
53,1001,1037833,1037833,1
53,1001,715818,715818,2
53,1001,716482,716482,2
53,1001,524842,524842,1
53,1001,591664,591664,1
53,1001,584852,584852,3
53,1001,655295,655295,2
53,1001,542509,542509,2
53,1001,801699,801699,3
53,1001,771514,771514,1
53,1001,851481,851481,1
53,1001,935537,935537,1
53,1001,540118,540118,4
53,1001,996332,996332,4
53,1001,996145,996145,1
53,1001,968186,968186,2
53,1001,826774,826774,1
53,1001,995469,995469,3
53,1001,659676,659676,1
53,1001,869885,869885,2
53,1001,930616,930616,3
53,1001,994200,994200,4
53,1001,713380,713380,2
53,1001,837193,837193,3
53,1001,968475,968475,3
53,1001,662215,662215,7
53,1001,933669,933669,1
53,1001,993448,993448,2
53,1001,884239,884239,2
53,1001,622566,622566,2
53,1001,882446,882446,4
53,1001,555280,555280,2
53,1001,884730,884730,1
53,1001,992679,992679,1
53,1001,1037328,1037328,1
53,1001,711602,711602,3
53,1001,826489,826489,3
53,1001,837308,837308,1
53,1001,1036387,1036387,1
53,1001,847911,847911,1
53,1001,961566,961566,2
53,1001,931566,931566,2
53,1001,763443,763443,2
53,1001,723120,723120,2
53,1001,952910,952910,6
53,1001,642335,642335,4
53,1001,945927,945927,2
53,1001,633679,633679,3
53,1001,779749,779749,2
53,1001,610264,610264,1
53,1001,766897,766897,3
53,1001,843575,843575,2
53,1001,1043667,1043667,1
53,1001,633363,633363,2
53,1001,944627,944627,1
53,1001,727377,727377,1
53,1001,982216,982216,2
53,1001,653152,653152,2
53,1001,722977,722977,1
53,1001,876315,876315,1
53,1001,635280,635280,2
53,1001,1045287,1045287,2
53,1001,528746,528746,3
53,1001,635258,635258,3
53,1001,636230,636230,6
53,1001,876186,876186,1
53,1001,831676,831676,4
53,1001,777371,777371,4
53,1001,952589,952589,1
53,1001,809736,809736,1
53,1001,529107,529107,1
53,1001,841425,841425,3
53,1001,606761,606761,1
53,1001,640184,640184,4
53,1001,948002,948002,3
53,1001,602626,602626,3
53,1001,636862,636862,2
53,1001,628284,628284,6
53,1001,774911,774911,2
53,1001,880612,880612,3
53,1001,987461,987461,4
53,1001,834979,834979,1
53,1001,987885,987885,2
53,1001,737000,737000,2
53,1001,762703,762703,1
53,1001,973127,973127,4
53,1001,611159,611159,3
53,1001,803249,803249,2
53,1001,988946,988946,4
53,1001,635303,635303,3
53,1001,769023,769023,2
53,1001,532248,532248,7
53,1001,654249,654249,2
53,1001,718086,718086,1
53,1001,879452,879452,1
53,1001,1047312,1047312,2
53,1001,602198,602198,2
53,1001,974874,974874,1
53,1001,812020,812020,1
53,1001,868199,868199,2
53,1001,601884,601884,1
53,1001,718972,718972,2
53,1001,645869,645869,2
53,1001,629927,629927,1
53,1001,526638,526638,4
53,1001,611136,611136,3
53,1001,646550,646550,5
53,1001,806054,806054,3
53,1001,647208,647208,2
53,1001,761365,761365,1
53,1001,807008,807008,2
53,1001,984279,984279,5
53,1001,884658,884658,5
53,1001,792575,792575,1
53,1001,1006302,1006302,2
53,1001,916633,916633,2
53,1001,704779,704779,2
53,1001,821831,821831,3
53,1001,917837,917837,1
53,1001,678150,678150,1
53,1001,854609,854609,4
53,1001,572721,572721,6
53,1001,571883,571883,1
53,1001,856109,856109,4
53,1001,682342,682342,3
53,1001,703669,703669,2
53,1001,889374,889374,3
53,1001,997964,997964,1
53,1001,675325,675325,1
53,1001,546458,546458,4
53,1001,788663,788663,1
53,1001,1031909,1031909,2
53,1001,921412,921412,1
53,1001,673111,673111,2
53,1001,677417,677417,4
53,1001,707478,707478,3
53,1001,856917,856917,2
53,1001,1031027,1031027,2
53,1001,1004830,1004830,2
53,1001,578316,578316,2
53,1001,919654,919654,2
53,1001,812965,812965,2
53,1001,548939,548939,4
53,1001,547539,547539,7
53,1001,1019752,1019752,1
53,1001,570653,570653,3
53,1001,1017057,1017057,3
53,1001,896586,896586,1
53,1001,745840,745840,4
53,1001,690990,690990,3
53,1001,862809,862809,2
53,1001,700645,700645,2
53,1001,563422,563422,5
53,1001,554263,554263,4
53,1001,798046,798046,2
53,1001,697147,697147,1
53,1001,743215,743215,2
53,1001,555561,555561,2
53,1001,699349,699349,1
53,1001,904514,904514,2
53,1001,702929,702929,2
53,1001,552366,552366,4
53,1001,911872,911872,3
53,1001,911719,911719,1
53,1001,814109,814109,2
53,1001,569425,569425,3
53,1001,563361,563361,4
53,1001,819570,819570,3
53,1001,574597,574597,1
53,1001,684974,684974,1
53,1001,567880,567880,1
53,1001,1014298,1014298,4
53,1001,857914,857914,2
53,1001,1015735,1015735,1
53,1001,564170,564170,1
53,1001,1010958,1010958,3
53,1001,669396,669396,1
53,1001,546300,546300,1
53,1001,669299,669299,1
53,1001,852487,852487,3
53,1001,852347,852347,3
53,1001,925693,925693,2
53,1001,669632,669632,1
53,1001,581369,581369,4
53,1001,864908,864908,1
53,1001,584187,584187,1
53,1001,925517,925517,4
53,1001,678551,678551,7
53,1001,801651,801651,5
53,1001,583499,583499,1
53,1001,925795,925795,3
53,1001,824362,824362,2
53,1001,668473,668473,1
53,1002,1157392,1157392,2
53,1002,1134078,1134078,2
53,1002,1157466,1157466,4
53,1002,1347147,1347147,4
53,1002,1294924,1294924,4
53,1002,1060153,1060153,2
53,1002,1360959,1360959,1
53,1002,1199436,1199436,2
53,1002,1232972,1232972,1
53,1002,1063879,1063879,2
53,1002,1199698,1199698,1
53,1002,1218131,1218131,2
53,1002,1120157,1120157,7
53,1002,1156355,1156355,3
53,1002,1402733,1402733,1
53,1002,1262073,1262073,2
53,1002,1288341,1288341,3
53,1002,1232909,1232909,4
53,1002,1361964,1361964,3
53,1002,1326285,1326285,2
53,1002,1278582,1278582,3
53,1002,1187648,1187648,1
53,1002,1088579,1088579,4
53,1002,1312456,1312456,1
53,1002,1320975,1320975,3
53,1002,1312601,1312601,2
53,1002,1309051,1309051,1
53,1002,1393259,1393259,3
53,1002,1075245,1075245,2
53,1002,1394700,1394700,4
53,1002,1400932,1400932,4
53,1002,1372854,1372854,1
53,1002,1240829,1240829,2
53,1002,1347853,1347853,4
53,1002,1329239,1329239,1
53,1002,1056079,1056079,2
53,1002,1073610,1073610,1
53,1002,1364452,1364452,2
53,1002,1171115,1171115,2
53,1002,1291976,1291976,4
53,1002,1395616,1395616,3
53,1002,1343255,1343255,2
53,1002,1139812,1139812,1
53,1002,1393105,1393105,5
53,1002,1291469,1291469,2
53,1002,1313484,1313484,1
53,1002,1081887,1081887,3
53,1002,1125648,1125648,2
53,1002,1390031,1390031,4
53,1002,1143684,1143684,2
53,1002,1335015,1335015,3
53,1002,1290334,1290334,2
53,1002,1055261,1055261,2
53,1002,1139207,1139207,4
53,1002,1328127,1328127,1
53,1002,1293989,1293989,3
53,1002,1343984,1343984,2
53,1002,1246237,1246237,1
53,1002,1060348,1060348,3
53,1002,1204529,1204529,2
53,1002,1187797,1187797,2
53,1002,1143673,1143673,3
53,1002,1294375,1294375,2
53,1002,1140391,1140391,3
53,1002,1172081,1172081,2
53,1002,1088487,1088487,1
53,1002,1161265,1161265,1
53,1002,1412513,1412513,3
53,1002,1216583,1216583,5
53,1002,1278880,1278880,4
53,1002,1363262,1363262,2
53,1002,1239321,1239321,1
53,1002,1312717,1312717,5
53,1002,1230504,1230504,5
53,1002,1257756,1257756,1
53,1002,1383481,1383481,2
53,1002,1266931,1266931,2
53,1002,1327253,1327253,1
53,1002,1279320,1279320,3
53,1002,1200812,1200812,2
53,1002,1243678,1243678,3
53,1002,1062832,1062832,4
53,1002,1320150,1320150,5
53,1002,1309542,1309542,1
53,1002,1123330,1123330,2
53,1002,1134246,1134246,1
53,1002,1260623,1260623,1
53,1002,1370874,1370874,3
53,1002,1408126,1408126,2
53,1002,1105399,1105399,1
53,1002,1250147,1250147,1
53,1002,1151343,1151343,2
53,1002,1181761,1181761,1
53,1002,1073959,1073959,1
53,1002,1352284,1352284,2
53,1002,1352056,1352056,3
53,1002,1151617,1151617,1
53,1002,1176444,1176444,2
53,1002,1264304,1264304,1
53,1002,1058323,1058323,4
53,1002,1110772,1110772,1
53,1002,1345991,1345991,4
53,1002,1181800,1181800,3
53,1002,1387794,1387794,2
53,1002,1321357,1321357,3
53,1002,1351841,1351841,1
53,1002,1092160,1092160,7
53,1002,1272497,1272497,2
53,1002,1091491,1091491,1
53,1002,1285411,1285411,2
53,1002,1124775,1124775,1
53,1002,1400015,1400015,2
53,1002,1333201,1333201,1
53,1002,1057718,1057718,1
53,1002,1142523,1142523,1
53,1002,1354629,1354629,2
53,1002,1228767,1228767,2
53,1002,1121384,1121384,2
53,1002,1222865,1222865,1
53,1002,1377077,1377077,1
53,1002,1346048,1346048,1
53,1002,1227618,1227618,4
53,1002,1103232,1103232,4
53,1002,1124863,1124863,4
53,1002,1104921,1104921,2
53,1002,1377267,1377267,1
53,1002,1255604,1255604,2
53,1002,1376592,1376592,2
53,1002,1131131,1131131,3
53,1002,1394103,1394103,4
53,1002,1213011,1213011,3
53,1002,1141905,1141905,2
53,1002,1118721,1118721,4
53,1002,1276265,1276265,3
53,1002,1217761,1217761,7
53,1002,1306238,1306238,1
53,1002,1126241,1126241,2
53,1002,1387686,1387686,3
53,1002,1073324,1073324,1
53,1002,1306426,1306426,2
53,1002,1191170,1191170,3
53,1002,1146338,1146338,1
53,1002,1267202,1267202,1
53,1002,1306512,1306512,2
53,1002,1183575,1183575,4
53,1002,1276267,1276267,2
53,1002,1106234,1106234,5
53,1002,1167700,1167700,1
53,1002,1403908,1403908,1
53,1002,1086525,1086525,5
53,1002,1173947,1173947,2
53,1002,1078386,1078386,2
53,1002,1123207,1123207,2
53,1002,1255459,1255459,1
53,1002,1121825,1121825,2
53,1002,1241969,1241969,2
53,1002,1261313,1261313,2
53,1002,1154349,1154349,2
53,1002,1146812,1146812,3
53,1002,1390994,1390994,1
53,1002,1298891,1298891,3
53,1002,1154679,1154679,3
53,1002,1342689,1342689,2
53,1002,1351080,1351080,3
53,1002,1285213,1285213,3
53,1002,1186842,1186842,4
53,1002,1055577,1055577,5
53,1002,1271321,1271321,1
53,1002,1106029,1106029,3
53,1002,1138063,1138063,5
53,1002,1197581,1197581,2
53,1002,168472,168472,2
53,1002,314672,314672,2
53,1002,192150,192150,2
53,1002,311801,311801,1
53,1002,288450,288450,2
53,1002,264170,264170,4
53,1002,219355,219355,1
53,1002,177790,177790,1
53,1002,237453,237453,4
53,1002,348063,348063,3
53,1002,183361,183361,2
53,1002,264445,264445,3
53,1002,193848,193848,2
53,1002,250355,250355,2
53,1002,193476,193476,2
53,1002,192941,192941,5
53,1002,280729,280729,2
53,1002,200588,200588,4
53,1002,184788,184788,1
53,1002,313652,313652,1
53,1002,263509,263509,3
53,1002,270278,270278,3
53,1002,263362,263362,4
53,1002,204516,204516,2
53,1002,262868,262868,2
53,1002,308352,308352,4
53,1002,154535,154535,2
53,1002,244406,244406,2
53,1002,253431,253431,3
53,1002,263070,263070,1
53,1002,333612,333612,3
53,1002,275171,275171,2
53,1002,193576,193576,1
53,1002,237965,237965,1
53,1002,184137,184137,2
53,1002,294133,294133,3
53,1002,259854,259854,1
53,1002,346565,346565,2
53,1002,339535,339535,1
53,1002,196272,196272,1
53,1002,273393,273393,1
53,1002,327858,327858,4
53,1002,260368,260368,4
53,1002,227659,227659,2
53,1002,299787,299787,4
53,1002,211309,211309,2
53,1002,299507,299507,2
53,1002,211834,211834,1
53,1002,205619,205619,5
53,1002,206143,206143,3
53,1002,305932,305932,2
53,1002,232137,232137,2
53,1002,290010,290010,2
53,1002,273560,273560,2
53,1002,181137,181137,3
53,1002,298896,298896,2
53,1002,329259,329259,4
53,1002,259072,259072,2
53,1002,226727,226727,3
53,1002,232755,232755,4
53,1002,340363,340363,2
53,1002,171444,171444,4
53,1002,339302,339302,2
53,1002,273267,273267,3
53,1002,175816,175816,1
53,1002,182894,182894,5
53,1002,247138,247138,3
53,1002,338801,338801,3
53,1002,340515,340515,3
53,1002,325414,325414,3
53,1002,162101,162101,4
53,1002,243593,243593,2
53,1002,339167,339167,2
53,1002,220514,220514,4
53,1002,179437,179437,2
53,1002,317014,317014,1
53,1002,264748,264748,1
53,1002,273345,273345,3
53,1002,331215,331215,3
53,1002,331203,331203,2
53,1002,226164,226164,1
53,1002,347100,347100,2
53,1002,307601,307601,2
53,1002,160013,160013,4
53,1002,317406,317406,3
53,1002,234149,234149,4
53,1002,233608,233608,1
53,1002,189445,189445,4
53,1002,273319,273319,2
53,1002,495873,495873,1
53,1002,434058,434058,3
53,1002,500441,500441,1
53,1002,142213,142213,2
53,1002,20201,20201,1
53,1002,499451,499451,1
53,1002,20392,20392,3
53,1002,66127,66127,3
53,1002,447766,447766,4
53,1002,389272,389272,2
53,1002,19350,19350,1
53,1002,24089,24089,5
53,1002,466730,466730,5
53,1002,117833,117833,2
53,1002,495617,495617,2
53,1002,388046,388046,4
53,1002,65022,65022,4
53,1002,118396,118396,1
53,1002,493755,493755,1
53,1002,64336,64336,2
53,1002,119434,119434,1
53,1002,26453,26453,4
53,1002,61501,61501,2
53,1002,388184,388184,2
53,1002,17208,17208,2
53,1002,505466,505466,2
53,1002,78094,78094,5
53,1002,77967,77967,3
53,1002,434702,434702,2
53,1002,15557,15557,2
53,1002,435822,435822,2
53,1002,504105,504105,1
53,1002,113139,113139,4
53,1002,75574,75574,6
53,1002,479379,479379,2
53,1002,438895,438895,2
53,1002,139040,139040,3
53,1002,114292,114292,2
53,1002,439404,439404,2
53,1002,72860,72860,3
53,1002,440229,440229,5
53,1002,18334,18334,1
53,1002,70388,70388,1
53,1002,70230,70230,2
53,1002,18961,18961,1
53,1002,70147,70147,5
53,1002,69754,69754,7
53,1002,16249,16249,2
53,1002,374779,374779,2
53,1002,469436,469436,1
53,1002,483414,483414,2
53,1002,50216,50216,2
53,1002,470165,470165,5
53,1002,38331,38331,4
53,1002,375932,375932,3
53,1002,135303,135303,4
53,1002,369149,369149,2
53,1002,375744,375744,4
53,1002,60746,60746,1
53,1002,374879,374879,2
53,1002,50969,50969,1
53,1002,374622,374622,2
53,1002,133605,133605,4
53,1002,370651,370651,3
53,1002,481050,481050,2
53,1002,373120,373120,2
53,1002,131855,131855,3
53,1002,132008,132008,3
53,1002,477913,477913,2
53,1002,132420,132420,2
53,1002,132507,132507,2
53,1002,49137,49137,1
53,1002,463886,463886,1
53,1002,361404,361404,2
53,1002,383923,383923,1
53,1002,138505,138505,5
53,1002,383315,383315,3
53,1002,30011,30011,2
53,1002,57527,57527,1
53,1002,365991,365991,4
53,1002,382599,382599,3
53,1002,137733,137733,4
53,1002,57439,57439,4
53,1002,376715,376715,4
53,1002,463656,463656,2
53,1002,127803,127803,3
53,1002,30950,30950,1
53,1002,32135,32135,4
53,1002,464477,464477,2
53,1002,465295,465295,1
53,1002,409488,409488,4
53,1002,35162,35162,4
53,1002,126654,126654,1
53,1002,127347,127347,1
53,1002,468231,468231,4
53,1002,60681,60681,4
53,1002,380947,380947,1
53,1002,512951,512951,3
53,1002,516275,516275,6
53,1002,516267,516267,4
53,1002,516080,516080,3
53,1002,151239,151239,3
53,1002,515599,515599,4
53,1002,352287,352287,2
53,1002,514308,514308,2
53,1002,514076,514076,4
53,1002,107339,107339,2
53,1002,391572,391572,3
53,1002,6574,6574,2
53,1002,418600,418600,6
53,1002,90155,90155,3
53,1002,8963,8963,5
53,1002,105940,105940,1
53,1002,88111,88111,5
53,1002,422028,422028,2
53,1002,399771,399771,2
53,1002,511697,511697,1
53,1002,91233,91233,3
53,1002,95766,95766,1
53,1002,664,664,2
53,1002,409357,409357,2
53,1002,410543,410543,4
53,1002,521365,521365,2
53,1002,2038,2038,4
53,1002,96952,96952,4
53,1002,101368,101368,1
53,1002,412556,412556,2
53,1002,151758,151758,2
53,1002,152642,152642,3
53,1002,93863,93863,3
53,1002,95606,95606,1
53,1002,413917,413917,1
53,1002,406121,406121,1
53,1002,517792,517792,2
53,1002,94518,94518,2
53,1002,405889,405889,3
53,1002,405785,405785,3
53,1002,102971,102971,1
53,1002,90594,90594,2
53,1002,95877,95877,2
53,1002,428281,428281,1
53,1002,356593,356593,2
53,1002,12523,12523,1
53,1002,430746,430746,1
53,1002,508337,508337,2
53,1002,396871,396871,1
53,1002,424632,424632,2
53,1002,508753,508753,1
53,1002,82345,82345,2
53,1002,90658,90658,1
53,1002,423415,423415,1
53,1002,13590,13590,3
53,1002,508992,508992,1
53,1002,511134,511134,3
53,1002,951546,951546,2
53,1002,1013887,1013887,4
53,1002,726361,726361,4
53,1002,528151,528151,3
53,1002,794120,794120,2
53,1002,635264,635264,1
53,1002,747212,747212,4
53,1002,951132,951132,4
53,1002,662374,662374,2
53,1002,976546,976546,1
53,1002,926028,926028,2
53,1002,863119,863119,3
53,1002,666946,666946,4
53,1002,1015379,1015379,1
53,1002,1033686,1033686,1
53,1002,527511,527511,7
53,1002,688601,688601,7
53,1002,726961,726961,3
53,1002,767043,767043,1
53,1002,874724,874724,1
53,1002,858291,858291,2
53,1002,817434,817434,1
53,1002,1033705,1033705,2
53,1002,1014389,1014389,1
53,1002,778087,778087,2
53,1002,947259,947259,4
53,1002,820794,820794,2
53,1002,530969,530969,2
53,1002,932893,932893,2
53,1002,979828,979828,1
53,1002,979453,979453,1
53,1002,640226,640226,2
